,BTC,ETH,XRP,BCH,LTC,DASH,NEO,XEM,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.299331295416713,-0.0561467645598717,0,0,-0.0962821951518673,-0.148873789574511,0,-0.39854582045843,0,0.343529865306475,0.138371303169731,0.0763357547770667,0.12862829642489,0,0,0,0,0
ETH,0,0,0.29265584901806,0.0164398217788864,0.198198779851472,0,0,0,0,0.109625485003869,0,0.105159924267049,0,0.0177406378262932,0.0610315463926114,0,0,0,0,0
XRP,-0.403660930302072,0.871986765145819,0,-0.0109352705642087,0.175686771643774,0,0,-0.0913213536583441,0.172810097873161,0.10462664945053,0,-0.100905212742021,0,0,0.0954566367086974,-0.960384556753034,1.39615806304849,0,0,-0.199722844236571
BCH,0,-0.340738573387589,0.535668240300694,0,-0.335674014388212,0,0,-0.00252238085813156,0,0,1.76140321132811,-0.031057768603253,0,0.000927266490634765,-0.267124397223744,0,0,0,0,-0.173053661161777
LTC,0,0.0351272238877001,0.0989064965502072,-0.153862987567573,0,0,-0.343666866696913,0,0,0,1.07884473860469,-0.0757252589399777,0,0,0,-0.938202709551913,0,0,0,0.153093094689178
DASH,0,0,0,-0.0604768049012844,0.133522164594694,0,0,0,0.25288860580722,0.190242364319347,0,0,0,-0.0284405720520501,0.133571431000227,0,0,0,0,3.46944695195361e-18
NEO,-0.669457228707157,0,0,0.0405744112888363,-6.93889390390723e-18,0,0,0.0321794172883145,0,0,0,0.298327854182021,0.156853039896134,0.0947073935069288,0.201058863328797,0,0.526194205985496,0,0,0.141165827112901
XEM,0,0,0.164212780942034,0,0.16403785619425,-0.306024951355086,0.166046066294379,0,0,0.337892577613825,0,0.105439655481534,0,0,0.0822125555607831,0,0,0,0,0
XMR,0.211864252824284,0,0,0.00129893489069661,0,6.93889390390723e-18,-0.24203290167309,0.272164210323719,0,0.444164102115195,0,0.248920778899177,0.00327598362428032,0,-0.0717027207090594,-0.172905647055807,0,0,0,-0.21207645669306
MIOTA,-0.658085204682819,0,-0.0394318824121915,0,-0.250744566487092,0.321380949683362,0.248168368164662,0.033300291093632,0.524666922352517,0,0,0.124255726717714,-0.135199813486207,0.0634518738331597,0.149827444364225,0,-1.01285880273073,0,0,0.347381424893946
ETC,0.106046619006802,0,0,0.116681929095726,0.294372925491888,0,0.196245880480967,0.0953861792084906,0.151746729221198,0,0,0.023119247291736,0,0,0.022058470393503,0,0,0,0,0
ADA,0.403430190966115,1.87603757228136,-0.60748308778654,0.0555712715421236,-0.040607761074654,0,0.270658066663083,0.209967218843555,0,-0.259265959829718,0,0,0,-0.0306164517231298,0.199987931672555,0,0,0,0,0.00309746196731522
ZEC,0.190229873439815,0.624895684709533,-0.201160145710535,0,-0.023423728541593,0.0767886481200432,0.260498078878123,0.209156122151858,0.299103321301456,0,0,-0.206241831538446,0,-0.0336432717252273,-0.0162519564767876,0,0,0,-2.69144965284152,0.0918670345131758
XLM,0.338599338610351,0,3.21124542110286,0,0,0,0.252480098371453,0,0,0,0,-0.387145945832613,0,0,0.191656785781682,0,0,0,0,0.10061975450181
EOS,0,0,0,0.117506574717879,0.134803495798948,0,0,0.0701954824667514,0,0,0,-0.0564584250418382,0.404087662103917,0,0,0,0,0,0,0
BV010082.Index,0,0.174592573086026,-0.115471891487642,0.0290023884122192,-0.0563483880557778,0.0930020191448504,-0.061353624724084,0,-0.239127464582693,-0.0248086696360452,0.154014974281209,4.33680868994202e-19,0.0551285832557237,0.00926589409162124,-0.0141907503701459,0,-0.0770203829553705,0,0,0.0462966490760728
CVIX.Index,-0.041654237817459,-0.137957345548705,0.106015947434976,0,0,0.0873111695977517,0.179037276060036,0.0606432317291423,0.080952398704147,-0.218312513742862,0,0.0245981452356799,0,0.00927680883766974,0.022932510752586,0,0,0,0,0.0332533401965347
DXY.Curncy,-0.0208156406924445,0,-0.00897503327290579,0.00725508549753054,0,0,0.00505274468303819,0,0,0,0,0,0,0.00102593595580688,-0.0257697762079559,0,0,0,0,0
SPX.Index,0,0,-0.00963434964298915,0.0116644010530574,-0.00912962442689541,0,-0.00918730234988665,0.0190344833408824,-0.00641015831023005,0,0,0.00434793545834644,-0.0377472505685255,-0.0014728742515466,-0.000518186786748163,0,-0.0539862696551009,0,0,-0.0204675379252341
VIX.Index,0,0,-0.134437207175457,-0.381892371482251,0.17736725648884,0,0.07086832889208,-0.166521195611587,-0.819595182667976,0.40705124561441,0,0.159848016553983,0.665542802041158,0.0224685856118765,-0.269611308216327,0,0,0,0,0
