,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,TRX,ETC,DASH,NEO,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0300854093224087,0,0,0.0289965933293257,0.704999154480075,-0.441564849649495,0.332481504015382,-6.93889390390723e-18,0.128062445809738,-0.0407402707086678,0,-0.0600128198921724,-0.018996009729561,0,0.214091416941418,0,0,-0.0279253056539864
ETH,0.236655818132047,0,0,0,0.0531866365598208,-0.135319013992888,0,0.167971525523399,0,-0.0440379425280266,-0.374587216476025,0.160516009058119,0.276978564849378,0.477129626062046,0.107706884978884,-0.46601781509769,-0.365034220263188,0,0,0.0932430780772341
XRP,0,0.235629212275643,0,0,0.253877590795095,0,6.93889390390723e-18,0.0447535253686584,-0.182559136719338,0.253202271456408,0,0.102286404726461,0,0.141464932502327,0,0,0,0,0,0.146177683716976
BCH,0,0.0430388480464911,0.0220894346175751,0,0.207519286340912,-0.107912242227638,0.338251130747892,0.460434731861139,0.304181506980783,0.0883335878194503,-0.476526747966271,-0.0371032848140287,0.0321256095151073,0.239292058463952,-0.116276262791052,0,0,0,0,4.33680868994202e-19
EOS,0,0,0.278728596943475,0.555112002823605,0,0.244974485237274,0,0,0,0,0,0,0,0.252290520826549,-0.238454861915857,0,0,0,0,-0.18490647158851
XLM,0.260587676215046,-1.21483879946882,0.103758682138254,0,0.164575419092081,0,0.46018106358299,0,0.020125479460533,0,0.543890530545172,0.120804814106386,0,0,0.0125984016122861,0,0,0,0,-0.00410366220076261
LTC,0.301433090901375,0.207088065830507,0.0740055324712517,0.589229001758698,0,-0.0222030601185648,0,0,0,0,0,0.0943627241222621,0,-0.141067374043055,0,0,-0.234883799699278,0,0,0.128368218882985
ADA,0,0,0,0.525181385036485,0,0.142473017458715,0,0,0.0933545667166703,-8.67361737988404e-19,0,0,-0.130419364826021,0.0818849927538562,0.377987943121579,0,0.258874377534016,0,0,-0.121667331897035
XMR,0.551068186828064,0,0.0271856147086314,0.472100612755239,0,-0.0733865169600975,0,-6.93889390390723e-18,0,0,0,0.111952837849049,-1.38777878078145e-17,0,0,0,0.502277455805445,0,0,0.0315810943403185
MIOTA,0.0453561774554516,0,0.656894206114308,0,-1.05372517200878,0.426876858377777,0.278992028296511,-0.429721288742747,0.195249123402722,0,0.795866002948034,0.0397701718662404,-0.0953166508899911,0.477902744861045,0,0,-0.098420727895597,0,0,0
TRX,0,0,0,0,0.0487081675692545,0,0,0,0,0.0603841927496926,0,0,0.301578497640668,0.552371972253455,0.0149681343089285,0,0,0,0,0
ETC,0,0,0,0,0,0.270846635189912,0,0,0.036871132586502,0.286393491941814,0,0,0,0,0,0,0,0,0,0
DASH,0,0.290857110965473,-0.0847535554933478,0,0,0,0,0.111063593919782,0,0,0.900404665620582,0.00186711830879571,0,-0.292858705890104,0.0142334649166554,0,0.205829105103116,0,0,0
NEO,-0.169505146633756,0.30522607563919,0.38843100678429,0,0.0878099730754086,-0.0841387111509094,0,0,0,0,1.04027558462722,-0.26414652181202,0,0,-0.413605415640522,0,-0.0734412506635681,0,0,0
BNB,0,0,0,0,0,0,0,0.482749684825704,0,0,0,-0.288071833293726,0.570184399561055,0.0654691527303184,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0544184875089962,0,-0.0684586525473719,-0.200577175375032,0,0,0.0612590814811352,0,0.0038275724390255,0.073137782497238,0,0.110661850379736,0,0,0,0,-0.0579311040314966
CVIX.Index,0,0,0,-0.00874655952197103,0,0,-0.077758287811793,0.215935749907286,-0.123421751848772,-0.0896437256065516,0,0.00506681579497751,0.31015660696537,0,0,0,0,1.40429917979655,0,0.243040290340496
DXY.Curncy,-0.0490586604310349,0,0.021565896242055,-0.0595501844424214,0,0,0.0131987181032834,0,0.0595245284104537,0,0,0.000722776532176063,0,0.0137377523358109,-0.0345445402586466,-0.105469215777221,0.144889636589084,0,0,-0.0108508188159737
SPX.Index,-0.0285635124200022,-0.0664726618500392,0.0203372539170033,0.0337130632067063,0.00642131498721228,-0.0274566109103833,0,0,0,-0.0156938297802635,0.0307532871297974,-0.00851173672498231,0.0233140366473702,0,-0.014674609746715,0.0533873288089858,-0.00437222006878812,0,0,-0.0449797572052159
VIX.Index,-0.224138249612918,0,-0.0928722546799573,0.938406286415504,-0.268279534149048,-0.0852289653401744,0,0,0,0.338811123084147,0,-0.0717838871563906,-0.564067934961199,-0.593058316097429,0.606012106857777,0,0.269266968012236,0,-5.07874447587006,0
