,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.317801118653328,0.0640523935652695,0.940156264900874,-0.0341287710747099,0.0507530042611724,0.0363179594600712,0.160109704984508,-0.0346218366396152,-0.0214927950907547,-0.443862680693873,0,0,0,0.0627636207758626
XRP,0.61201980287631,0,-0.0510659419595769,-0.403217549283429,0.124920510914362,-0.0640220697876884,0,0,-0.0211573789868317,0.0442049736136422,0,-0.516111306927267,0,0,-0.0372520773382638
ETH,0.067332790599706,0,0,0.821208475479313,-0.0891343628723561,-0.144246465117125,-0.783049143338329,0.304534372531511,-0.156544541607986,0,0,-1.56772713881992,0,0,0.27850556642521
LTC,0.758252875568252,-0.212283740762646,-0.0132928857007902,0,0.00814897819486501,-8.67361737988404e-19,0.106321846509347,-0.0260122873874205,0.00211325822927531,-0.0281852945203854,1.0745993935352,0,0,0,0.0660279731375118
DOGE,0.883476151203135,0,0,0,0,0,0,0,0.116596940986801,-0.310767027406644,0,0,0,0,0
DASH,0.715759173971529,0,-0.793611558199225,0,0.408670364582122,0,-0.951231323097974,-0.390941075221713,-0.0594322999736308,0.0345597688624547,-2.49784375635041,0,0,0,-0.432704171407913
XLM,0.0184785261533393,0,-0.0704164741696173,0,0.273306827985512,0,0,0.153981729229225,0,0.00834619619324524,0,0,0,0,-0.120410588190281
XMR,0,0,-0.433123628046827,0.816973184060331,0.0153951447022244,-0.0882761135879167,0,0,-0.177515135467352,0,0,0.411206529983832,0,0,-0.0120575778369039
XEM,-3.25790204060864,0,0,3.8892222714771,0.13238940533943,0,0,0.612388107629402,0,-0.0289776763167527,0,-1.73316049257868,0,0,0
DGB,0,0,0,0,0.357230021909509,0.477747928579455,0,0.506265177863399,0.62952701375224,0,0,0,0,0,0
BV010082.Index,-0.205607003836175,0.172349342939396,0.0411461452513571,0.236258923956418,-0.0243681857382644,-0.0273020437104083,0.111264950315644,0.00795324796590162,-0.0139564739132201,0,0,-0.312736792436675,0,0,0.0315775517745815
CVIX.Index,0.226797957312787,0.162624507982394,0.0469684274764684,-0.420523941344159,-0.0612318385281413,0.00211767437684748,0,0.0573398402755133,-0.0143864810096973,0.00312048186543007,0,0,1.07636876638193,-1.79827841965727,-0.0218340245345539
DXY.Curncy,0,0,0,0,-0.002601042121637,0.0102246363593476,0.021879074759444,0.0117736615338829,-0.00426432345702358,0.00299036623325825,0,0.0263700617364714,0,0,-0.0380427344306045
SPX.Index,0.0126081298879684,0.117612464857247,0,0,-0.0301065353163759,-0.00569096853020702,0,0,-0.0223238052053765,-0.00655455359505688,0.16486786230225,-0.197234307142704,0,0,-0.0566167592311863
VIX.Index,0,0,0,-0.340789970355681,0,0.386122912883431,0.776250437369225,0,-0.00569388628968484,0.31811203443725,-1.02276653306718,1.83289382678852,0,0,0
