,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,TRX,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0847191768654446,-0.125787879583337,0.138216015631152,-0.0471187532797327,0.139264421939024,-0.0701971641817038,0,0,0.096530832496092,0.214740359876851,0,0.355180658150211,0.0207175549584171,0.0754157713502298,0,0,0,0,0.0159787107976942
ETH,0,0,0.218701577042377,0.260995251897599,0.533247077682336,0.0389011429070496,0,-0.000362090006160748,-0.297625383764057,0,0.146278488412167,0,0,0.0854617400681205,0,0,0,0,0,0
XRP,0,0,0,0,0,0.0738476928815058,0,0,0.367056296182864,0,0.0994871342121424,-0.2242965333256,0,0,0.327259658629451,0,0,0,0,-0.0944056144181946
BCH,0,0,-0.26691080438012,0,1.06053536738491,0.138592147715382,-0.171520606002184,0,0,0.373908048715407,-0.193404213479247,0.270805407901803,-0.291760065359531,0,0.0429452413578058,0,0,0,0,-0.0930735442963635
LTC,0,0.144742569387748,0,0.209315496127985,0,0,0,0,0.107776009723885,0,0.076164411308381,-0.147061024974509,0.309567207679716,0,0.163185057766919,0,0,0,0,0.136278997154402
EOS,0,0,0,0.359620198635873,-0.379777129515536,0,1.07803806100794,-0.00215834583261881,0,0,-0.367718412582163,-0.151081111189521,-0.0779520710586467,-0.435428898103445,0.757955516393114,0,-1.34294273382028,0,0,-0.153672293667514
ADA,0,0.651573453261132,0,-0.140178490455634,0,0.596654143401389,0,0.744172898880953,0,0.3737086313299,-0.248065345937866,0.206473642900273,0,0.147880543961652,-0.605261433411561,0,0,0,0,-0.208736215154327
XLM,0,0,0,-0.168363869652578,0,0,-0.0519318431366148,0,1.28689768133127,-0.053198670362534,-0.195475675644374,0.0217806411659341,-0.0494643131574583,0.0695426631150886,0.064179317472695,0,0,0,0,0
NEO,0,-0.454593724670162,0.173670138611695,0,0.495819667336512,0.0321555529015842,0.124505507117762,0.262837125072483,0,0.137788848011648,0.232452617286516,-0.0155455182323026,0,0.0760024607662879,0.0266839977092509,0,0.105560981620073,0,0,-0.0380603362978937
MIOTA,0,0,0,0.201051401628519,0,7.91241584168351e-05,0,0,0.258604705026169,0,0.12519921913871,0.213337828152517,0,3.46944695195361e-18,0.166843370133007,0,0,0,0,0
XMR,0.637385266593064,0.518263714178014,0,0,0,-0.277665454314693,0.114371175399288,0,0.961062551641874,-0.0759841991760168,0,0,-0.194506876467071,-0.329370299245753,-0.169413634521689,0,-0.426176573152843,0,0,0
TRX,0,0,6.93889390390723e-18,0.730258479663631,-2.21634876102975,-0.108719099068865,0.424355027672658,0,0,0,6.93889390390723e-18,0,1.28910692366189,-0.246644951948917,0.580889383377522,0,-0.251663744270698,0,0,0.464865532581006
DASH,0,0.854952648836851,0,0.0323927274526296,0,0,0,0,0,0.126465213891714,0,0.10910695770783,0,-0.00520819756974261,0,0,0.0805966418424612,0,0,0.111669605993742
XEM,0,0.874281692768563,-0.463144545778928,-0.505353052021107,0,-0.649021862345929,0.526082641624537,0.344296222349998,0.653114416966191,0.194034090274836,-1.20251866416149,0.0663633771767005,0.363950109840002,0,0.663383071976484,0,-2.96084271336173,0,0,0
ETC,0.351874577538094,-0.272096673994416,0.249130451179903,0.179774840361961,0.727976429554551,0.475056246621475,-0.275061684260735,0.294220023378575,-0.460115255461344,0.0404692098856442,0,0.246037375914218,-0.652755996016647,0.34467555772907,0,0,1.16238613740258,0,0,-0.0511269330249343
BV010082.Index,0,0,0,0.0366714544172497,0,-0.084097353983215,0.178096958205837,0.0132842051858671,0,0.0600103492243183,-0.161012588707096,-0.147357525616141,0.187424192044476,-0.117180018083511,0,0,0,0,0,0
CVIX.Index,0,0,0,-0.091678614613865,0,-0.0835441571460103,0,0.146659578232926,0,6.93889390390723e-18,-0.237801323966932,0.0671510107320754,0.172713609542737,-0.286324607717273,0.248101332635212,0,0,0,0,-0.0159054100875289
DXY.Curncy,0,0,0.0626127229343749,0,0,0,-0.00129264202807583,0,-0.0436980688029648,0.0274812670874049,-0.0227277041432211,-0.0305208782591359,0.0549117387731018,-0.0111609483276926,-0.00528673094795247,0.0280587640504323,0,0,0,0.00913987446974789
SPX.Index,0.11610490513174,0,-0.0694754308592149,0.0385029568429242,0,0.00816388375562392,0.0105733842618473,0.0195604300563135,0.0432543588619914,0.0024796378425881,-0.0329676656306336,-0.0465981461725646,-0.0591072593044761,0,0,0,0,0,0,-0.0711852568244851
VIX.Index,0.165171469663274,-0.117635314109349,-0.456115908056487,0,0,0.0518887876246267,0,0.361059013315515,0,0.0963808118927179,0,0,0,0,0.0944177552624368,0,0,0,-4.74338380272232,0
