,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.0746005991087404,0.420210512913228,0.062535453353873,0.0761451337293316,0,0,-0.0633578264244332,0,0.167643029942529,0,0,0,0,0,0
ETH,0,0,0,0,0,0.269500250429404,0.109667153536509,-0.0386990797257059,0.13267168770928,0.342402292368823,0.11922632913443,0,0,0.0826125777302758,-0.0332040330986524,0,0,0,0,0
XRP,0,0,0,0.0313271959924129,-6.93889390390723e-18,0,0.204104496679628,0.0739817274973613,-0.269598987674637,0.107331194297575,0.0981223193647917,-0.0736385264832616,-0.0918305248199036,0.260176309836287,0.0445997711027362,0,-0.236937973234045,0,0,0
BCH,0,0,-0.778542269501637,0,0.57457263512289,-0.572624853992033,0.510075318333553,0,0,0.621321078541632,0.405252465736031,0.00549159935085734,0.127078995207117,-0.292795346983837,0.021628513568094,0,0.119157414814818,0,0,0
LTC,0,0,0.0191640576816886,-4.33680868994202e-19,0,0.0472338612838653,0.0261012063201616,0.278296408423818,0,0.0408293697526001,0.314552595178163,0,0,0.0562111805988072,0,0,0,0,0,0
DASH,0,0,0,0,1.82774035911366,0,-0.147127464590265,-0.315962843694997,0,0.622436647733246,-1.15729200114893,-0.00714353480884555,0.229535502462561,-0.0714453952856488,0.20135927200112,0,0,0,0,0
XEM,0.861670540387825,0,0,0.0903138861480457,0,0.384605540813717,0,-0.243952868007076,0.388824880703802,0.515157248516814,0,0.0632118782631034,0.019141735373185,-0.0395752262371718,-0.158496962326964,0,0,0,0,-1.07141565694298
NEO,0.146988875612122,-1.14335770686295,-0.392687542584857,-0.172562091484488,2.79276020613728,-0.764439709613867,-0.164411584427762,0,-0.102306274350964,1.22574080400354,-0.974253676070591,0.408258676529686,0.536047081677368,0,0,0,0.858579098749156,0,0,0
MIOTA,0,1.27662711170969,-0.0717568024792216,0.190997480717893,0.119690734223927,0,-0.183311789198043,0.0974295868104338,0,-0.941510170045427,0.258364524935375,-0.125617132805463,-0.26939596019662,0.0965746056586574,0.380680752403886,0,0,0,0,-0.683905524730731
XMR,0,0.52437598297963,0.109198057585702,0,0,0,0,0.0887956589494548,-0.108589827798478,0,0,0.284979292897614,-0.183746870962513,-0.0307600258236136,0,0,0,0,0,0.256811419549179
ETC,0,0.218366537818609,-0.122865063874121,0.1288896456771,0.898802314892079,-0.255285360950151,-0.00367463163445778,-0.174399840052951,0.043130985493584,0,0,0.0314557336435354,0,0.0138390373540101,0.0817025003040628,0,0,0,0,0.0829529147451588
ZEC,0,0,0,0.371400613758173,0,0.243503875190017,0,-0.236654135466466,-0.238214908859046,0.107812793637869,0,0,-0.0664894689069856,0.325264535016228,0.478973151805718,0,0,0,0,0
ADA,1.09991314771473,2.46675327130492,-0.520247601059404,0,-0.593899076256971,0.50728047626927,0.0054124789135765,0.380586292243106,-1.5821552425945,-2.66712956695115,0,0.407015426499277,0,0.154933263367064,0.514054717486059,0,0,0,0,0.129577732452053
XLM,0.714148222099906,0,0.21109170253587,-0.377196048979995,0,-0.227897300681762,0,0.0982043392132154,0,0,0.697704407866329,0.0847333866127852,0,0,0,0,0,0,0,0
EOS,0,0.282498560670526,0,0.0854942736832301,0,0,0,-0.00827423872792373,0,0,0,0.755437330540836,0,0,0,0,0,0,0,0.373866960794399
BV010082.Index,0.194571231455201,0,0,0,0,0,-0.0824343217732977,0,0.0153450637540979,0,-0.0373914015432637,-0.0601462250632734,-0.0287240913395359,-0.0166246229570558,0.0657650814442867,0,0,0,0,0
CVIX.Index,0.224238851696071,0,-0.102560136657625,0.130932355854267,-0.561983131885749,0,0.160947625943513,0.0260512668956533,0,-0.0388566498719869,0,0.0124022582081763,-0.0263921811560344,0.10443222982249,-0.068638799823002,0,0,0,0,0.210970794509789
DXY.Curncy,0,0,-0.0109764297416476,0.0119656180201344,0,-0.0180905659718399,-0.00350682113411728,-0.00630845408984981,0.000826742315550373,0,0.00378957214052611,-0.0186511315804873,0,0,0.0243378038019724,0,0,0,0,0.0634667946620152
SPX.Index,0.0237838049566547,-0.0448049517485805,0.0192960800782516,0,-0.0136930654314697,-0.00715729452766698,-0.0216786707197863,-0.00390441461740301,0.044399490179458,0.0420383849130709,0,-0.0151622279147187,-0.00516223804417253,-0.00819033122873562,0.000661193066777071,0.0952014480955775,0.0357018981047739,0,0,0
VIX.Index,-0.205529146147209,0.557695489272572,0.285111669241059,0.103750907864145,0.0883381845185584,-0.0363245279342728,-0.201187593610572,0,-0.399898379298514,-0.192272659292649,0.228356047331127,-0.192904833043862,-0.0222020014313333,0,0.188312403959757,-0.294554726588059,0,0,0,0
