,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.332016570135072,0,-0.121556717176753,0,-0.456183893519395,0.213022242050175,0,0.0297790462294928,-0.158138071721841,1.16228088785637,0.258487897568232,0.150259267042267,-0.0220910902493434,0,0,-0.158919513045799,0,0,-0.0649799293154388
ETH,0,0,0.0864652616541874,-0.135259360502187,0.187188077732835,0,0,0.118919958172199,0.105750501397955,0.0392776648791794,0,0,0,0,-0.0205927432827901,0,0,0,0,0
XRP,-0.374972693882943,0.409450442049787,0,-0.407855280006029,-0.0190611374721907,0,-0.905214997439636,0.160666466743286,0.840396612826774,0,0,0,0,0.0883213064099247,0.332623581783,0,0.510044907708227,0,0,0
BCH,0,0,0,0,0,-0.170722170510716,-0.0190062612551544,0.0926804731870434,0,0,0.907634561842822,-0.0501776688042036,0.113760805544453,0.032392918034856,0,0,1.17660450288792,0,0,0
LTC,0.14145499396104,-0.16146015479717,0.0158161911033627,-0.412827032682822,0,0.0806884001715661,0,0.208034067380121,0.43633232073191,-0.429612423574175,0.968364844704338,0,-0.195660786195239,0.0216729880044105,0.266242871111177,0,0,0,0,0.556158637737779
DASH,-0.0409553013608008,0.0634681968062618,0,0.164308884600554,0.102195306506302,0,0,-0.0609093772895993,0.156651146389428,0.222096113973626,0,0.0892219847340284,0.160065851804404,-0.0236880710998598,0.265193863647606,0,0,0,0,0
XEM,0,0,-0.380843496276941,-0.357418359705312,0,0.128227837214043,0,-0.000756349858214541,0,0.163586052558403,0,0.0189978994786961,0,0.110733885645857,0.301511216363928,0,0,0,0,0
NEO,-0.653564012800199,0.133921963533861,0,0.66330432433583,0,0,0.212340272448594,0,0,3.46944695195361e-18,0,0.204154230082875,0,0.0813130848716461,0,0,0,0,0,0
XMR,0.431569303132427,0.319998338522656,0.0516218555518326,0,0,0.137666364748849,0,1.38777878078145e-17,0,0.214091004190709,0,0.027796355676814,0.321254508371074,-0.0432924246802141,0,0,0,0,0,0
MIOTA,-0.370587240936965,0,-6.93889390390723e-18,0,-0.307001146313404,0,0.10999160112053,0.104834995714575,0,0,0,0.11665893714048,0,0.0670144757412079,0.368762658135097,0,0,0,0,0.661967835544694
ETC,0.235547611057025,0.168701656777445,0,0.198026988699771,0.101756943468283,0,0,0.0388267226031372,0.135130901166659,0,0,-0.0391388967459242,-0.0585377786394468,0.0103863649499859,0.10054272687956,0,0,0,0,0.0855545339735945
ADA,2.40985993418817,0,-0.279355721542415,-0.0898645456063797,0.0224307123978007,1.50128008355497,-0.190865018745954,0.457736305292719,0,0.0837083681146543,-2.60201187050334,0,-0.426931427282136,-0.00203002904177944,0,0,2.2670214966408,0,0,0.171862390421139
ZEC,0,0.825201575484712,-0.234548026918484,0.315849254354683,0.0433310404188119,0.0979268834462678,0.0330424012615038,-0.125000844688574,0.449653945318005,-0.141120589168285,-0.689351189056045,-0.1188418655814,0,0.0339571298335099,0.307790778708501,0,0,0,0,0.399370617317028
XLM,0.23579754388612,-1.66692898965005,0.962399265087744,-0.928588087782453,0,1.69333849819939,0.268303022105413,-0.757057482951065,-6.18723916902856,3.48295955810302,7.31144969327693,-0.0246735728231773,2.87152999532664,0,-3.45181024406493,0,6.26253359882849,0,0,-2.79376044548665
EOS,0,0,0.123473277621784,0,0.335514216286224,0,0.314659144719235,0,0,0.181422669197086,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.044078501235805,0.0861482757824948,-0.0495097452162552,-0.0259982108151723,-0.120813596984621,0,-0.0687460892698303,0.0347055557221282,-0.127377943748133,0,0.173554877638557,-0.0135223985195172,0.0132221217959834,0.00284083806535774,0.091420845463418,0,-0.159788976148629,0,0,0.094666687392747
CVIX.Index,0,0,0.0791832220535041,0.113819169578881,-0.00458949718536349,-0.342151458344345,0.0694980902475023,-0.0284141726500611,0,-0.0543240901183589,0,0.0634574685703895,0.119109527392263,0,0,0,0,0,0,0.0685192606410683
DXY.Curncy,0.0126211672577139,0,0,0,-0.0095182618108017,0,-0.00439618429455749,-0.00142659361171333,0.00789909425758787,0,0.00116052636889127,-0.0183907094502517,-0.0101866762904289,0.000395962144947635,-0.0178516655826641,0,-0.0312032894853039,0,0,0
SPX.Index,0,0,-0.01222256537475,-0.0227906511918597,-0.00949599019726199,0,-0.0146701673803865,0.00565459248662469,-0.00217009077604025,0,0.0626396871368421,-0.00830471267282626,0,-0.000501825263619728,0.00219575355439005,0.000500413977368531,0,0,0,-0.0117430062291251
VIX.Index,0,-0.232593508474117,0.228160867589954,0.0595203466244154,0.0723552352990606,-0.0966114889832983,0,-0.0392197164235595,-0.423562931014159,0.282672966076261,0,0.165400185255737,0.179361046628977,0.0192620105924036,-0.23033385411594,0.604881943063758,0,0,0,0
