,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,EOS,MIOTA,DASH,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.235394924196891,0,0.0124246199468362,0.503128133310855,0,0,0,0,0.226853099720929,-0.0384150161898094,0,-0.0304564395686496,-0.00132182450968115,0,0,0,0,0
ETH,0.0829383758524307,0,0.0493639332035501,0.112829821820476,0.0806000499154142,0,-0.0496002436607509,0.152861111345027,0.0343749542498138,0.317154459914297,0,-0.0571782069850647,0.031368018913549,-0.0480897921231049,0,0,0,0,-0.372886820305693,0.0242999282626953
XRP,0.179418470513006,0.560769952005608,0,-6.93889390390723e-18,0.126308702331729,-0.0427711110670565,0.0089424862125268,0,0,0,0.064595420648381,0.046503608055619,0,0.0282523643374015,0.0290187592886081,0,0,0,0,0.0312210604030194
BCH,-0.149122254335223,1.19187763738851,0,0,0.0104126721938842,0.45764100244687,0,0,0.20118150757045,-0.414033033213028,0.515952618000465,0,-0.61837251787694,0,0,0,0,0,0,-0.0600221086502105
LTC,0.261133397164244,0,0.113243109389838,0.0262229380557878,0,0,0,0,0,0.116509237370958,0,0,0,0.330610998852823,0,0,0,0,0,0
NEO,0.116684054932737,0,0,0.0331327316955368,0,0,0,0.149299662658773,0,0.534836273246469,0.217146508227721,0,0,0.106099412119869,-0.240778568967056,-0.0184120741137829,0,0,0,0.0799027292635945
ADA,0.112657857979186,0,0.291233997357173,-0.0795066366833446,-0.022630133899656,-0.180389216126496,0,0.381218846601004,0,0,0,0.148187946692871,0.0444282352342193,0,0.132724012322867,0,0,0,0,-0.0655022152188415
XLM,-0.0786581905706933,0,0.348343970313882,0,0,0.300046078301104,0,0,0,0.0105739935262149,0,0,0.633834078613588,0.0389423527371558,0,0,0,0,0,-0.125908114926718
EOS,0.0585764524551574,0.163807723220474,0,0.0117418975999375,0.107931588000763,0,-0.00588723356897519,0,0,0,6.93889390390723e-18,0.171687710744338,0.18591809947307,0.292217136653435,0,0,0,0,0,0
MIOTA,0,1.00427250969771,-0.00951727820521191,-0.0606233010686804,0,0.061996518907653,0,0,0.165536916172967,0,0,0.107179371614679,0.110759070772668,0.0717529895079597,0,0,0,0,0,-0.0762143003267559
DASH,0.0971469226837553,0,0.27232202230998,0.194708175323035,0,0,0,0,-0.0470356394510172,0,0,0.529811799764071,0,-0.0651403751673325,-0.00087828650333304,0,0.0875414371175523,0,0,0.0162332879686675
XMR,0.725376718277616,0,0,0.100904959823953,0.0216861231825951,0,0.55645972590075,0,0,0.244847157009613,0.247209332104884,0,-0.116069204854277,-0.124332405260453,-0.141515409181133,1.34536980579843,-0.377145143916568,0,0,0.117573269462152
XEM,-6.93889390390723e-18,0,0.260646971197747,-0.214148063471015,0.0391665395435439,0.291025949490711,0.217943846195294,0.034994222107179,0,0,0.082745133203333,0,0,-0.089927311094713,0.2993052742839,0.802033833564407,0,0,1.64047407285721,0.186246989157214
ETC,0,0,0.423216667398902,0,0.0861179460004642,-0.0252582883245172,1.73472347597681e-18,0.0726408299198017,0.918376193558077,0,-3.46944695195361e-18,0,-1.38036561284619,0,0.455886946814239,0,0,0,0,0.0821949942937411
TRX,0,0,0.470908776442162,0,-0.237660694173063,0,0.235640211113025,0,0.340865204524924,0.415436701333944,0,0,0.116631534898377,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0112253741717541,0.0943473017214379,0,-0.0853470405061509,-0.0305554773797258,-0.00545284254275807,0,-0.0400711058715415,0,0.126119679785737,0,-0.00470359817270325,0,0,0,0,0,-0.00545574869648416
CVIX.Index,0.0611584595364623,-0.191747348320543,-0.127048019817947,-0.0460293534295901,0.146723443571209,0,0,0.035556511580497,-0.33638453240022,0,0.291769707367557,-0.168691828356304,0,-0.00321675679286443,0.213095492878949,0,0,0,0,0.0228233313088195
DXY.Curncy,0,0,0.0155746804730371,-0.00225448152315697,-0.0428906024092532,-0.0165108071375623,0.0116920474228165,0.000996403657134112,0,0,0.0448415878784209,0,0.0289990993292184,-0.00126227398893996,-0.0359586818425698,0,-0.0344853298134765,0,0,0.027426882787711
SPX.Index,0.0135342489150951,-0.569789308293819,0.0248039631395446,0.0751090001331224,0.0907454751801614,0.12002510422422,-0.0299101313634311,0,-0.161891056395375,0.111616731342383,-0.0955291531457457,-0.00962276208908851,0.283448129141446,0.0278565319213653,-0.0212547284064593,0,-0.188476427863231,0,0,-0.0759453944218292
VIX.Index,-0.0743490213373323,0,0,-0.0653128986097811,0,0.075965428293609,-1.74900983431495,0,0,-1.44459051287199,0,0.632162535447312,1.06422559746394,0.486895882564623,0.642323508177248,-2.08122004120824,-5.55111512312578e-17,0,-4.06616803934991,0
