,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0811949044560615,0,0,0,0.0802819927184103,0.160289623806821,0,0.188260204901753,0,0,0.169920378517563,0.119716400991487,-0.183326692189954,0,0,0.102611375520179
ETH,0,0,0,0.169974358498082,0,0,0.0723998529429694,0,0.0796543029657557,0.371896341300894,-0.0882528043918259,0.370057728387857,0,-0.101196131041628,0.0272714764485492,0,0.0989596152806672,0,0,0.0714222013148531
XRP,0,-0.0250770054668002,0,0.520684822384049,-0.122982086391804,0.118164185633547,0.018468669846952,0,0.0601890791473617,0.0842986880773278,0,0,-3.46944695195361e-18,0.208527125490121,0.0264067850891465,-0.194332575619817,0.100214890976892,0,0,-0.0358924684943973
BCH,-0.37637659504665,0.196987941330093,0.643603757243647,0,0.282372637333765,0.608041163841391,0.158215447749844,0,0,-0.209089103217437,-0.700098426273343,0.207648918794941,0.448960316182581,0,-0.0256661638953264,0,0.0258433299996414,0,0,0.00521655862460208
EOS,1.41509643599246,0,-0.322014771467429,0.439471673770405,0,0,0,-0.228243695446479,0.00304229103365205,0.255971357999535,0.813150732262711,-0.908471350043196,0,0,0,0,0,0,0,-0.0995146716178639
LTC,0.0541539195458198,0.139279159581999,0,0.0175358585585167,-0.0149938002265761,0,-8.67361737988404e-19,0,-0.148083430984333,0.0516597136554741,0.493234313307968,0.125296832799645,0.0214292705636322,0.155241353231693,0,0,0,0,0,-0.0199520886715213
ADA,-0.737952833188111,0.0255504903390238,-0.0255852820572349,0.523324418493513,0.110831680461793,-0.0109209257253628,0,0.551108685347551,0.261620220164153,-0.262572519268356,0,0,0,0,0.199190978138197,0,-0.293680251825242,0,2.71353691120924,0.354550875029713
XLM,0.231716099432398,0.0890737331536558,0,0,-0.136688483100347,0,0.510395890532427,0,0.28237880200856,0.262386688762825,-0.0922335939736988,-0.235612836197214,-0.088766634728398,0,-0.0643765788896388,-0.591740545653918,0,0,0,-0.303560366400517
MIOTA,0.740031520735533,0,0.437755346386336,-0.222437512729083,0,0,0,1.03572500523249,0,-0.401989625051517,1.56489677032359,0,-1.24231646330749,0,-0.326181223840194,0.796135480859003,-0.0251169109953054,0,0,0.277573474140539
TRX,0,0.693419039832704,0.717338340520954,-0.382720203953932,0.262403546667724,0,-0.155772670875183,0,-0.284359857554426,0,0,0,0,0.359324727727202,0,0,0,0,0,-0.0328605891298229
NEO,-0.230650307459216,0,0.416084205313813,-0.719746004963298,0.120545714061406,0.826572158325649,0.223848375382063,0.0150499903230324,0,-0.119976386747748,0,0.0677367328457207,0.500023322978135,0.185009618638339,-0.0275568956387001,0,0,0,0,-0.0239102221863166
DASH,0.0924842370356766,0,0,0.676685533421036,-0.195687254155781,0,-1.38777878078145e-17,0,-0.0742153672791327,-0.324263895308231,0,0,0,0.496056283961363,0.000677945699811645,0,0,0,0,-0.138055912256478
XMR,0,0.362688949745168,0,0,0,0,-1.73472347597681e-18,0,0.169786529138354,0.114272843240293,0.0761483615705987,0,0,0,0,0,0,0,0,0
XEM,-0.0853881984151008,0,0,0,0.0552705929379508,0,-0.25440537733255,0,-0.0718454182615385,0.302950086310548,0.71914259493976,0.265655023267007,0,0,0.0550004169658296,0,0,0,0,0
BNB,0,0,0,0,0,0,0,0.883852497657532,0,0,0,0,0,-0.216793808517841,0,0,0,0,0,0.198211417496137
BV010082.Index,0.208038475786082,0,0,0.152304871370261,-0.232951130599953,0,0,-0.335786719236837,0.325876117003457,-0.0602405509666453,-0.287409063653211,-0.215303227630317,0.439866739421268,0,0,0,0.0188984424217857,0,0,-0.353411826183462
CVIX.Index,0,0,0.571470813110409,0.134240909789628,-0.0192231687889924,0,0,0,0.129094656774264,-0.292040993254861,0,-0.39305620272058,0,0,-0.213598500944595,0.662855701686012,0,0,0,0.164793717668295
DXY.Curncy,-0.0442737012529483,0,0.0278905471664587,0,0.0368582539145293,0,0,-0.0107890829307826,-0.0289672836008197,0.013444219079837,0.0295557417858022,0,0,-0.063647843949531,0.00728019269439792,0,0.0131368502517724,0,0,0.0269875559033757
SPX.Index,0,0,0,0,0.00924137729729976,0,0.0674275140235695,0,-0.0380745428924293,-0.000579475326389973,0,-0.0388362118295899,-0.0146340863527053,0.00666598140129856,-0.00279238210197046,0.0359702690792435,0.00469552536210128,0,0,-0.0520071684973241
VIX.Index,1.01339065606278,0,0.283122431375383,0.0394958053681801,-0.399675262142983,0,0.81969337565784,-0.775159189110847,6.93889390390723e-18,0.201702125739027,-0.839724476995656,-0.21926908979243,0,0,-0.0880554915183062,-1.53280870386668,0,0,0,0
