,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.25774803333765,0.186448309775977,0.0922249059773666,-0.0422714906056542,-0.218576812814968,0,0,0.298172554522304,0,0.034389486493367,-0.111457241722058,0.662618491988518,0.162158309950038,0,0,1.38777878078145e-17
ETH,0,0,0,0,0.224773685254399,0.505692522884091,-0.540403944899572,-0.16093733187498,1.08318164996686,-0.668337011187455,0,0.0301826064234539,0,0.615495675226049,-0.183048477233148,0,0,0.0798283616170558
XRP,0,0,0,0,0,0.137244021684501,0,0,0,0,0,-0.068544705238489,0,0,0,0,0,-0.0945739098413646
LTC,0.237421599333973,0.0615411254352976,0.0487238356467432,0,-0.0560445261368317,0.082953718201283,0.106467380467963,0.0112007574244334,0,-0.132771488985833,-0.132689047161416,-0.00633214171638595,-0.198186850953057,-0.150412485389407,0,0,0,0.00486583367875986
XMR,0,0,0,-0.437530847202295,0,-0.206334371562229,0,0.644121980817258,0,0,0.364852760432328,0,0,0,0,0,0,0.202610431671146
ETC,0,0,-0.153124547627735,1.31852669117434,-0.00283875738082703,0,-0.093351331474367,0,-0.476342547589592,1.16720659555414,0.148263993439864,0.00597470622443763,0.44600410659289,0,0.0988170734027155,0,0,-0.238377327127681
DASH,-0.882572730114384,-0.704434573185642,0,0,0.302300478070391,0.170909468216921,0,-0.118599594127047,0.903628655453902,-0.747151526866073,-0.271556944231002,0,-0.586353409464641,0.29766225845718,0,0,0,-0.0579316370233459
XEM,0,0,0.401031289499015,0,-0.0572635962587805,0,0,0,0.358936032445285,0,0,0.0196043365360136,0.600295102200206,0,0,0,0,-0.00566479723975459
DOGE,0,0.280793852371662,0,0,-0.110324592665544,-0.0271607291274616,0,0.0214305473690711,0,0,0.288941762701151,0,0.154615926523753,0,0.117355952311256,0,0,0
XLM,0,-0.780474374278959,0,0,0.198383384312317,0.466860881358718,-0.434675911006153,-0.232420919425337,1.18481004957938,0,0.180980660395285,0,0.266854673899732,0.516831785357555,-0.0237207040090131,0,0.83416355416387,0.0516266563747622
NEO,-0.806868110217375,0.331488531629641,0.359623215020871,-0.984256989363691,0,0.126390325669936,0,0.110337702128412,-8.67361737988404e-19,0,0,-0.0509516795215012,-0.940537797838559,-0.0124234480127378,0,0,0,0.135745041435302
ZEC,0,1.71828543605969,-2.75691351516232,0,1.08537915896474,1.77755107852676,-3.52857553567554,0,0,1.31861590805763,-1.79393746850437,0,-2.47826453706684,1.8537883069828,-0.865943750182741,0,0,-0.222897683072131
DGB,-0.370052082696547,0.31698786221392,0.471963345948543,-1.2172037015032,-0.0524492939564196,0.346103707551817,0,0.111051243570061,0.0886772770950727,-0.346274090821708,-0.41407070670219,0,0,0,0.0282398700665992,0,0,0.0507117612638985
BV010082.Index,0,0,0,0,0,0,0.0927120210266127,0,0,0,-0.0286428499435443,0.0123115065121204,0,0,0,0,0,0
CVIX.Index,0,0,0.12442564760576,0,0,0.0995786578917622,0,0,0,0,0,-0.0403845578852625,0,0,0,0,0,0.304944855854585
DXY.Curncy,0,-0.0723657143386531,-0.0147499650488455,0.0681875145169422,0.010701827421654,0.0197526281600663,0,0.00375068409023176,0,0,0,-0.0024425595693503,0.0133460809809297,0.118241362776318,-0.0272919448347806,0,0,-0.00231134696617854
SPX.Index,0,0,0,0,-0.00793143116959219,0.0204844140404585,0.0292345601388046,0.026193969662294,-0.0311435362944151,0,-0.0356891165603011,0.000400192896830897,-0.0750336600411249,0,0,0,0,-0.0378443449961415
VIX.Index,0,0,0,0,0.0124730000340116,0,0,0,0,0,0.455812527697395,0.0654718298737509,0,-3.50843831471606,1.56449834317773,0,0,0
