,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0713394937368255,0.0616660112592152,0,0.0152850566524519,-0.0039447178697783,0,0,0.0931231726059696,0.100048150932029,0.0223675681084917,0,0,0,0.179933684752519,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0.0350548625833083,0.287340097119772,0.0771088967708797,0.0468890616233066,0,0,0,0.211476162263376,0,0,0,0,0
BCH,0,-0.963740161972478,0,-0.0585251154717732,1.00448859087504,0.529881505119114,-0.18841836101187,-0.487243807234558,0,-0.490773191052898,0.144098971467913,0,0.916882261904415,0.142797282140607,-0.109071002204715,0,0,0,0,0.482547866287541
XRP,-0.0261037959180337,0,-6.93889390390723e-18,0,0.524775065860398,0.147662771283276,-0.515190119465409,-0.155471657928916,0,-0.601146387608327,-0.0220177216389917,-0.139918289148806,1.04491400325011,0,0,-1.16584590183787,0.235020688601569,0,0,2.77555756156289e-17
LTC,0,0,8.67361737988404e-19,0,0,-0.264217228976909,0,0.0207975157864344,-0.0741173503585133,0.561179683959317,-0.0591197057440533,0.287054359752762,0,0.208458536646466,0.0761330840713109,0,0,0,0,-0.21929540360252
DASH,0,0,0.223022862837294,0.126976745164232,-0.236520016476808,0,0,-0.0618854371843244,0.0206275679283529,0.0881179414423678,-0.0390819271642886,0.582263830592401,0,0,0,0,0,0,0,-0.30516018838936
XEM,0.187439750563833,0.0747954480568907,0.223947846349174,0.0107781580936674,0,0,0,0,0.146573248046063,-0.146884677651718,-0.107286833538781,0,0,0,0.31591963232799,0,0,0,0,-0.03943155902145
XMR,0,0,0.129191582776652,0.690079733146801,0,0,0,0,0.0469632488138489,0,0.123986512544451,0.00810947901986259,0,0,0,0,0,0,0,0
MIOTA,0.137043857364671,0.164117482304126,0.188646516894195,-0.193867944968398,0.189407796711359,0.39940189491453,0.258098566376899,0.346892067706526,0,0,-0.0395273255685474,0,0,1.38777878078145e-17,0,0,0,0,0,0.805145369060981
ETC,0.499649195225271,0,-0.102997518508457,0.186803385032064,0.72872443593188,0.155585759039193,-0.313443830392835,0,-6.93889390390723e-18,0,0,0,0.0447033325391427,-0.0911895644912889,-0.0239469533555334,0,0,0,0,0
NEO,0,0,0.318722593806767,0.139292107171888,0.0679214504821443,0,0,0.118327398273341,0,0,0,0,0,0.474531582839967,0,0,0,0,0,-0.358987533700924
ZEC,0,-0.342360747592459,-0.149288406213827,-0.251684824378665,0.154807278690763,0.281750250210703,0,0.0370808362571847,0.25772360424451,0,-0.119748732893273,0,0.627824451246794,0,0.336575976612421,0,-0.132376444069985,0,0,0
XLM,0.435576610116084,0,0.167972533057511,0.290939331546289,-0.0701673261969505,-0.208681442880551,0.101464512222027,0.361051715532961,0,0,0,0.265849348838626,0,0,0,0,0,0,0,0.218244872345191
EOS,0,0.446494622499678,0,0.0380465170229341,0,0,0,0.133138228839592,0.10900813924587,0.0746270929370608,0.279934835567727,0,0,0,0.554345771732771,0,-0.631101906162651,0,0,0
BAT,1.26852068540401,0,-0.167047892926003,-0.00320401751479722,0.239391452383911,0,0.577788407386051,0,-0.161396410594221,0,-0.150446478935615,0.117640449361094,-0.0677816288818617,0.17925249806372,0,0,0,0,0,-0.121064917989747
BV010082.Index,0.144328039897035,-1.73472347597681e-18,-0.0241329502810429,-0.0268698240297646,0,-0.0852807049277489,0.0172799371543878,0.0229061015270737,-0.018857671806148,-0.0341479632210851,0.0120914378434346,0.0926618353630612,0,0,0.00605864895659865,0,0,0,0,-0.0848210214803446
CVIX.Index,0,0,0,0.0595690931676252,0.0376577473530227,-0.0257510454031612,0,-0.0142612731929406,0,0,0,0,0,0,0.0289423245324619,0,0,0,0,0
DXY.Curncy,0,0,-0.00792418752809519,0,0,-0.0384374087646576,0.0248340724740692,-0.00391626829678083,0,0.00462919408929265,0.0146075119847708,0.0253608279748057,0.0101574953922699,0.00234681921643199,-0.0304098789521943,0,0,0,0,-0.0102134705244663
SPX.Index,0,0,-0.00762216838260233,0.00637420075891099,0.00278305986326192,0,-0.00569320548087199,-0.00753504577087095,0,0,0,0.00255421435233466,0,0.00334505693049364,0,0,0,0,0,-0.0346678501272707
VIX.Index,0,0,-0.3315096348551,-0.30150947119278,-0.41001976621064,-0.246271483877141,0.177880793131424,-0.224264434355918,0.108876859179531,0,-6.93889390390723e-18,0,1.01227286176344,-0.102080478144474,0,0,0,0,0,0
