,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,TRX,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.450668349870156,-0.188774074506138,0.435905875018886,-0.411359514492448,0.0415800773065988,0,0,0,-0.0279261003225033,0.113887498195184,0.190147656354473,-0.0376317376881283,-0.0606390204509613,0.2493894604262,0,-0.205428408069907,0,0,0.073847537167203
ETH,0,0,0.281636502638854,0.0080724075962173,0.52618708312155,0.111378268970918,0,0.128614842796759,-0.869539771725186,0,0.311519028545887,0.368509453331495,-0.00943524243869855,0.163817255311495,0.022949803113964,0,0.205364850552863,0,0,-0.00427773489866353
XRP,0.212582414039971,0.108345860147626,0,0.164385906729207,0,0,0,0,0.439209364335047,0,0.001794894108403,0,-0.128409167766417,0,0,0,-0.431300069678067,0,0,-0.190629902140693
BCH,0.382930268704241,0.270517624765533,0,0,0.476748677239914,0,0,0,0,0,0,0,0.13027082575825,0,0,0,0,0,0,0.0120557609495706
LTC,-0.638899646917263,1.15091050344753,-0.222759299520482,0.487119583729826,0,0.00656308805547382,-0.152269915402268,6.93889390390723e-18,0.730219873279699,-0.256572236768722,-0.397671918709045,0.0602919868059009,-0.0388100567118547,-0.115790995545741,0.143121574452451,0,-6.93889390390723e-18,0,0,0.0703945098424155
EOS,0,0,0,0,0,0,0.52755350066608,-0.412578689878614,0.349431870527428,0,0,0,-0.0304250752465517,-0.150949229790589,0.38083796456391,0,-0.763093166373256,0,0,-0.136785954759207
ADA,0,0.144326270341119,0,0,0,0.43027745746495,0,0.622784738514057,0,0.138195613128716,-0.745929808013715,0.729536629219333,0,0.271945431089699,-0.0698867057635009,0,0.569657585270647,0,0,-0.218065269386413
XLM,0,0,0.398258582403273,0,0,0,0.096904031777428,0,0.0886971090411834,0.187144428254696,0,0,0.0836405695918522,0.130857044498854,0.129673963011784,0,0,0,0,0.0458057801545834
NEO,0,-0.640603090788341,0.257111623463797,0,0.496383198986991,0.0560567859679302,0.16914983885741,0,0,0.200447969896361,0.464508786086522,0.00383995965040168,-0.0111813293170557,0.0759461505073572,0.0355738923370426,0,0,0,0,0.0473428373376749
MIOTA,0,0,-0.0872900312647983,-0.165666795614594,0.131067344228743,-0.103582279381087,-0.15566387805766,0.18278110252231,0.950601641149354,0,-0.244807831843957,0.266687891774193,0.135112234143613,0.0687758232894716,0,0,0,0,0,-0.157264980147731
XMR,0,0.140864630215283,0,0.11133670966568,0.143176475486997,-0.0926813518885564,-0.260974064281283,3.46944695195361e-18,1.11891764107392,-0.14365443540462,0,0.138604787034187,0,-0.0652822959309435,-0.101399759486952,0,0,0,0,-0.0640862721688178
DASH,0.791343724504695,0,0,0,0.2017415561018,-0.0982225437848693,0.152182477195529,0,0,0,-0.0347954264568766,0,0.0574859832589971,0.012360819766602,0,0.0806367691940795,0.128796399688503,0,0,0.0486123477481513
TRX,0,0,0,0.352762356776663,0,0.424128412582206,0,-1.17605318955104,0.41591205426901,0.836254166954696,0,0,0,0.180841162535157,0.26616626230877,0,0,0,0,0.429053521609007
XEM,1.38777878078145e-17,0.196478501108947,-0.675815211085571,-0.224485072219283,0,-0.342114666574149,0.357050994787065,0.585576964843901,0,-0.0132829774234551,-0.140422170171129,-0.0501892034315393,0.213841116584378,0,0.801755795884755,-0.0601907646653815,-3.08978380190705,0,0,0.010104120610227
ETC,0,0,0,-0.0399074438775213,0,0.165684889218282,0.111181000167377,0.146426874538046,0.262742593510592,0.266549383128531,0,0,0,0.0252828905907416,0,0,0,0,0,0
BV010082.Index,0,0,0.00923441354868242,0,0,-0.0478157417410924,0.143688044896748,0,0,0,-0.0441950297745496,0.106301188351945,-0.00582125463004151,-0.222575078063898,0,0,0,0,0,-0.0404065337484487
CVIX.Index,-0.0213025105987005,0,-0.224182122861904,-0.044726220327984,0,-0.093194216198374,0.113280665036621,0.145441268961902,0,0,0,0,0.044625475750404,-0.292326541259641,0.271771696534117,0,0,0,0,0.014515323269333
DXY.Curncy,0,0.0284232904535031,0.01932152880197,-0.0450443058686238,0,0.00774994940403323,0,-0.0349064169536529,0,0.0342230165599924,-0.0391088494248309,0.0935914093109455,-0.0230307034725261,-0.0131594604124267,0,0.0579903862206422,0,0,0,-0.00497623253112322
SPX.Index,0,-0.0133566542365228,-0.0557838904637264,0.046405410563201,0.0598259417316929,0.0135960297988643,0,-0.00205171134078861,0.0299462367066356,0.0315342770704509,-0.0709967585971939,0,-0.04659887084865,0.0219574243044129,0.00954371216737397,0,0,0,0,-0.0758016630166435
VIX.Index,0,-0.65859589461733,-0.183886775710669,0,0,0,0,0.0609892481369097,0,0,0,0.702370038028986,-0.0747481924640598,0.340178291550556,0,0,0,0,-4.17301659166607,0
