,BTC,ETH,XRP,BCH,LTC,DASH,XEM,XMR,NEO,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.525337586332348,0,0,0,0.0725731708265529,0.0430408461746928,0,0,0,0,0.07847021085925,0,0,0,0,-0.00935235587942533
ETH,0,0,0.122182336305535,-0.144396562643287,0,0,0,0.430914660990397,0.110217280078254,-0.0257165010163179,0,0.121486655744841,0,0.0126231852901941,0.0403121713267148,0,0,0,0,-0.165027368504362
XRP,-0.396700034578144,0,0,0,0,0.603062290770904,-0.246556652154646,0.226293231642295,0.125122972963799,0,0.376383772716045,0,0,0,0.0214079813027664,0,0,0,0,0.378986420059783
BCH,-0.0383053000231194,0,0,0,0.227928248238512,0,-0.148069272018006,0,0.13127290785695,0.213343353652972,0.556457417305366,-0.0910757928133263,0.11160796695069,-0.0268726465047499,-0.212688402049485,0,2.03502731466647,0,0,0
LTC,0.378524239744399,-0.0452244516887298,0.11940840653591,0,0,0,-0.0572427293302116,0,0.163337269259818,0,0.428524638725299,-0.0804690291546939,0,-0.0196606947931819,-0.0349894297180267,0,0,0,0,0
DASH,0,0,0,0.406878089133678,-0.0629733653785657,0,0.0668829003623003,0.720836118111874,-0.0700648572508524,0,0,0.0848843209159316,-0.362502607740539,0.16504938625282,0.233376290069491,-0.330986946903788,0,0,0,0
XEM,0,0,-0.266512952827509,-0.638268820973202,0,0.428025568409109,0,-0.0787502179116618,0,0.456475529289534,0.817635189776153,-0.0018583889724087,0.119766139914538,-3.46944695195361e-18,-0.156958436165638,-0.935018724736791,1.41797651038389,0,0,0
XMR,0,0,0.083438745215555,0.132968851832245,0.199734946823197,0.167178288812701,0,0,0.0115602337356187,0.0649550965139709,0,0,0.163398071536866,0.0162109408382684,-0.101878875823067,0,0,0,0,0.0835919087137637
NEO,-0.220717483618973,0,0.110857109646937,0,0,-0.272073101329832,0.112983965311517,-0.160774596009698,0,0.321598550637976,1.22395177491391,0.211243543428797,0,0.383173240294878,-0.229519817507129,0,0,0,0,0.0638640816997256
MIOTA,-0.233083475142464,0,0.131092621458509,0,-0.0951315974206325,0,0.48288477246503,0.849841191025483,0.0909328371958873,0,-1.01507552980295,0,0.400607570204426,-0.107651004684243,0.152530846605183,0,-0.473529269626183,0,0,-0.113202581863985
ETC,0,0.664841140122442,-0.133724356687089,0.000315529115609656,0.28804515749296,-0.128108214979696,-0.152568516844531,0,0.0533590207264306,0,0,-0.106835875386675,0.0123072134674048,-0.0215753559504506,0.15656346645622,0,0,0,0,0.30223220316119
ADA,2.25857753738071,0,-0.336338305328586,-0.666113690572076,0,1.66467551535059,-2.77555756156289e-17,-2.42465068923138,0,0.503043263539961,0,0,0,-0.105992960936046,0,0,0,0,0,0.991453202926878
ZEC,0,0,-0.112160120438186,0.409620232876012,-0.239760152116889,0,0.0836923727335199,0.622229976880519,-0.104308139658721,-0.177128120038184,0,0,0,0.0976691248281641,0.254791694689034,0,0,0,0,0.228771840906426
XLM,0,0,-0.132720005156042,0,0,0,0.132850925710541,0,0.233737416669795,0.23601508192987,0,0,0,0,0,0,0,0,0,0
EOS,0,0.308809361561791,0,-0.465760931218884,0.42205664304082,0,-0.036113198923313,0,0.0443201057817998,0,0,-0.0531392346157326,0.632112458597193,0,0,0,0,0,0,0.595767211580558
BV010082.Index,0.023227665013021,0.139180875318665,-0.0236495460956708,0,0,0,-0.057755655164413,-0.178729671141562,0.0189884181611954,0,0,0.0196898885001349,0,0.0331234775378461,0.0386062950616879,0,0,0,0,-0.0593258646704162
CVIX.Index,0,0,0.0154982292426496,0.221614827636146,-0.0536192551941527,-0.19491102480061,0.0734355956410892,0,-0.0424554457248548,-0.0515959657112224,0,0.0606210799412125,-0.0399037423188324,0,0,0,0,0,0,0.101433769257651
DXY.Curncy,0.0258190502837837,0.0419859038781211,-0.0141927595069241,0,-0.026312655408796,0,-0.018653158189059,0,-0.00188707005526003,-0.00688830544670782,0,-0.0182320545821075,0.0228350310262234,-0.0112750349442373,0,0,-0.0965980111935598,0,0,0.0274027085812429
SPX.Index,0,0.00875914726188869,-0.0048799762921354,0,0,0.0184513815295758,-0.00676643498585547,-0.0301119681849773,-0.00172412087444268,0.000463371226791816,0,-0.00422880743561796,0,0.00797623755280314,0.00598236219382202,0,0,0,0,-0.0413885907582953
VIX.Index,0,0,0.175657597879144,0,0.0132390530873276,0,0,0,0,0,0,0.0551097663346803,0.0500152534354988,-0.0360571354936745,0,0,0,0,0,0
