,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,XEM,TRX,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.209846280611791,-0.0864061461108385,0.377531329956841,0,0.101204651627362,0,0.112201200621803,0,0,0.164436904502633,0.205848064208404,0,-0.0329858657345529,0.115286067293137,0,0,0,0,0.0103680909114965
ETH,0,0,0,0.188461000544189,0.295074288475735,-0.023037530843628,0.275979982029767,-0.1746042529313,-0.084956338946008,0,0.209744447332928,0,0.0442880537876653,-0.0501369679629123,0.241306590406552,0,0,0,0,-0.0170979629974093
XRP,0,0.285245811177252,0,0,0,0.0502617254281652,-0.387734957563436,0,1.03311156407855,-0.119571758541,0,0,-0.00936008067512024,-0.129349717076566,0.191416172095224,0,0,0,0,-0.191593223658473
BCH,0.351385223422621,0.382472957629038,0.158202510447245,0,0.274853905902542,0,0,1.73472347597681e-18,0,0,0,0,0,0.0878129396195478,0.0144274479488434,0,0,0,0,0.00600872443317862
LTC,0,1.0858720475142,-0.0127665219584442,0.14212307920052,0,0,-0.242483148844005,-0.0484871216778075,0.713941574143441,-0.0868472250686524,-0.50301004220551,0.0810446073867168,0,-0.0523489847447633,0,0.489899574194007,0,0,0,0.0543417492282783
EOS,0,0,0.0126615687350394,-0.0180497658568645,0,0,0.640738276716492,-0.517385644231351,0.566333925299247,0,0,0,0,-0.0325592843503956,0,0,0,0,0,-0.239454202368288
ADA,0,0,0,0,0,0.59402202873433,0,0.254560684708962,0,0.00393696313357379,0,0.541568751447053,0.208632864104663,0,-0.353649992560387,0,0,0,0,0
XLM,1.01380032199099,0,-0.153988640532273,-0.265964283089424,0,-0.485056318486117,0.712819196491616,0,0.517914170903939,0,0,-0.502679780974209,0,0.0639930526447353,0.221484783032731,0,0.215009830942343,0,1.39217480809389,0
NEO,0,-0.0866588451295632,0.206812510800702,0,0.169239877482064,0.115587964900738,0.0459685588550083,0.107196067023551,0,0.189147694932791,0.430800931760585,0,0.0458212622999994,0.017467750678607,-0.142969459834609,0,0,0,0,0.0902846211430886
MIOTA,0,0,0,0.524993687339669,0,0,0,0,0.324330724872173,0,0,0,0,0.226246112650913,0,0,0,0,0,0
XMR,0.700241860752243,0.700252977336864,-0.26019999790938,-0.191754727270951,-0.39480704026126,-0.202655883230799,0,-0.0915422791764731,1.22465556498646,-0.088556474407604,0,-0.580598197939204,0,-0.0171071554671994,0.149005924817807,0,0,0,0,0.0393825615147747
DASH,0.320482745095532,0,0.0579954734055938,0.0644834808793398,0.229544089019538,0,0,0.151836243671985,0,0.0334040263554503,0,0,0,0.0427645592151875,0.0832967834004273,0,0,0,0,0.160792044505714
XEM,-0.768814713241421,1.26676280811982,0,-0.534277312006844,-0.233091065579854,-0.144609660445259,0.0129483113183059,0.71582634727035,0.460435535503106,0,0,0,0,0.222966356847706,-0.166637654711687,0,0,0,0,0.0599510816161395
TRX,0,-1.78111198083262,0,1.35711264020867,0,1.12141672175803,-0.945158778230513,0,0,0,0,0.413289947894187,0.43597995671087,0,0,0,0,0,0,0.25443936541843
BNB,0,0.870605395468381,0,-0.0395622694157306,0,0,-0.133437188508367,-0.167221331353372,0,0,0.113355323962938,0.172485905821519,0,0.173135758887987,0,0,0,0,0,-0.0116366350097523
BV010082.Index,-0.141814252666136,0.0340962942172566,0.0677140830567668,0,0.0546367757365839,-0.0591772242452308,0.0865510825156013,0,0,0.00576347931641424,0,0.135515836239604,-0.167308609632746,-0.00681237199047774,-0.0355295904085782,0,0.368077752184957,0,0,-0.0397969501806861
CVIX.Index,0,-0.0557359897098858,0,0,0,0,0,0.051964766843629,0,0,0,0.0630907788457484,-0.0199223894477888,-0.0230712284660353,-0.0254862377340785,0,0,0,0,0.0365184998882764
DXY.Curncy,0,0.0451074719371784,0.0104009227008957,-0.0407146121400459,8.67361737988404e-19,0.00731751656872595,0,-0.0176873712416531,0,0.0189035785082229,-0.0232210516449652,0.0874261378279062,-0.0410661296399573,-0.0126180035258005,-0.00821895261705885,0,0,0,0,-0.0101936168563259
SPX.Index,0.0253787764513215,6.93889390390723e-18,-0.0619894737831656,0,0.052806641948733,0.0291129723663868,-0.0412208343450199,0.0906720846200687,0,0.00828764894620036,-0.0750041514399963,0.0274579863581597,0,-0.0220036198909472,-0.0321040535044413,0,0,0,0,-0.112398283981229
VIX.Index,0.632559978244983,-0.0420454846050435,-0.036734689924405,-0.160166456259878,5.55111512312578e-17,0,-0.0348719256606176,6.93889390390723e-18,0,-0.259465754206665,0,0,0.329341717517824,-0.0166426676938472,-0.181671315045965,0,2.43019265145967,0,-4.49499096897404,0
