,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XEM,XMR,DASH,MIOTA,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.368547238716885,-0.114548806227342,0,0.0609127530030794,0.0486142732446056,0.22621344723926,0.043344187133624,0,0,0.254371711327801,0.0538887398511177,-0.0871855934779723,0,0.061230474545863,0,0,0
ETH,0,0,0.0783599176766199,0.154469355553796,0,0.148659304124412,0.0934627429295056,0,0,0,0.0288757879545967,0,0.240999424485336,0,0.0366356727692605,0,0,0,0,0.0326473905544044
XRP,0,0,0,0.30773340069273,0.0806605020997167,0.0896704087995457,0.127120351865047,0.463955034590091,-0.199699467875503,-0.035419785853831,-0.0917153792063501,-0.412314663094881,0,0.319592798355062,0.124176259536655,0,0,0,0,0
BCH,0.144229948557612,0.387722712825917,0.0299480200478471,0,0.282624450351205,-0.221459810437749,0,0.117677726092327,0.133011931520693,-0.0750380062749529,-0.206976157014526,0.653740821473623,-0.012998018146758,0.155272649506437,-0.0812273321775751,0,0,0,0,0.0662171925304722
LTC,0,0,0.263400280679979,0.352294455633097,0,0,-0.11470300406983,-3.46944695195361e-18,0,0.0899764760780539,0,0.127847923111422,0.214372505328777,0,0,0,0,0,0,-0.0514261318748623
ADA,0,1.40643713672957,0,-0.155561927296203,-0.311835097067438,0,-0.349059779816369,0,0,0,0.105205359547527,0.709626321121418,0.112229477087485,-0.303482395439095,-0.000406398009143979,0,-0.837214921515272,0,0,6.93889390390723e-18
NEO,0,0.575855672212821,-0.0779954420224403,0,0,0,0,0,3.46944695195361e-18,-0.0543345140769092,0.12543916445086,0,0,0.0626616588112232,0.187975964625028,0,-0.540710503806779,0,0,-0.107937505957437
XLM,0,0,0.289557484002131,0.235827760030189,0,0,0,0,0,0.178827404255285,0.260978404695698,0.368266344871431,-0.0109041442826248,-0.463931491581063,0,0,0,0,0,0
EOS,0.367668562799127,0.972532957664208,0,-0.081499811289761,-0.050061507020287,-0.3941058742327,-0.175798765384561,0,0,0.0500693342589656,0,0.477278306135716,0.372036076548257,-0.513184002096304,0.220677466805297,0.255847441399749,-0.313281817992946,0,0,0.222872636410812
XEM,0,0,-0.48091951423164,-6.93889390390723e-18,0,0.35975669493243,0,0.321417515356564,0.303675111544352,0,-0.219481396421544,0,0,0.232844949514766,0.17221163283384,0,0,0,0,0.193389125217308
XMR,0,-0.119461749941358,0.510406460803138,-0.233216225017427,0.280849520642716,0,0.0393556313293067,0.950749449608489,-0.125482622368197,-0.243494726710354,0,0,0,1.00223664855815,-0.666345772839079,0,-0.366099763192598,0,0,0.0175092813816485
DASH,0.239460427051324,0,0,0.553081106159534,0,0.195211879808013,0,0,-2.71050543121376e-20,0.0578569160664081,0,0,0,0.0293509889525723,-0.102717776657246,0,0.461877859511446,0,0,-0.0391128178010266
MIOTA,0.198943660530676,-0.708557583778158,0,-0.0745812774105691,0.346335587977595,0.57339766623623,0.297005311955586,-0.25593630456049,0.763690117845975,-0.108689193674174,0,-0.295278074268864,0,0,0.117456147773318,-0.601681974564734,0.194237497399663,0,0,-8.67361737988404e-19
TRX,0,0.567011753138247,-0.272511069582963,0.56788541631514,0.0648858781017962,-0.137781797254481,0,-0.42463650191961,0,0.140976904091556,0.307914282794017,-0.0603551429761103,-3.46944695195361e-18,0,0.294971793248051,0,0.473398358149234,0,0,0.202710608725798
ETC,-0.0921906521469,0,0.809828786437819,0,0,-0.0366192981788539,0.190706447972463,0,0,0.188459750916188,-0.185551864433524,0,0,0.186822493654287,0,0,0,0,0,-0.134924362470807
BV010082.Index,-0.194662662841506,-0.129463084965866,-0.0565643201512218,0,-0.0750022486638246,-0.00573484333955673,0,0.186145263617358,0.0632525199242369,0.0574438215084505,0.0832331060966882,0.102856895747284,0,0,0,0,0.00693463213585279,0,0,-0.0736669038052524
CVIX.Index,0,0,0,0,0.00890732537373052,0,-0.0535355170727308,0,-0.149680394867396,-0.254873783601941,-0.105946732483133,0.461761333282788,0,0,0,0,0,0,0,-0.0134289703604556
DXY.Curncy,-0.0815941488596822,0.0553278269923243,-0.0231300859149982,-0.00999179006663295,-0.0513261112536585,0,0,-0.00360243101852113,0.0425106279589483,-0.00603226737009749,0,0.062562303487031,0.00128381019250605,0,0.00577492098649619,0,0.0284836840925045,0,0,0.0216942741811812
SPX.Index,-0.025383234191543,-0.0396955390301297,0,0,0,0,0.0408571899021053,-0.0397276278052184,0,0.0531624713197806,0.0484708922952228,0,0,0,-0.0196245069524201,0.03398035018798,-0.0565631556573411,0,0,-0.109627002337259
VIX.Index,-0.0133022716619353,-0.709561493839441,0.617555978154869,0.643215958914447,-0.79450787109775,0.048202899508323,0,-0.693355609011742,-0.0328439402268172,0.323780679022915,0.634912410252573,-0.56054613383178,0,0.109118444823004,0,0,-0.48592524899109,0,-4.82857337272709,0
