,BTC,ETH,XRP,ETC,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.129170466885378,0.0902821914566009,0.0300245535976525,0.52280584221737,-0.304119221019285,-0.0863767127077959,0.122115870791621,0.121500605092777,0.0288220066711737,0.21479321067612,0.348455592214747,0,0,0,-0.18894929685378
ETH,0,0,0,-0.121510269396698,0,0.529226421452193,0.387015642416991,0,0.545481555472955,-0.595352050961267,0.354903709339683,0,0,0,0,0.654676057062739
XRP,0.0577230062400851,0.0472731199846397,0,0.00115502394005513,0,0,0,0.00850987693551625,0,0.125652429141793,0,0,0,0,0,0
ETC,0,-2.46540859982492,0,0,0,2.33100213724429,-1.08398856957996,0,0,0,0.917928361736353,0,0,0,0,0
LTC,0.610592302235956,0.04662615849321,0,-0.00100659885825735,0,-0.22504300549239,-0.0160852648424038,0.0186388587430984,0,0.0646008608338787,0,0,0,0,0,0
DASH,0,0.295229839274634,0.137869593360163,0.0264186255725434,0,0,-6.93889390390723e-18,-0.125065694504075,0,0.206497488193237,0,0.264039496377794,-0.521182986452265,0,0,0
XEM,0,0.0581758439174687,0,0.0396888743605778,0,-0.314897430176005,0,0.146568437039497,0.362119243859644,0.568048567942051,0.429175675396329,0,-1.20537032319672,0,0,0
DOGE,0,0,0.6422244216691,0.0869453665751783,0,0.523169640755757,-0.468706280523073,0,0,0.745721703186674,0,0,0,0,0,0
XMR,1.49351000232284,0.0257909717517216,0,-0.0664089544300715,0,0.237454974409422,-0.0070861920665539,0,0,0,-0.116897014436666,1.40925903345096,-0.403311060876387,0,0,0.508951609850512
XLM,0,-0.312866327032316,0.422255517443138,-0.0407369699877888,0.865289450476949,0.659531630975361,0.272237228594826,0,0.210227984233058,0,-0.22779402490065,0,0.929258918070516,0,0,-0.0191257691653135
DGB,0,0.277299867047231,0.487828597806381,0.0769343730274662,0.914551270963484,0.479456921128077,0,0.260204685912973,0.00885247065353984,0,0,0,1.41481834859357,0,0,0
BV010082.Index,0,0,0,0.0265134237975232,0.22606647478093,0.136374548310733,-0.00471862799668152,0,0,0.0411453879689086,-0.0925423398145385,0,0.313893815438466,0,0,0.00842944599046525
CVIX.Index,0,0.136066494322838,0,0.0010898666040583,0,-0.687869257492285,-0.185583385844171,-0.0232946196973318,0.115733222599069,0.168445172059137,0.191637304249238,0.759390916184268,0,0,0,0
DXY.Curncy,0,0,0,4.33680868994202e-19,0,0.0685206292737445,-0.0338810879210629,0,0,0.0354361558423743,-0.0267720735569475,0.10706349299498,0,0,0,0
SPX.Index,0,0,-0.00993801008434849,0.000591439213029416,0,0.0167078043361544,-0.0132582473152397,0,0.0148835835721861,0.000762155074370059,-0.00861303742826901,0.0460862972516325,-0.0126581562861884,0,0,-0.0648659800345798
VIX.Index,-0.311440427469849,0.109745183578538,-0.132280311350915,0.0460975074379761,0,0.139224232963784,-0.319285612306292,-0.083882171114613,0.169947887312394,0.284540988680938,0,0.482588300315607,0,-0.555476328379207,-11.8166079840313,0
