,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.081250524691467,0,0,0.238594167523024,-0.0782275240564388,0.133273450829257,-0.139751971755023,0,0,-0.140202539423926,0,0.0512129373854903,-0.22559648385111,0,0,0,0,0
ETH,0,0,0.0579152517086381,0.850988182649274,0,0.18821070270294,-0.0847013353473285,0,0.040863644613963,0,-0.209257627928056,0.233059609597225,0,-0.0623216639531515,0,0,0,0,0,0
BCH,0,0.463528316689161,0,0.796936942748768,0,-0.124987116316468,1.00228279898397,0.0768115629477881,-0.375531166187663,0,0,0.973255377876996,0,0.171025324580506,-1.90391931241547,0,0,0,0,0
XRP,0,0.132721146014083,0.00989143927615193,0,0.154108081742759,0.0517861074163909,-0.0493468203352634,-0.299615174207582,-0.0563098071747837,0.634405749257092,0.389540303866473,-0.00230680313171009,0,0.0228874977800764,0,0,0,0,0,-0.0494625361459599
LTC,0,0,0,0,0,0,0,0,-0.0431975441644811,0,0.0271254415460558,0,0,0.0635464584011564,0.202366895398164,0,0,0,0,0.0692174940378102
MIOTA,1.2836008570644,0,-0.118035838000889,0,-1.35230348011283,0,0,0.425177296079699,-0.113089190978391,0,0.127166746542306,0,0,0.147938094117725,0,0,0,0,0,0.189005618742209
XEM,-0.210179820833943,0,0.0432774748397889,0,0,0,0,0.371715652791705,0.178119932891686,0,-0.0977548101806067,0.0206128159214399,0.152310298476699,-0.0652330974679313,0.253546291449469,0,0,0,0,0.159541339353058
DASH,0.0978210827285707,0,0.0569264479982423,0,0,0.12423606746131,-0.0933662255893631,0,0,0,-0.0860548675289054,0.168349122161512,0.280583375830474,-0.0718610465775416,0,0,0,0,0,0
NEO,-0.857799420952815,2.0765053054295,-0.288729800026261,-2.81496635129803,2.78287570032409,-0.165755138786355,0.545930644104724,-0.880150498362715,0,0,0.835907656741868,0,1.28543895755133,-0.169562865654526,-1.61171274350416,0,2.49471451804355,0,0,-0.499503684066351
ETC,0.0369690186685915,0.169668546823441,-0.00543574842431753,0.380169239473984,0.0868219983858206,-0.0891532182702652,0,0.137754825556985,0.00614135760387081,0,-0.0718653704161103,0,0.156572869850908,-0.00495578716889191,0,0,0,0,0,0
XMR,0,0,0.0331010439284579,0,0,0.133021919654275,0,0,0.00456570209225454,0,0,0.239359414289912,0.0586186015600068,-0.0273728952020003,0,0,0,0,0,0.0446727415889908
ZEC,0,0.449602978632942,-0.00454186022027257,0,0,0.0380325660560353,0.0887493755189488,0.179989282989445,-0.0120309427357918,-0.0438512388250171,0,0,0.0417651831949197,-0.0395452359267268,0,0,-0.847515163943104,0,0,0.0547684448205798
EOS,0.0960128231161166,-0.215122478959047,0.0892598575968203,0,0,0,-0.125410881686386,0.0549809826320122,0.176613224193264,0,0.00422254810428345,0.215077683370073,0,0.0640504630459963,0.626322259731248,0,0,0,0,-0.147820983270244
BNB,0.329307215738672,0,0,0,1.86976776063151,-0.04309118645451,0,0,0.142044430784179,0,0,-0.0719142455498433,0,0,0,0,0,0,0,0.297118340231093
XLM,-0.249321415378714,0.328539083584825,-0.0513672615027039,0.160757952433927,0,-0.0924734075159751,0,-0.016707101741968,-0.0662040154010602,0.768922131817476,0,0,0.339889585162835,-0.0350885459585261,0,0,0,0,0,0
BV010082.Index,0,0.0641687156290143,0,0,-0.0373476638210995,0,0.0264050469054032,0.0130449315129235,0.00176667279406671,0,0.0185795617102898,0,0,-0.014408565124913,-0.00802981227634868,0,-0.250917956347411,0,0,0.00417393607931559
CVIX.Index,0,0,0.0200334751267538,0,0,0.105896683224463,0.0362997172687713,0,0.0438025184694665,0,0.0254808528836068,-0.205353930368617,-0.131304400372404,0.0177041286372126,0.188649320195838,0,0,0,0,0.0727022527778237
DXY.Curncy,0.0239063756531876,0,-0.0050670871127191,-0.012908462646556,0,-0.0135438394051438,0.0169773686848209,-0.00630009876338577,0.00161047760166589,-0.015583502088141,0.0101337707143897,0,0,0.00236862775721828,0.00480732925976508,0,-0.0893693555539864,0,0,0.00448845410087429
SPX.Index,0.00174350430022292,0.0137553711352322,0,0,0,-5.42101086242752e-20,0.00504190233249352,-0.0154527750563501,0,0,-0.00170259901674925,-0.00917486917247419,0,0.00152321669352091,0,0,0,0,0,-0.0545585747547863
VIX.Index,0,0,0.0457302032429021,0,0.29301656599778,0.0625291788575412,0.262702041367409,-0.18549844477603,-0.0235334376079953,0,0.143521668887846,0,0,0.152836923175299,0.134388166720757,0,1.67923420311768,0,0,0
