,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,TRX,MIOTA,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.104530746911164,0,-0.0569055354728203,0.0509083416030229,0.283725062217857,-4.33680868994202e-19,-0.0281730640840626,0,0.0340312150996412,0.247214056490304,0.0444463739900071,0,0.00863590318448069,0,0,0.0818136226725545,0,0,-0.0790136657902585
ETH,0.0637381081094678,0,0.834732411364474,1.38777878078145e-17,0,0.0757965215105133,0.841424776166216,-0.300597425765232,-0.515172659212368,0.0952841308797883,0,0,0.0615135267721723,1.38777878078145e-17,0.0767467852642775,0,0,0,0,0
XRP,0,0.0279030078587687,0,0,0.0176545124091607,0.447056742494304,0,0,0.171152728107556,0.083260602673136,0,0,0,0.148256119391254,0,0,0,0,0,0.043584288758035
BCH,0,0.28244949134873,-0.147610408932967,0,0.123494093114501,0.294715825433584,0.135323474782496,0,0,0,0.299409202176695,0,-0.257291160979035,0,0.149943886528084,0,0,0,0,-0.104500208867773
EOS,0,-0.621441470883957,0.80706883102727,0.0581537036342572,0,0,1.76767511329484,-0.944537413798392,-0.106057840774199,0,0,0,0,0,0,0,0,0,0,-0.332350929770949
LTC,0,0,0.404858558892282,0.178516001634401,0,0,0,0.0981394740485512,0,0,0,0,0.0103837228575157,0,0,0,0,0,0,0
ADA,0,0.131094254285351,0,0.210355948201298,0.0856816808990703,0,0,0.199085321600849,0.296971829913073,0.0912598324628996,-0.102787000339987,0,0.151718105125021,-0.0279583032509105,-0.0277116193795965,0,0,0,0,0.0718269307975942
XLM,0,0,0,0,0.183980763430312,0,0.118415285896127,0,0.0366928926257877,0.086542607795275,0,0.223027094468712,0.0927608098563373,0.206217805714604,-0.00706840427877495,0,0,0,0,-0.0153354543654856
TRX,-1.01200904651589,-0.0856144488680355,0.692733988487308,0,0.118630961461854,0,0.860234623985961,0.0202262446263665,0,0,0,-0.0552623766109994,0.121587996348388,0,0.0725214224883518,0,0,0,0,0.171227921679496
MIOTA,0.573555796026978,0.297002694175248,0,-0.495528678999894,0.237460947712802,0,0,0.612990938965075,0,0,0.0685664086013292,0.382148351924265,-0.654966200024994,0,0.413847167378386,0,0,0,0,-0.0428289164385331
NEO,0,0,0,0,0.092525254532641,-0.139644889779919,0,0,0.300717267404026,0.0514599021734023,0,0.283874144048194,0,0.12016604099219,0.229595684185851,0,0,0,0,0
DASH,0,0.0161819583841064,0,0,-0.167960207098594,0,0,0.0766131388944007,-0.222586316716637,0.0585901671190226,0.641897221417613,0,0.169066883211283,0.299595250288637,-0.186131419993634,0,0,0,0,0
XMR,0,0.0373939217858749,-0.485265031633696,-0.38434040739555,0,0,0.786944238534103,0,0.0755261504563207,-0.350527957128976,0,0.874798769539529,0,0.193503507338919,0.336862850008605,0,0.239323787494291,0,0,0
XEM,0,0,0.688652950564488,-0.180364303304797,0,0,0,0.254138429511962,0.0494066487866355,-0.136676596001495,0.508727984047323,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.21306002879593
ETC,0,0,0,0,-0.217648258077439,0.552279043971823,0,0.010970337543076,0.0908525027392313,0.0838362857068525,0.450586508668105,0,0,0,0,0,0,0,0,-0.0463772800691793
BV010082.Index,0,0,0,0.0971780877591777,0.00533980493181061,-0.137381920738547,0.08175112656616,-0.0084032441754845,0.00284222950733164,-0.0399502293635988,-0.157369718019275,0.0656817644765731,4.33680868994202e-19,0.0455928374267007,-0.0124125776017713,0,0.195029264842406,0,0,-0.0440366361334588
CVIX.Index,0.357726955998807,0,0,-0.0105083655535034,0.139955880075102,-3.46944695195361e-18,-0.148976065892519,-0.0470688899644495,-0.0438036332625404,0.0515549430735059,0.102066336614579,-0.282392976877482,0,0.0955286743637307,8.67361737988404e-19,0.599288852316596,0,0,0,0
DXY.Curncy,0,-0.0185565270289083,0,0,0,0.000674896141355572,0.0439030678215035,0,-0.00845706053206838,0,-0.0190134534216893,0,0,0,0.00693941046977034,0.101298150215755,0.0503715773947634,0,0,0.029100498046299
SPX.Index,0,0,0,0.0374524867750171,0.0305006790931384,-0.0487520901456039,-0.0129760023312507,0,0.034121413360043,0.0113733977025854,-0.141602767519889,0.0843457701303299,0,0,0.0241984880023491,0.119034591062611,0,0,0,-0.0490798435576196
VIX.Index,0,-0.449790297142088,0.582635854946053,0,-0.615450183881712,0,0,-0.686953776250851,0.475860169787192,0.529537006573933,0,0.265521043223716,0,0,0,0,-0.218556156446406,0,0,0
