,BTC,XRP,ETH,BCH,EOS,XLM,BSV,LTC,TRX,ADA,MIOTA,XMR,DASH,BNB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0462489333487619,0.137658580887625,0,0,0,0.320517773318197,0.0506997796079658,-0.000568928915880959,6.93889390390723e-18,0.0904632798536121,0.129916075002123,0,0,-0.16749339423943,0,0,0
XRP,0,0,0,0.00826734500492407,0.0094927982233991,0.238259865884336,-0.0405259364472364,0,0.135654494340367,0.174079143649446,0.0747433584922393,0.303703674445931,-0.163113722620945,-0.00347211454394126,0,0,-0.31740889797756,0,0,0.104862000993175
ETH,0,0.13590004343252,0,0.0897394282837815,0.0241153046663406,0,-0.0364129487794573,0.137978202425271,0,0,0.0523902534872852,0.446493888416864,0,0.043028899532469,-0.0665891862999373,0,0,0,0,3.46944695195361e-18
BCH,-1.17084953302271,0,0.436964479937,0,-0.0190609140510356,-2.77555756156289e-17,0.196396785495279,-0.278006543929621,-0.749723651062375,1.12466181357591,0,0,0.717412101300266,0.151396124587986,0.53555534332702,0,0,0,0,0.0247278421130735
EOS,0,1.96333606508479,0,-0.113542846580136,0,0.344039534373271,-0.0591728483276347,0,-0.442695494777198,0.186846980209921,-0.14054793714316,0,0.396315455807511,-0.108132249588221,-0.664850772597691,0,0,0,0,0.0601163957607336
XLM,0.438319045018834,0.0755250462657553,0,0,0.277020073937356,0,0.0180099479846752,0,0,0,0.0419935593760419,0,-0.00807946112776962,0.0321748707574396,0.295760146887501,0,0.202797333074395,0,0,-0.0196408571693837
BSV,0,0,0,0.401691817478078,0,0.0354967254205576,0,0,0,0,-3.46944695195361e-18,0,0,0.23995299808307,0,0,0,0,0,0
LTC,0,0,0,-0.0486062961438332,0.42823414484819,0,0.205461590498495,0,0,0,0.089945377510338,0.0791442579347653,0,0.161170477507642,0,0,0,0,0,-0.213009099286888
TRX,0.716498691397172,0.667600498988039,0.00367507023683443,0,-0.358356084061655,-0.38356488955323,-0.053615244360537,0.396348576572825,0,0.0828003237913057,0,0,0.0970605470032538,0.0629048666739524,0,-0.047512870608795,0,0,0,0.0381045258641429
ADA,0,0,0,0.0741368400564025,0.347081083284982,0,0.0932736774163693,0,0.305392420301499,0,0.122109041944618,0,0.00382758712337501,0,0,0,0,0,0,-0.0367865623721088
MIOTA,0,0,0,0,0,0.529793519090415,0.204948397201738,-0.115876407458019,-0.232302654688061,0,0,0.608306197991993,0,0.684834685011733,0,0,2.09879324074642,0,0,0.0915740775106722
XMR,0,0,0.32186499663057,0.00340870888778446,0,0,0.0517052277191158,0,-1.73472347597681e-18,0,-0.00776953643088562,0,0.348975770700901,0.0902076552233426,0.171381345478737,0,0,0,0,-0.126334447426389
DASH,-0.534435024186425,0,-0.466715789639423,0,-0.0458292541141246,0,-0.362822376566856,0.560266301102151,0,0,-0.141431029572848,1.81523554920963,0,-0.337060967955206,0.299387633254757,0,0.300450119878296,0,0,0.161288420682741
BNB,0.0406928725768548,0,0,0.136516789341248,0,0.00892783547544104,-0.302639352427408,0.507843335874173,-0.392351815658541,0.735952785294303,-0.120094009964011,0,0,0,0.0836700341939773,0.778325879819379,0,0,0,0.554138401552944
XEM,0,0.535450722493266,0,0.0550940954556774,-0.454517698672719,0.802465304716865,0.0207328433930208,0,0.0627734634506503,0,0,0,-0.0145894475415254,0,0,0,-0.211238130933659,0,0,-0.127511534531887
BV010082.Index,0,0,-0.10738041380033,-0.0257041867215651,0,0.0484702231552701,0.0424685001172943,-0.0113723745698133,-0.0969823830448293,0,0.0333280992869865,0,0.035279522096264,0.083577392478455,0,0,0.0344685961909553,0,0,-0.199712918194596
CVIX.Index,-0.463520279326344,0,0.146394940871696,0,0,0.255755577576918,0.0487851619913307,-0.195700522762457,-0.0288222527060372,0,0.0492191854806684,0,-0.0250725502019746,-0.151521918384187,0.308214319245816,-0.159419489521531,0,0,0,0.064835949488063
DXY.Curncy,0.0602898989163973,0,0,0.00655542275830084,0,-0.019822213873428,-0.00317602050766611,0.0368550673108637,1.73472347597681e-18,0,-0.0165815835999913,-0.00373762178947853,-0.00828109745940996,0,-0.0443230193762888,0.132937270917237,0.10390548236184,0,0,0
SPX.Index,0,0,0,0.00837532713433601,-0.0441027279328441,0,-0.0327047819885816,0.0663668303015789,0,0,0,0,-0.0569818544874499,-0.0477057822089791,0.0966576182684288,0,0,0,0,-0.152710333638795
VIX.Index,0,0,0,-0.0201981963557526,0.174154343741909,0,0.0105684197554403,0,-0.293025615340775,-0.029595864325863,0.047620433284582,-0.178727560844511,-0.0896636247822916,-0.0137991280159397,0.317023722370341,-1.18835335445577,0.361331780391802,0,-2.85076945236884,0
