,BTC,ETH,XRP,BCH,LTC,ADA,EOS,NEO,XLM,MIOTA,XMR,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0337348687999325,0,0,-0.0507259286871995,0.121342188099861,0,-0.0454705699862141,0.218293045333132,0.183002867675944,0.261986155969816,0.0792591602671591,0,0,0,0,0,0,0.0585283290446443
ETH,0,0,0.0767711537154408,0.319098413506032,0.370277448465161,0.108800210000812,0,-0.342968809768679,0.0989872842197317,0,0.17442552686343,0,0.088474262063739,0,0,0,0,0,0,-0.0873899686118732
XRP,0,0.166400712267529,0,0,0,0,0.0248875473904662,0.192733588584447,0,0.0268963064903219,0.186492402670962,0,3.46944695195361e-18,-0.225019369980188,0.300456615568403,0,0,0,0,-0.106481484563018
BCH,0,0.109668568333179,0,0,0,0,-0.0337455362624331,-0.393206869292474,0.319142942736621,0,-0.00511089479196938,0.147542266174957,-0.191851090915083,0.443054253454265,0.275816178260692,0,0,0,0,-0.0486301612235633
LTC,0,0,0,0.0776047907808919,0,-0.156590507655633,0.178988637740377,0,0,-0.0379015762584112,0.205970914838409,0.407753753988652,0.0552844811805694,4.33680868994202e-19,0.0298000083673419,0,0.179693087769511,0,0,0.185113966270575
ADA,0,0.744154166594325,0,-0.315782022721302,0,0,0.47065010955079,-0.145268479250868,0.445760082486312,0.256768343126803,0,0.0330560720475499,0.0929031577063293,0.25582515498179,-0.225667519204888,0,0,0,0,0.027823084181693
EOS,0.407821076825002,0,0.322166547696501,0,0.217651973562997,0,0,0,0,0.132798784396363,0,0,0,0,0,0,0,0,0,-0.168458189945041
NEO,0,0,0,0,0,0.212679581265533,0,0,0.237870225763958,0,0.0408908344950139,0,-0.0259132514448498,0.307759832013575,0.0852672784028085,0,0,0,0,-0.0617387739142936
XLM,0,0,0.147251605220109,0,0,0.0176156624291749,0,0.587431904235218,0,0,0,0,0.139494349349303,-0.0288681646935105,0.103796424195953,0,0,0,0,0
MIOTA,0.399829839628698,0,0,0,0.0553460051727959,0,-1.38777878078145e-17,0.461315240079257,0,0,-8.67361737988404e-19,0,0.0798440413653242,0.152950460564959,0,0,0,0,0,0
XMR,0.736562845801044,0.51949148574755,0.553455336738948,-0.287038609853833,0.102434723988669,-0.19043862834783,-0.0224216481572088,0.604093533060888,0.0411155449128392,0,0,0,-0.206703441729842,0.17142799768992,-0.680636082616045,-0.0837475371818072,0,0,0,0.164922317605452
DASH,0.306223791444825,0.623521668633056,0,0.214471499989073,0,0.0799612622713028,-0.0547683417323522,0,0,0,0,0,0,0.0121996754534506,0,0,0.120558662295349,0,0,0
XEM,0.831609700696607,0.524224142026799,0,0,0,0.115293718722784,-0.286846162340592,0.0743271731979486,0.612901906694361,-0.39939781325068,-0.963272251089463,0,0,0.443601615855987,0.121406653801312,-1.72731996106807,-1.34630788551321,0,0,0
TRX,-0.918062067970537,0,-0.44233139300017,0.627693569361462,0.116578444716655,0.229279968452543,0.0719961526277455,0.328534690107994,0,0.382045038093609,0,0.365359795178004,0,0,0.129346309771377,-0.659539657655715,0.0788181910880649,0,0,0.130086699020993
ETC,0.104829958343593,0.537918605521863,0.697684679598515,0,0,-0.307183958361508,0.152367739068758,0.587470554941467,0.0607979678633547,0.0160138597451584,-0.886005924979644,0,-0.041448104776601,0.27990914845443,0,0,0.439561213290364,0,0,0.193249983805276
BV010082.Index,0,0.0487256006903878,0,0,0,0.0113737630987981,0,0.123944568873876,0.141665100606795,0,-0.275266004634894,0.226804817202967,-0.11447919238038,-0.051554293342043,-0.140301413924734,0,0,0,0,0.0524075132124512
CVIX.Index,0,0,0,-0.243240866480967,0,0.11256914495338,-0.155467687441818,-0.0551449017027256,0,0,-0.0566060952008535,0.0729788636076763,-0.251134512052339,0.198851884660845,0.278829712749476,0,0,0,0,-0.0478896029450365
DXY.Curncy,0,0.0467626198901671,0.013776510451492,-0.0516332540260492,0.0264576119250313,0,0.013616169490921,0.0252587818839355,-0.0744284692951253,0.0453077153259471,0,0.0237266404522983,0,-0.0176375917242131,-0.00770388784349931,0.15270732604344,-0.0202890787915424,0,0,0.000236295882424571
SPX.Index,-0.0637172174870907,0.0390683559278203,-0.00681854345986531,0,0,-0.000986306443493817,0,0.0165042885661029,0.0152608953602727,0.0343152182629344,0,0,0.00308145885725447,-0.0289930358756091,0.00332426511883986,0,-0.0639999569091885,0,0,-0.0532538295118292
VIX.Index,0,-0.466837638669797,0.569389389800107,-0.265183058749347,0,0.319337837077522,-0.0915031187359231,0,-0.569120924639936,0,5.55111512312578e-17,0,0.0452029028825885,0.198456310004563,0,0,0,0,-5.60120787146712,0
