,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,XMR,EOS,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0858631822010405,0.100259671910731,-0.0361323088206797,0.285907963857246,0,-0.467027730203843,-0.0652061394243914,0.626238311073863,-1.38777878078145e-17,0.684700316415895,0,0.0879477809109926,0,0,0,0,0,-0.0652883137808146
ETH,0.0568017365709557,0,0.0870552705390639,0.0820741508848392,0.0843668052339556,0,0.110064626092549,0.133938508245011,-0.00368931365835719,0,0.216650650065736,0,0,0,-0.051653136310268,0,0,0,0,0.00732976786184883
XRP,0,1.1835009765111,0,0,0.0774514339159138,0,0.0266751683912392,0,0.109912282299161,0,-0.0663664611907025,0,-0.292546344801346,0.0863651335746898,0.0687118135296177,0,0,0,0,0
BCH,-0.0473337792791398,0,0,0,0.170134683877481,0,0,0.271818524415956,-0.215028325585964,0.560376139934542,-0.0447978505424915,0.255896369742421,-0.38380514525623,0.525608434088216,-0.152646596843498,0,0.498341193910951,0,0,0
LTC,0,0,0.275997959678552,0.363599482180094,0,0,0,0,0,0,0.0418089285501553,0,0,0,0.153744914046694,0,0,0,0,-0.0987443646109366
ADA,0.0615382107807618,0,0.253359627806283,0,0.036772173782925,0,-0.0959425263609024,0.392719054292592,0.0875636244511384,0,0,0,0.0933806964581595,0,-0.13717174393891,0,-0.716469707373963,0,0,-0.065417275730406
NEO,0,0.735728376239018,0,0,0.059568096140948,0,0,0,0,-0.134601804728323,0,0,0,0.0926770994303448,0.135902615057007,0,-0.600382061116455,0,0,-0.0663449796531601
XLM,-0.522731813841448,0.778341070811474,0.00988937455063231,0.684352057457597,-0.168321207385736,0.108621020657516,0.0089281003519409,0,0.352061333602427,0,0,0.274372333526709,0,-0.432965334742089,-0.00146868643633171,0,0,0,0,0
XMR,0.901609333366005,-1.13030248473729,0,-0.107570763494523,0.241224173654655,0.109859129226225,-0.163016669393723,0.514836954540593,0,0,0.703745070117823,0,0,0.11151884114428,-0.0966597835347998,0,0,0,0,0.178521551109173
EOS,0,0,0,0.0159519839496027,0.0592186455603301,0,0,0,0,0,0,0.501878793318128,0.105816185368125,0.022471373503864,0.180889713610977,0,0,0,0,-0.0930236388726051
MIOTA,0,0.443249516318936,0.142757739671368,-0.227090745581441,0,0,0,-0.0184881750937497,0.148736824328668,0.688987734062203,0,0,0,0.321409483964086,0.00481345457284609,0,0,0,0,-0.101192595035174
DASH,0.0203887259771222,0,0.0314561097064212,0.231772982123111,0,6.93889390390723e-18,0,0.0730847155738959,0.318359951072364,0,0,0,0.312272427425616,-0.182525319353792,-0.032978266660918,0,0.0739272039670135,0,0,-0.0390751448310324
XEM,0,0,-0.355345844362579,0,0.146158787217972,0.230530465729053,1.38777878078145e-17,0.223887753535518,-0.212048455556218,0.371930859463079,0.169353932427199,0.151826779620561,0,0.349677981096885,-0.0824369506439513,0,0,0,0,0.027194359644821
TRX,-6.93889390390723e-18,0,0.101965451268282,0.428278192930124,-0.158099739803461,-0.0308467169366497,0.096397831034038,-0.222144974705311,0.0961978714028079,0,0.249929635860216,-0.204111849734101,0.655114755973081,0,0.115039037916228,0,0,0,0,0.121914001384941
ETC,0,0,0.433751574127287,0,6.93889390390723e-18,0,0.353966945316776,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.092050790862986
BV010082.Index,-1.73472347597681e-18,-0.355961688998669,0,0.00549759421708007,0.0511676630847174,0,0,0.0777389694167304,0.0244019956883329,0.11625126625041,-0.129431269724933,0.0866292225780144,0.148299784372173,0,0.0103844577977991,0,0,0,0,-0.108340149267048
CVIX.Index,0,-0.162028050157568,0,0.218578452730591,0,0,-0.138025692551153,0,-0.137408528358283,-0.153430304113528,-0.0132491788074032,0.39231198988336,0,3.46944695195361e-18,-0.013411227146816,0,0,0,0,0.01971241547239
DXY.Curncy,-0.0171532653590262,0,0.0292603289879558,-0.0193162324054089,-0.0278536272488028,-0.00905035484196155,0.011461591770297,-0.0332663853652006,-2.16840434497101e-19,-0.00143665186642082,0,0.0286731804015836,0.0569508923958449,-0.0387972143045555,0.00512153682159575,0,0,0,0,0.016365861555899
SPX.Index,0,0,0,0,0,0,0.0406665609548373,0,0.0162045863340036,0,0,0,0,-0.0220056503181366,0,0,0,0,0,-0.0611584493686017
VIX.Index,-0.0976755267365823,0,0,0,0,-0.973070093247203,0,0,0.954955547391743,0,-2.13735055044179,0,1.92639656391726,0.00199085567022681,0.544939736615015,-4.96948395006638,0.571120477265555,0,0,0
