,BTC,XRP,ETH,BCH,EOS,LTC,XLM,TRX,BSV,ADA,BNB,MIOTA,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.159410927094025,0.294212004629614,-0.0147626185462363,0,0.0323004463461306,0.0133636989503662,0,0.124236098143761,0.128018926400258,0,0,0,0,0,0.0341245976068496
XRP,0,0,0,-0.0932244490121685,-0.162190473687804,0.0927696678298403,0.19552720360986,0.0625232210474291,0.132884381034077,0.0838252478605534,0.0487440548204176,0,0.0540072793456754,0,0.436383347574051,0,0,0,0,0.0436284164353972
ETH,0,0,0,0.316206212470729,0.353264674203422,-0.161530905617294,0,0.0393641446651831,0,0,0.12904570779206,0,0,0,0.224624549669752,0,-0.0210075278518716,0,0,-0.0893697536787687
BCH,0,0,0.0655021253439027,0,0.237529285867979,0.140828181866743,0,0,0.437925801284057,0,0.127806570707205,0.0575955291966209,0,0,0,0,0,0,0,0.139789018178082
EOS,0,0,0.22214409109711,0.504449579726843,0,0,-0.126832612961554,0.0365423276605708,-0.126839789127588,0.489399508632601,-0.0414922213057418,0.0840756811963339,0,0.00497486650769767,0,-0.403506503794149,-0.174037337527515,0,-0.841103362440813,-0.155922122879413
LTC,1.97849964417858,0,-0.2568529778749,0.154794231351879,0.224939596101112,0,-0.400005156813465,0.116785611240995,0.377821681536571,-0.161082983096226,0.232995138821538,0,0.647891896732773,-0.291838152787219,-1.16409141260697,1.23467904489556,0.266996369855411,0,0,0.155722757797491
XLM,0,0,0.0643103335358237,0,0.460250600081817,0.072412351119187,0,0.0274555455964881,0,0,0,0,0,0,0,0,0,0,0,0
TRX,-1.02763403251324,0,0.332016939941326,0,0.151969036371371,0.333414596240768,0,0,-0.324101188297501,0.982093980380968,0.567876423234556,-0.551004595848164,-0.340720992521024,-0.0927108610170518,0,0,-0.602400230884286,0,0,0
BSV,-0.757108317264819,0,0.344377415101367,0.353341667745132,0,0.267826228462666,-0.0173443525404712,-0.121180309973732,0,0.25060774104394,0,0.126974462242766,0,0,0,-0.0877533822032182,0,0,0,-0.0159539431530996
ADA,0,0,0.381995201682115,0,0.306192472672558,0.20560989619603,0,0.0714889638257804,0,0,0.0451328525764327,0,0,0,0,0,0,0,0,-0.0308473470389853
BNB,0,0,0,0,0,0.101897776474456,0,0.168701355663522,0.117321591018107,0.212564836075365,0,-0.0086289044881827,0,-0.494026577816199,1.02452881642203,-0.186468886539129,0.265249640844227,0,0,0.0302480354961082
MIOTA,0,0,0,0,0.263661773095964,-0.0845243539307284,0.0904802712809068,-3.46944695195361e-18,0.0783147185467583,0.172603041123115,-0.192143657924499,0,0.019325625305933,0,0.640824624478603,-0.0943446238989608,-0.195380979026831,0,0,-0.0365040231057318
XMR,0.68665853454645,1.31131267429749,0,0,-0.164447701995292,0.264473651736531,-0.371502633297322,-0.0174268873284268,-0.102708813080399,0,0,0,0,0,0,-0.760146346709106,-0.141692042972628,0,0,-0.124219554116178
DASH,0.774511931000729,0,-0.0552402197129431,0.438774190262097,0,-0.118507436781565,0,-0.108236150128795,-0.143330756500357,0.254638928540281,-0.101730911139282,0.178635488575814,0,0,0,0,0,0,0,-0.0833505972794348
XEM,0,0.177741934785738,0.264042923868833,0,0,0,0.138168005073439,-0.0149605970379181,-0.0560575029477829,6.93889390390723e-18,0.0168254756745251,0.307522462640959,0.0602397516829836,0.0286713794893497,0,0,0.0192093097541784,0,0,0
BV010082.Index,0,0,0,0.116509259063653,-0.137250172399971,0.213248535371792,-6.93889390390723e-18,0.0325050147584446,-0.0684630801214885,6.93889390390723e-18,-0.0633439431812033,0,-0.246530142222821,0,0.255172045214592,0,-0.170128569357411,0,0.779446935512247,-0.0233477957380867
CVIX.Index,0,0,1.22204838568816,-0.394187312182222,0,0.0710541581237573,0.513157187151835,-0.449934234559964,-0.233548281498326,0.808753363315901,-0.291630774012561,-0.757984160193609,-0.691683087425559,0,0,-1.33913372199187,0,0,0,-0.0513719407769447
DXY.Curncy,0,0.0322574943271606,0,0.0238641225045348,0,-0.0666134865779492,0,-0.0232921479666212,0.0138963837372654,0.0214029798367646,0.00546600062572034,0,0.0349340133582555,0,0,0.0830143610503337,0.0326181395516585,0,0,0.00772360590066066
SPX.Index,0,0,-0.0195850824104523,0,0,-0.0422253656677393,0,-0.00883093487026937,-0.00934162494376841,0.0199633015940416,0.0566403587431801,0,0,0,0,0.24229433717305,-0.019190378344609,0,0,-0.0612115062116199
VIX.Index,0,0.984579255666426,-1.13004016953282,1.29058786827772,0,-0.318003310329377,0.00457590456451318,0.304885492442709,-0.61917823893956,0.356060198833194,-0.104613579707433,0,0,-0.506741624566532,0,-1.42682636297372,0,0,-0.840350810077427,0
