,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,TRX,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0193601205109418,0.443558182441936,-0.171289452427378,0.109150388399669,-0.0879575896324429,0,0,0,0,0.147132748771953,0.21575162338271,0.046060336482853,0.0666850353298107,0,0,0,0,0.056541762271407
ETH,0,0,0.270833211412911,0.0491736820412357,0.490270783553202,0.0855949068817012,0,0,-0.587158193817693,0,0.0382988826155651,0.238286891730012,0.275719778819829,0.144494621281056,0,0,0.116959845213193,0,0,0.000271025696167715
XRP,0.166292682364911,0.507300070832632,0,6.93889390390723e-18,-0.117104447812962,-0.0744462171680362,0,0,0.789834794160186,0,-0.114660123310367,0,-0.199390490498276,-0.111273528759166,0,0,-0.658381754129747,0,0,-0.169204104868181
BCH,0.09716692884025,0,0,0,1.06970112314436,0.182106396522654,-0.12608852406349,0,-0.244115370178971,0.396172274471035,0.244401629719261,0,-0.567878811807807,0,-0.0323157252558312,0,0,0,0,-0.0270858461962846
LTC,-0.357490490454901,0.75618877436953,0,0.391603046847171,0,0.00364318403166949,0,0.0566178673305022,0,-0.101649391650415,-0.142463679896894,-0.0168068435379218,0.147766421834306,-0.0776389963774679,0.197176487205551,0,0,0,0,0.122677227157848
EOS,0,0,-0.0419621227888402,0.403141464590697,-0.537766348469484,0,1.1485968812559,0,0,-0.187720037216468,-0.190709336943631,-0.16553758928563,0,-0.41348708827134,0.772860727614376,0,-1.26723081051958,0,0,-0.129684301734065
ADA,0,0.116528595470839,0,0,0,0.255425101830328,0,0,0.232323769653456,0.171462093576822,0,0,0.329263020626459,0.282098941803019,0,0,0,0,0,-0.16227304372406
XLM,0,0,0.457448910970283,0,0,0,0.0403848066838336,0,0.269283884103695,0,0.124422881357462,0,0,0.150219994481372,0,0,0,0,0,0.0142013769300254
NEO,0,-0.317786169261292,0.0210085661137965,0.000730156378382765,0,0,0.217515020243851,0.142732229850945,0,0.161715284733919,-0.114188429363384,0.516925579224821,0.0958298056938691,0.0574540248269293,0.162786279458513,0,0,0,0,0.0597179212451826
MIOTA,0.00757421919999801,0,0,0,-0.235821771094745,-0.0962572236155913,0,0.276388848087202,0.449748816835235,0,0.00870481146472786,0,0.390986890722059,0.0255241573921611,0.104809358611252,0,0,0,0,0.0158016509488918
TRX,1.07979360007673,-0.5929531474675,0,0.537257602341367,0,0,0.295524915844481,0,0,0.225760757321112,0,-0.67569133884514,0.491783694957554,-0.157638757304211,0,0,0,0,0,0.310327265306746
XMR,0.12182472020182,0,0.388351400118102,0,0,-0.299558011370536,0,0,0.868431573693728,0,1.73472347597681e-18,0,-0.0435387823146366,-0.169076074901601,0,0,0,0,0,0.123487491159128
DASH,0.475500194789101,0,0,0,0.219321372765322,-0.0295985270649751,0,0.0684761819703726,0.220745595456638,0.0180706910273746,0.00584729704555044,0,0,0,0,0,0,0,0,0.0641577202591267
XEM,-0.568183813708663,0.428247879372425,-0.675595251213089,-0.206616167766308,0,-0.272540340561334,0.236788868048354,0.816808380349346,0,-0.0104801262959466,0.164274235534319,0,0,0,0.721599225350586,-0.117607049371751,-2.83843807047139,0,0,0.0033469932773854
ETC,0,0,0,0,0,0.199855535109202,0.0350688059478948,0.157808440375864,0.281872909055142,0.227210557649302,0,0,0,0.028619604266138,0,0,0,0,0,0
BV010082.Index,0,0.0205970875664412,0,0,5.42101086242752e-20,-0.0700109239624989,0.227917893562574,0,0,0.113861761656407,-0.0845592286809743,-0.0903943032168647,0.0878525474078283,-0.111276603567902,-0.135848606692811,0,0,0,0,0
CVIX.Index,0,0,0,-0.101309213121685,0,-0.0735911152298318,0.082895284051294,0.101288390341796,0,0,0.0632832251485318,0,0,-0.282288114180904,0.138527859479644,0,0,0,0,0.014812042048388
DXY.Curncy,0,0.0187482694804512,0.0296625727156217,-0.0228301109268386,0,0,0,0,0,0,-0.0209726874998179,-0.0189148276652987,0.0623679303802462,-0.024013449871557,0,0.0173587339788699,0,0,0,8.67361737988404e-19
SPX.Index,0.0755706702079535,-0.0705750511274266,-0.0654066163899593,0.0540242853559441,0,0.013467158504795,-0.00837363517945087,0.0628579093110578,0,0.00230258986214638,-0.0607603802194037,-0.0730277104577246,0.0399104023054567,0.0173969118256624,0.020858182717833,0,0,0,0,-0.081865135111357
VIX.Index,0.142963935921836,-0.147440191011742,-0.252327214971745,0,-0.0968826413391913,0,0.0343325540848912,0.32981467596723,0,0,-0.126491925324757,0,0,0,0.163626224575464,0,0,0,-5.32757552957604,0
