,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.290672216300734,-0.0781140107500651,-0.0731162495878887,0,0,0,0.0936527212162126,-0.00230959947267044,0.213789407542807,-0.0882559322886648,0,0,-0.277354803054689
ETH,-0.0959783193856255,0,0.0421663206721185,0.25220509947526,-0.0911076403353443,-0.155494049992869,0.0231042797785078,0.178895035249245,0,0,-0.0396806514788142,-0.0292155552156307,0,2.08585204584105,0,-0.163778430570043
XRP,0,0,0,0,0.150330751934558,-0.250541825293585,0.0465696036535227,0.197948732517408,0.177396054122953,0.0840467737445635,0,-0.0279864454490438,0,0,0,0.149773783465882
LTC,0.40268463124028,0.0985660081321402,0,0,0.0457498420162311,0,0.0261972071058675,-0.072704377852084,0,0,-0.0429337992108559,0,0,0,0,0
ETC,-1.29204276571698,-1.0046355238215,0.18985844005368,1.01445433158812,0,0,0.0564522900022924,0,-1.08806506688036,0,0.0344931720711699,1.53150131204478,0,0,0,-1.40379143649026
DASH,-1.93844945159505,-2.02470119682906,-0.401685701961046,0.639459091617004,-0.090392643377177,0,0.0894671525799668,0.2631255945675,-0.123046905456719,0,-0.272793207191039,0.561783283125868,2.7172004085526,9.1454297359764,0,-1.33712284680269
XMR,0,0.469744495259508,-0.124415432649107,2.61272417745938,0,0,0,-0.17133229165352,0.0600260867178713,0.316355180765233,0.248338414855648,0,0,0,0,-0.20655234016413
XEM,-0.607344629250965,1.28695593276463,0.492514638629324,-0.65149394349472,0,0.39153964864235,0.0230559522065045,0,0.00630764029269529,0.22367522308016,0.00453653258713263,0.651194722736294,0,-13.7018285490221,7.26436338293975,0
DOGE,-0.932523255711381,-0.8787179737138,0.78217570414194,1.0883456904936,-0.592376678788114,0.106098160379132,-0.0174353380861781,0,0,0.574128676293833,-0.15863282456645,1.68058336758011,0,0,0,-0.648333651332859
XLM,0,0,0.223065430695224,-0.289462969515302,0.0603118822698797,-0.059286817176016,0.0746259473404448,0,0,0,0.0229576005950108,-0.160740470848233,0,0,0,0
DGB,-2.60598030124134,0.0740033966938075,0.817748789866867,0,-0.421539441273088,0,-0.0304016969215564,-0.407060199177289,-0.801808905418858,0.596751119897381,0,1.42572336333207,0,0,0,0
BV010082.Index,0,0,0,0,-0.0234546621273266,0,0.0316291626415338,0,0,-0.0848063534502741,0.0346717045207618,0,0,0,0,0
CVIX.Index,0,0.149490788034762,-0.0348636404274195,-0.147103441757354,-0.0270672040111745,0.0810377824573419,0.0162099786033205,0,0,-0.0618665558563569,0.0345726237212618,0,0,0,0,0.213149669703872
DXY.Curncy,-0.0540011333535987,0.0965611908104006,0.0303194607677308,0.0202043595535591,-0.00312723537577844,0.0385751197788055,0,-0.0362570913831581,0.0127810107678419,0.0250239487824859,-0.00405111337386463,0.0863544823363547,-0.0518666881484793,0,0,0.0030168655692532
SPX.Index,-0.0849094979240146,0.00596769192396161,0.00253847560799045,0.0880231078856462,-0.0198004246684178,0.0200977193302793,0,0.0075000648322155,-0.0123609031027647,0.00450779482881712,0.00621369632635767,0.0339012981053882,-0.05401357059956,0,0,-0.0618102359767503
VIX.Index,-1.81796961693309,-0.539989957170584,0.188274160808052,0.84461331300205,-0.409882379488195,-0.0471719972541155,0.0167131296780062,-0.0206605975103078,-0.399197037541812,0.187468906716474,-0.0301153992160966,1.07328673394052,0,1.7416836069241,-5.77023430342176,0
