,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.268496076844462,0,0,0,0.0950931312262722,0.0500834528049304,-0.0189994284240726,0.031117240431954,0.0622593168149329,0.271273792118161,0.0749068119568129,-0.0693074616713861,0,0,0,0,0
ETH,0.0964190434665358,0,0,0.254010794615272,0.240373388674322,0,0.0191547785873279,0,0.134827305183307,-0.096887194708436,0.327070602489575,-0.113014195663655,0.126473013276429,-0.0337375039956396,0,0,0,0,0,0.0957105286622358
XRP,0,0,0,-0.00482966235192645,0.3314634060219,0,-0.0239327818649867,-0.10658978293033,0,0.124177989599171,0.218625672145928,0.0758580081051761,-0.0628302265397554,-0.0042222342756324,0,0,0,0,0,0.00525651354053839
BCH,0.39202961406064,1.38777878078145e-17,0,0,0.0335972989881707,0.087121286408882,0,0.0236529366251227,0.0551387590374288,0.068128924472382,0.308438655673685,0.0683132005148997,0,0.0430632283014867,0,0,0,0,0,-0.0315031945630572
EOS,0,0,0.33196532327936,-0.151757414200635,0,1.03733809595103,0,0,0.208188050714741,0,0,0,-0.23892174057276,0.0161120580717531,0.115321135137647,0,0,0,0,-0.0209707171270039
LTC,0,0,0,0,0.463505657473826,0,0.338712055166519,0.140945183959712,-0.277639531868967,0.156503786251999,-0.0301349045788355,0.157301281775672,-0.0860187246949461,0.17388876088811,-0.142423010005686,0,0.0348364348614365,0,0,0
XLM,0,0,0,0,0,0.128821706837569,0,0.118707129629551,0.165455047479897,0.0988698670823159,0.0605011420864011,-0.0146260230531766,0,0.0733982094349036,0.155008194324102,0,0,0,0,0
ADA,0,0,0,0.22694265233848,0.21715950748453,0,0,0,-0.110289673510332,0.0829183529399958,0.101630922679927,0,0,-0.0448072221857282,0.451907779200369,0,0,0,0,-0.0105992722184118
MIOTA,0,0.574514862017391,2.16735751726907,-0.747332221467913,-0.47453432311574,-0.0794541025154774,0.400784893615538,0,0,0.277171593801338,-0.491807386086696,0.119145150478787,0,0.382862543438257,-0.209617791981733,0,-0.520740387178315,0,0,-0.0627705152917939
NEO,0,0,0,0,-0.0747166165724624,0,0,-0.232698026567331,0.433729921554281,0,0.290690366631881,-0.0646385218922597,0.239858024486245,-0.0902176586655707,0.559571257057355,0,0,0,0,0
TRX,0,0.75987514404868,0.308152895367245,0,-2.77555756156289e-17,0,0,0,0,0,0,-0.0592582837962412,0,0,0,0,0,0,0,-0.116984643076235
XMR,-1.38777878078145e-17,0,0,0.324023815274692,-0.874969065906232,2.13352757212764,0,-0.170587843817752,0.6616353160158,-0.442355413100174,0,0,0.0607430088523426,-0.319602261840164,-0.0903529724558338,0,-0.663690882881912,0,0,0.107047232803827
DASH,0,0.451660309945661,0,0,0,-0.617402922291251,0.817068759889376,-0.102947223775034,-0.491543211987035,0.371407885044933,-0.334938909528709,0.473504570511725,0,0.194955153715311,0,0,-0.240252501950078,0,0,-0.0825154568270368
ETC,1.9304617845519,0,0,0,0.0450710431815806,0,-0.627772754113848,0,0.110958456007501,0,0.0910833174268348,-0.561859799397137,0,0,0.315193445987833,0,0,0,0,-0.243417475704764
XEM,-0.188620419582445,0.424453923599449,0,0,0,0,0.636815774255252,0.741021280175812,0.00399845259234415,0,-0.245537965691462,-0.162142268393469,-1.38777878078145e-17,0,0,-1.32362910794263,-0.0477430443597258,0,0,0.0115112026489214
BV010082.Index,0,0,0.000986042224259722,0,0,-0.170582671541298,0.330007583568549,0,-0.0683676489050219,0.0871939592129197,0.0195622081905475,0.121517607921468,-0.0666876903477999,3.46944695195361e-18,-0.133969020120303,0,0,0,0,0
CVIX.Index,-0.137820875025895,0,0,0,0,0.0200381613455399,0.102444722002576,0,-0.162420335088383,0.117017282608235,0.200283943747248,-0.119187324262871,0,0,0,-0.976218091967019,0,0.937386832705137,0,0.0584327596393438
DXY.Curncy,0,0,-0.0656597294620172,0,0.0919497085609977,0,0,-0.163321440502948,-0.00165137457349603,0,0,0.00428249172083974,0,-0.00362653575959083,0.0760820902622623,-0.0211025523084613,0.119293968963552,0,0,-0.022818589822665
SPX.Index,0,0.00953276241739172,-0.0665036263261598,0.0478420755365667,-0.0419374283914458,0.0167908589916676,0.00442618117946308,0,0,0,0,0.0212933796003048,-0.0149712099578699,-0.0210746208669897,0.024478654646379,0.0726790863365997,0.0777496242680124,0,0,-0.0611955016672486
VIX.Index,0.192320605297266,0,0,0,-0.254760866584745,0,0,0,-0.781572415365626,0.504635543790533,0,0.297302123261156,0.15674428302433,0,0,0,1.04105681886764,-2.71172858191434,-8.21020903684733,0
