,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0292888977514525,0,0.254458302968906,1.20237704083167,0.158069781302306,0.0922359712477542,0.0965374093647335,0.297721412345694,-0.0425612567255255,0.129309968323556,0,-0.548556177613647,0,0,0,0
ETH,0,0,0.0854104236821899,0.326926563169578,0,0,0.302620979506805,0.189501965919729,0.0673254393817989,0,0.0398077013724378,0,0.281194897318067,0,0,0,0,0.340582100245023
DASH,0,0.252688291161707,0,0.134814392274786,0.331732669394112,0,0.754991221734977,-0.0350344096368287,0.0748751569274536,0,0,0.881271944953951,0.19820181144895,1.24744293136647,0,0,0,0.249428716427191
XMR,-0.24874310700657,0.27211523005054,0.10292648923822,0,-1.90023866394808,0,0,0.357337441826752,0,1.32192135066349,0.0713177443264823,-0.428342831138552,0.170113106224701,3.11445087984188,0.284644683228109,0,0,-1.13517518054617
XRP,0.211973489740052,0.0406886689302951,0,-0.0869470870349069,0,0.686763214079763,0,-0.00852136274736622,-1.73472347597681e-18,0,-0.00971603195697702,-0.255541878631403,0.0907476393623626,1.16203041995779,0.00903205864245852,0,0,-0.313680256710494
LTC,0.290581558620504,0,0.00752243328089046,0.0448358166844789,0,0,0,0,-0.0314258627119003,0,-0.0277945379544242,0,0.0155737646268161,0,-0.0302168382932885,0,0,0
ETC,0,0.0662704833576665,0.18708956632112,0.0393989732973947,0,0,0,0,0.0414779140990424,0,0,0.0492194905031318,0,0,0,0,0,0
XEM,0,0.62072357325134,0,0,0,0,0,0,0,0,0,0,0.17785680447561,0,0,0,0,0
ZEC,0,0.346238215921484,0.324849321439398,-0.423345408458229,0,-0.854737006576944,0.230842842144363,0.151771165003125,0,1.05401988597006,-0.33896328808788,0,-0.110519837864909,0,-0.245108408535863,0,0,-0.400283128983389
DOGE,0.365654958768106,0,-0.0778097219285409,0.135998335676331,0.373650368757016,0,0,-0.112640901263876,0.231976707033076,0,0.224207867279414,0.150068149051901,0,0,0,0,0,0
XLM,0.131832236663999,0.315779161526233,0,3.46944695195361e-18,0,0,-0.0583503459017037,0.0291331096296847,-0.237952860383078,0,0,0,0.112737777181121,0,0,0,0,-0.525175500945642
NEO,0,0,0.127648859114237,0,-0.750582271963636,0,0.698290010351104,0,0,0.382320289472718,0,0,-0.349844753314091,0,0,0,0,0
DGB,-1.28306130274501,0.13969525540179,0.227931423479856,0.409715169758821,1.97904223268994,0,1.38777878078145e-17,0,0.232951952572771,0.441644124464679,0.149588277817622,0.130273755951072,0,-3.95405474587765,0.20544829997985,0,0,0.638454651256168
BV010082.Index,-0.158209651604718,0,-0.00816028307042859,0.0987848612181275,0.553876004923209,0,0.0904688802055476,0.0105808361491267,0.0679001516257809,0,0.104048337609528,0.0762329907629593,-0.165793025539865,0,-0.138866985085279,0,0,0.211358329861012
CVIX.Index,0,0.178912715942707,0.126477345542339,0,0.205563957476099,0,0,-0.247401427665534,0,0,0,-0.189690916793701,0,0,0,0,0,0.168271394377476
DXY.Curncy,0.00420541992234212,0,-0.00737370256225601,7.86322537864726e-05,0.0266108873924763,0.0934578138730285,0,-0.0129123321970785,0,0,0.0105801232021257,0,-0.00349385890721936,0.0252962712155471,0,0,0,0.0551530086478037
SPX.Index,0,0.00534229503495699,-0.0027954341904812,0,-0.0487645512686535,0,-0.0158621143749275,0.00176097037321211,0,0,0,0,0.0171715630221498,0,0,0,0,0
VIX.Index,0,0.197686607003834,-0.0495544016044324,-0.21597397793071,-0.763924353855621,0.225400380407096,-0.276776952541164,0,-0.0409539500893778,0.147765446035672,0,0,0,0.7616679182699,0.757959517031298,0,0,0
