,BTC,ETH,XRP,BCH,LTC,EOS,BNB,BSV,XLM,LEO,ADA,XMR,TRX,HT,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.19970419017299,0,0,0.221953945980768,0,-0.0874573808873234,0,0,0,0,0.243229445652787,0,-0.178174918276484,0,0,0,-0.156942854013625
ETH,0.095770165271781,0,0,0.411340033244898,0.329920482775984,-0.0756809956433875,0,0.0946561090301112,-0.0420831046977134,0,0.336356983620984,-0.336578443422526,0,0,-0.0569626021396415,0,0.642042383856376,0,0,0
XRP,0,0,0,0,0,0.15586058236015,0,0,0.22795344735888,0,0,0.203325649341395,0.117989636146998,-0.145844222876614,0.155758156372044,0,0,0,0,0.0777016445339155
BCH,0.0313345573482405,0.215084855099002,0,0,0,0.222341409203341,0,0.368434689832108,-0.0175124784841034,0.423449125424997,0,0.372379194562707,0,0,-0.0796689809370014,0,0,0,0,0.0516860432397296
LTC,0,0.971178548800887,0,-0.406480116974236,0,0.100101467284548,0,0,0.126510660110716,0,0,0.582697219907868,-0.132913442704142,0,-0.17227775398457,0.386364217970982,-0.075970193985986,0,0,0.233796394884008
EOS,0,-0.176433450159127,-0.028821401474206,0,0.0574044465043566,0,0,0.737799721312173,-0.119009599281477,-0.414653410436359,0.0340408361110846,0,0.309361252407985,0,0.0984703630835905,0,0.258599922084628,0,0,0
BNB,0,-0.123394122396229,0.166138105034873,0.538265027130439,0,-0.258232874471857,0,0.107646216373006,0,-0.210261144965437,-0.221307825781198,0.201482936361844,0.288521322072631,0.128843406373092,0.166621036385276,-0.337586805064567,3.46944695195361e-18,0,0,-0.118000486685147
BSV,0,0,0,0.638673106504546,0,0.233821677705999,0,0,0,0,0,0,0.20034654468087,0,0,0,0,0,0,0
XLM,-0.049753090327136,0,1.19638584367381,0,0.968946082653293,-0.331110197590006,0,-0.198667078115226,0,0,0,0,0,0,-0.376023138360977,-0.0580687625091971,0.713485540577876,0,0,0
LEO,0,-0.227157623854596,-0.0474292905666165,0,0.31722034949825,0.00762860691897717,0,0,-0.0146994711967508,0,0,0.0306585082498452,0,0,-0.034085891668,-0.123059935686182,0.104791096379446,0,0,0
ADA,0,0.0141328273750661,0,-6.93889390390723e-18,0.331501291322927,0,0,0.067722097678783,0.00370236413971421,0,0,0,0.255291995036792,0.131030598025923,0.418058916036278,0,0,0,0,-0.01671123331973
XMR,0.346310545599424,-1.17300707726147,0,0.2743912229071,0.266778617754017,-0.188141849242809,0.471577053814396,0.158494292630414,0.0672376781649622,0,0.614540182233547,0,-1.38777878078145e-17,0,-0.111785045560095,0.0530648916771291,0.795034467119061,0,0,0.0532210878025397
TRX,-0.822869023389495,0.657295377749312,0.204485706723897,-0.226354886052347,-0.441800377968254,0.100602694679902,0.726231769662061,0.303538507785623,0,0,0.371110608467023,0,0,0,-0.0387837475816338,-0.470741203602443,0.355374579030908,0,0,-0.0708074650446385
HT,0.453059264780086,0,0,0,0.303057800616887,0,0.0856781395210087,0,0,0,0,0,0.172043241034975,0,0,-0.300010704388163,0,0,0,0
MIOTA,-0.445647899087068,0,0.132285668036665,0,0,0.00928443721149719,1.31402889325273,0,0.287258365337579,-0.0785161246806829,0.774389573736696,-0.697015551073132,-0.526395707159761,-0.696741732360737,0,0,0,-1.73653070369692,0,-0.168967667295706
BV010082.Index,-0.428579602034404,0.0288408786462522,0.224154055741841,0.0179710555133579,-0.143268080070207,0,-0.352284110232405,0.376755091270487,0.053280764312593,0,0,0,0,0,0,0,0,0,0,-0.320918771682624
CVIX.Index,0,0.562246180265895,-0.231264392227993,-0.430437313499071,-0.476747958885201,0.0558864442603018,0,0.185522901016744,0.219693476386202,0.0450140008448928,-0.25780048518043,0.222488947276132,-0.0165515720590564,0.0756079756098879,0.0908845623986537,0,0,0,0,0
DXY.Curncy,0,0.0250499096319495,0,0,0,0,0,0,0.0147188589489392,0,0,-0.0450724920216484,4.33680868994202e-19,0,-0.016945781488443,-0.0178991207783309,0,0,0,-0.0136731157890044
SPX.Index,-0.00199619943069452,-0.00920062841113024,0.0182541684102297,0,0,-0.0193284767007312,0,0.0153340276625262,0.00121496596763852,0,0,0.00933879401759582,0,-0.00948197236408228,0,0,-0.0738843790259271,0,0,-0.0829038461238026
VIX.Index,-0.422381345023506,0,0.796940087239037,0.61082544822414,-0.138123646519486,-0.347137406369543,-0.653649104383076,0.122664061098845,-0.249128325796061,0,0,0.333974294975043,0,0,0,-0.612196845057381,0,0,-5.45496834123679,0
