,BTC,ETH,XRP,BCH,EOS,XLM,LTC,XMR,ADA,DASH,MIOTA,TRX,ETC,NEO,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0278418425717679,-0.342974681240254,0.0560291673648015,0.28018001048631,0.155288952217139,0.228913001614289,0.0351882024577664,0,0.00970788583837904,0,0,0,0,0,0,0.0170645474075621,0,0,-0.114177600358616
ETH,0,0,0,0.0925505910317148,0.228864599525743,0,0,0,0.343488988293434,0,0.0173364203870097,0,0.140785122636953,0.0412144397527203,0.211144318380934,0,0,0,0,0
XRP,0,0.10360461033121,0,0.12048679437627,0.205832236772262,0,0,0.00415915379843283,0.160908901873361,0,0.103010245000847,0,0.0839874555230883,0,-0.0704358769707698,0,0,0,0,0
BCH,0.12665167003285,0.408517477370133,-0.0726638012754696,0,0.18502261760448,-0.124625703518971,0.264538481480279,-0.0281497415288765,0,0.114368835276553,-0.0131212805979944,0,0,0,-0.169053844845144,0,0,0,0,0
EOS,0.992701128271379,0.380007402894406,0.434532623856876,-0.0934607842825197,0,0,0,-0.0432500458382233,0,0.051000844993898,0.0318893558434609,0,0,0,0.00669572341662816,0,0,0,0,0.288355830597142
XLM,0,0.194232116409106,0,0,0.0898166016566884,0,0,0,0.0504350638891147,8.67361737988404e-19,0,0,0,0.318387611993706,-0.0496904022248488,0,0,0,0,0
LTC,0.0231596742208887,0,0,0.311077616550895,0.0678377825540311,0,0,0.145765562045152,0,0.0388463136988743,0,0.198265421939435,0,0,0.0690891810117819,0,0,0,0,-1.73472347597681e-18
XMR,0,0.456807715172665,0,0,0.0906599272750102,0,0,0,0,0,0.0416997673951967,0,0,0.231151005716468,0,0,0,0,0,0
ADA,0,0,0,0.306446065513644,0,0.262514746700556,0,0.240764196367644,0,0,0,0.155698769560935,0.0768169100903495,0,0,0,0,0,0,0.0901002040584223
DASH,0,-0.0369438072415539,0.497984778844354,-0.0416633636411229,0.222908033450168,0,0,0,0,0,0.127292314819667,0,0,0.229204746539125,0.224977200804986,0,0,0,0,0.269886263517198
MIOTA,0,-0.081823751563403,0.313466438798339,-0.594217646636347,0.124123310836621,0,0,-0.17063409380182,0,0.293682390049855,0,0.835643522924282,0,0.311949819363955,0,0,0,0,0,-0.2017725011286
TRX,0,0.184693680065938,-0.106868416400686,-0.0717571271695829,0,0.117273374347495,0,0.00668583015308682,0.153313271362843,-0.00607206396630932,0.440256301771874,0,0,0,0.0477645909536256,0,0,0,0,-0.0412672406473454
ETC,-0.566798644600732,-0.590784471586232,0,0.885907715239021,0.483391830002763,0.59044577486248,-0.359406904940994,0.270229184835503,0.0920469035981812,-0.55481229336239,0.535994555044122,-0.397718554197269,0,0.160590442684581,0.466377852055478,1.70734738144982,-1.16656173622827,0,-4.66071387226604,0.155031317861443
NEO,0,0,0,0.203502342665048,-0.034403982515992,0,0,0.219772795409982,0,0.378138590889625,0.224762174848407,-0.0469403472443015,0,0,-0.0602430498561787,-0.98327299742455,0,0,0,-0.172879013874393
XTZ,0,0.306616176142908,-0.154190834792279,-0.22371659474342,0,-0.324744370777629,1.18304810988966,-0.0669441370490387,0,0.0288522744649717,-0.097680465489714,6.93889390390723e-18,0.104705137205804,0,0,0,-0.572466819531369,0,0,0
BV010082.Index,-0.0201966921198802,0,0.121366774902381,-0.0236575973819127,0,0,0,-0.0813513578131603,0,0.00594704911901149,0,0,-0.0513154732757083,-0.00594253909415402,-0.00395619763480682,0,0,0,0,-0.0844882788683542
CVIX.Index,0.375326005512729,-0.31793190958461,0.31799882824716,0.197260636645501,-0.249387219519565,0,0,0.149019953516091,0.417906506665584,-0.121744909323168,0,0.103290008355274,-0.381232107919593,-0.104019629695619,-0.0178037342209554,0.545602813820425,0,0,-1.10971524721597,0.101236724830178
DXY.Curncy,0,0,-0.0396997571715817,0.00259799782190276,0,-0.0234952146367562,0,0,0,0,-0.00144904834044274,0,0,0.0264928978828873,-0.0125844036640659,0,0.0360697366745328,0,0,-0.00587567597045323
SPX.Index,0,-0.0029362241291342,0,0,0.014035645362769,0,0,0,0,-0.014030362132915,0.0120406013005657,0,-0.0122473053991675,0,0.00540163492003049,0,0,0,0,-0.0383863393091249
VIX.Index,-2.43947500736331,0.439552319153716,-0.769163728495903,-0.220090338249398,0.809483729540153,-0.260846942164701,0,0,0,0.207268449714297,-0.0854970862893592,0.153851859449541,0.243138451260633,0,-0.17763821935615,-1.12050243623068,1.07297632581865,0,0,0
