,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.031051673792538,0,0.141628322183132,0,-0.165168673069197,-0.00413260113023098,-0.0696623626076391,0.0215252914546093,0.0123005595942692,0.0899826181954183,0.536873336078764,0,0.0801994479392965,-0.061005281850322,0,0,0,0
ETH,0,0,0.106188016780446,0.0531692683416169,0.270943204513247,0,0.0899647872774181,0,0,0.023659316077611,0.173322606641633,-0.0576955935111725,0,0,0.114117627043087,0.0442939411883188,0,0,0,0.00950389376463814
XRP,0,0,0,0,0.603381487130549,0.652804219668114,0,0,0.0310731044868798,0.550212745909841,-0.536608684876776,0,0.22246709201361,0,0,0.930043387018361,0.594203329250973,0,0,0.235933417223711
BCH,0,1.30607439159457,0,0,0,-0.208072264063402,0,1.40038396098409,0.659338909177341,0,0,-0.312080262894179,-0.827414315660988,0,0,0,0,0,0,0.0583583942816768
EOS,0.418262310493955,0,0,0.0722384004427352,0,0,0,0,0,0,0.0602487967540933,0.415430350776122,0,0,0,0,0,0,0,-0.0385798320452505
XLM,-0.13555069040769,0,0.396226652904443,0.0698532889031758,0,0,0,0,0,0,0.284286038582064,0.109579692902363,0,0,0,0,-0.195108249098804,0,0,0.0173715401248358
LTC,0,0,0,0.124577354604335,0,0,0,0.423880459056233,0,0.303763447235586,0.0394326222482975,0.0266512860603653,0,0,0,0,0,0,0,-0.00953044555497216
ADA,0,0,0,0.184433969541119,0.277825329840131,0,0,0,0,0.198301972805195,0.101162601878659,0,0,0,0.370005298504222,-6.93889390390723e-18,0.231029763658683,0,0,-0.0666057235711714
XMR,0,0,0,0.171139225805356,0,0,0,0,0,-0.128445882291507,0,0.337936995832455,0,0,0,0,-0.133423802807163,0,-0.0101498263926856,0
TRX,0.401301174209212,0,0.0583007850570829,0.127208863518259,0,-1.38777878078145e-17,0.449895851228848,0,-0.353862960855903,0,0.0591082966480016,0.431493760962812,0,-0.635002644401908,0.310683091746438,0,-0.0998795212800151,0,0,-0.0518143830115711
DASH,0,0,0,0,0,0,0,0.81111038315067,0.31900105459882,0.311772545549974,0,-0.260345552429019,0.322424797686105,-0.199713337837818,-0.216938882276563,0.192709433628854,0,0,-0.141495016618042,0.0374091048307863
MIOTA,0,0,0,-0.201877845640547,0,0,0.145717535046229,0,0.442403020711469,0.462137712847617,0.0444513509356042,0,0,0.52654756437584,0,0.162855412293995,0,0,0.154774348156175,0.0636348478812052
BNB,0.16281156282142,0,0.0141620655060791,0,0.0950374999584504,0.0109308563961313,0,0,0.119026410027139,0.146403286755525,0.0532513534019661,0,0,-0.0500291273114297,0.0359514379174508,-0.0380050039294624,0,0,0,0
NEO,0,0,-0.0990583998827437,0.184246636095788,0.405982029485424,0,2.77555756156289e-17,0.081988234003969,0,-0.494342400461271,-0.127434696694666,0.291743770444345,0,0,0.433727620968699,-1.38777878078145e-17,0.0578749174437554,0,0,-0.0360047770633611
ETC,0,0.355476222217716,0,0,0,0.10490564714693,0.0659721420292859,0.246157331953988,-0.16322430120506,0.328673638662834,-0.168216331467905,0.0384603251394617,0,0.128586125215297,0,0.124586239101347,0,0,0,0.0479052729141443
BV010082.Index,0,0,0.152232365405656,-0.0504229517665555,0,-0.340509103090656,0,0,0.0850127495675128,-0.215552800504691,0.264129294106674,0,0,0,0.146410072454635,0,-0.349464915139532,0.0902109867650942,0.980520690650368,0
CVIX.Index,0,0.445226618154925,0.289816696252807,-0.124401299804223,0,-0.39198937937223,0,0,0,-0.36508736504044,0.183158478079865,-0.100223596338552,-0.0942544041361534,0.403401033180875,-0.0598730514628828,-0.763119068429191,0,0,0.845797046925876,0.0289959895994809
DXY.Curncy,-0.23511098729894,0,-0.00342473740274012,-0.0691198300065476,0,0,0.0161003781825005,0,0,-0.00135892652948433,0,0,0.307351034636703,-0.00573870496191491,0.0104620951662905,0.0260994244630312,0,0,0.0802561555771707,0.0451690540748025
SPX.Index,0,-0.0962522006220885,0,0,0,0.0834815402575302,-0.395369405593208,0,0,0,0,0.365076421754772,0,0.0387878353303139,0,0.058935309922957,0,0,0,-0.134239436364639
VIX.Index,0,0,0.508805115762515,1.18535395233595,0,0.0631375931490463,-2.98298974249977,-1.38513314362303,0,0.714256765122362,0.43044503322308,0.175724073911842,-0.843396399648971,0.883483402485355,0.249579100360784,-5.55111512312578e-17,1.60973452314156,7.55920010401146,-3.1552648794184,0
