,BTC,ETH,XRP,BCH,LTC,ADA,MIOTA,DASH,XEM,XMR,EOS,BTG,NEO,XLM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.346793516052731,-0.00946376286501143,0,-0.135035530580488,-0.137138296221172,-8.67361737988404e-19,0,0,0.307346565729702,0.0511840645030736,-0.228827814581864,-0.166988164189673,0.735097123337056,0,0,0,0,0,0
ETH,0,0,0.0162054944090598,0,0.276954161042804,-0.0385007884480405,-4.33680868994202e-19,0.332823802071447,-0.0264964054019906,0.0722610930918566,0.342292204960726,-0.243652570807415,0.0840562221152252,0.026795645603946,0,0,0,0,0,0
XRP,0,0,0,0.263169660995537,0,0.155065970203386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCH,0,0,-0.0260454627126404,0,0.116900640120128,0.163542452293842,0,0.312676692860508,0,-0.791832454944015,0,1.86267197927464,0,-0.436793874453006,0.0167078601102982,0,0,0,0,0
LTC,0.532640431931421,0.34262183756189,0,0,0,-0.080966412385637,0.131165990915126,0,0.191686132699785,0,0,-0.116117025380958,0,0,0,0,0,0,0,0
ADA,0,0,0.0272937001306691,0.0541257172512018,-0.220717031502361,0,-0.0704700407619451,0.185010920522988,0,0.0097297134575238,0.408375977869255,0,0.180475620020186,0.627484506409929,-0.350170383840139,0,0,0,0,-1.87310674789954
MIOTA,0,0,0.0453474035615612,0,0.286716550960961,-0.109387389504752,0,0,0.0892703726968871,-0.235329130370075,-0.129970616573966,-3.46944695195361e-18,0,0,1.06845015064878,0,0,0,0,0
DASH,0,0,0,0.140993831444439,0.169193326839344,0.0363583470106898,0.0548849241388688,0,-0.0163609782882792,0.0640880358244076,-0.0748129780913123,0.258838013764379,0.130460724493729,0,-1.38777878078145e-17,0,0,0,0,0
XEM,0.310438548727131,0,0,0.0517900155253995,-1.03349580543041,0.288731244887687,0.578093674521374,0,0,0,0.0570931261954818,0,0,0,0,0,0,0,0,0
XMR,0.368618466356506,0,-0.00839651606466839,0.398265312843435,0.0560751678024918,0,0,0.385166146158647,-0.0160807086942518,0,-0.170129508293666,0,0,0.0932693562550374,0,0,0,0,0,0
EOS,-0.0809203540548688,1.7357947883709,-0.118245926886901,0,-3.46944695195361e-18,0.676048603891892,0.119080603140091,-0.919174050627126,0.0944420127505321,0.320557353782153,0,0.695335249922644,-0.295685580727497,-0.898724567293814,-0.215725672070195,0,0,0,0,1.13172490458587
BTG,0,0,0,0.25987857412,0,0,0.166200109644145,0.0271504347233772,-0.00727090698820869,0.0721924056206949,0.179373452563922,0,0.0388256878250093,0.152571847599122,0.0810477105432276,0,0,0,0,0
NEO,0,0.521492975971344,0.0662951445400501,0,0,0,-0.430432644959616,-0.401495271809437,0.00239346141877613,0.396881903534751,0.0138297348215201,0,0,-0.10624792404228,0.965190380336073,0,0,0,0,0.114374678770469
XLM,0,0,0,0,0.104655282838503,0.334210200090074,0.107368671423191,0,0,0.149111905403106,0,0,0.250515330269629,0,0,0,0,0,0,0
ETC,0.335604433545117,0.527911978219496,0.0642522317777093,-0.115020114049422,-0.344622150357269,0,0.0847084184855116,0.333026139243472,0.178204364278119,0,0,0.302033561549893,0.0355140569879109,-0.101124240630992,0,0,0,0,0,-0.179479006067991
BV010082.Index,0,0,0,0.00940948722471992,0.0162320889333765,-0.0368481715373911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,-0.00351421565450864,0.0350242961426982,-0.0413240688794637,-0.0225747118302231,0.0508752767582276,0.0314041400323461,0,0.0184254509802335,0.0712174783992268,-0.0658273404762997,0,0,-0.120335407564601,0,0,0,0,0,0
DXY.Curncy,0.00409604280990069,0,-0.00546923940126528,0,0.00821677220691044,0,-0.00274000880231469,-0.00335021490396152,0.00147955378738397,0,0,0,0.00723887870536347,-0.0120964548032726,0.000793703973888192,0,0,0,0,-0.016379279788058
SPX.Index,-0.0133884077948864,0,-0.00241247107691632,0,0.00412258580700823,0.0106887101514901,0.00604726363482394,0.0104889503071397,-0.00245504524344812,0,0.0116200196440653,-8.67361737988404e-19,-0.00740378058472452,-0.00842775659136211,-0.0216375168475582,0,0,0,0,-0.0468926308130525
VIX.Index,0.144541147621777,-0.508591534269323,0.0567049228244386,0.115386317803248,-0.0721169678648253,-0.318873454332465,-0.0718865195091279,0.168616336206429,-0.0374921489328246,-0.105968932951649,0.276684574359432,-0.0790328257933676,0.184688598714818,0.388410603372104,-0.0839559062573489,-0.231553048907298,0,0,0,0
