,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,TRX,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0850854746416308,-0.0391711163609372,0.428557438537399,0.0839779245338843,-0.0412007136815563,0.0684676929488696,0.17010287432672,0,-0.295458501151936,0,0.342805097754796,-0.0104246657289491,-0.108713087396692,0.154298326572801,0,-0.514305263872221,0,0,0.0412276459815754
ETH,0,0,0.0204618807509231,0.287370525461931,0.314421102461589,0.0192519506919696,0.214170245096854,-0.0774878160237985,0,0,0.202410217439641,0.281816331713322,0,0,-0.330293591221762,-0.240384316133818,-0.771674705872302,0,0,-0.0329160530095452
XRP,0,0,0,0,-0.02636129042785,0.126321085600646,0,0.179987328959583,0.68270046091507,0,0,-0.0166554180368997,-0.0647193085845748,0.0394970721407471,0,0,-0.829071103607681,0,0,-0.156658176045176
BCH,0.447101591926448,0.747952949446431,0.0657255972622238,0,0.0167442613533654,3.46944695195361e-18,-0.139509513275925,0.123582727573325,0,0,-0.169569589281674,0,0.0386686041096371,0,0.172196374768307,0,0,0,0,0.0445947115220879
LTC,0,0.789787167520796,0,0,0,0.316105960878537,-0.4186021925875,0.271071941065907,0,0,-0.379996995277356,0.0574038351912101,-0.0940478967417514,0.34324661558572,0,0,0,0,0.0760615841199098,0.198701520190602
EOS,0,0,0.222631436027798,0,0,0,0,-0.506074864941006,0,0,1.06607133226169,0,3.46944695195361e-18,0,0.177847431809931,0,0,0,0,-0.173071227164454
ADA,0,0.656141712120738,0,-0.619360430536743,0,0.171376187444717,0,0.354125799981859,0,0,-0.389786869107529,0,-0.159168640001954,-0.130534822034017,1.31343101776396,0,0,0,-0.235538869948724,0
XLM,1.405263293129,-0.207394016946797,0.0745561892482751,-0.334087421543219,0,-0.232344087982813,0.259898590615605,0,-0.351994595855351,0.877071779838242,0,0,0.0687083523838593,0,0,0,0,0,0,-0.182133561211458
NEO,0,0,0.0957054275548672,0,0,0,0,0.0568383162545989,0,0.32748109715861,0,0.119729970864521,-0.0762091442167667,0,0.499417732654726,0.197511843563677,0,0,0,0.0698277128567714
MIOTA,0,0,0,0.829253718206882,-0.234668855356882,0,0,0,0.270703047481353,0,0,0,0.0439242452154509,0.0689314971668182,0.0427932223008962,0,0,0,0,0.0791800783591352
XMR,0,0.226265674891023,-0.400085516397699,0.205791894314011,0,0.313423302161177,0,0,1.19222454672007,0,0,-0.265814278144385,0.0949989396216935,0.426465992571143,-1.15879363956537,-0.236138149417124,0,0,-0.693673156898208,0.00805499329253679
DASH,0,0,0.0913814687901384,0,0.217958315961287,0,0.129024911134582,0.0327872401744686,0,0.0920531001946788,0,0,0,0,0,0,0,0,0,0.274289170838321
TRX,0,0,-1.13039840265331,0.732779495241951,0,0.653412473238054,-1.1452249975692,0,0,0.891367353561868,-0.779092895116139,0.303824851070461,0,0,1.71550366470034,0,0,0,0,0
XEM,0,0.0298529483569207,0.081875556631827,0,0.058172792471887,-0.204553325188352,0,0.199081537228128,0.663215735536907,0.0933040994696266,0,0.211756422310122,0.0497623416364928,0,0,0,0,0,0,-0.216707334857549
ETC,0,0,0,0,-3.46944695195361e-18,0.0538300757934814,0.278539098055548,0.114262354621862,0.613877475149051,0,-0.2253671942437,0,0.0271815413399432,0.0649490135850367,0,0,0,0,0,-0.0327061341326036
BV010082.Index,0,0,0.0976965737158065,-0.11232642359728,0,-0.0193244568528785,0.0111218291824965,0.0637997906213728,0,0,-0.0383451939202762,0.209825494445261,0,-0.188891680610682,0,0,0,0,0,-0.0911297780475133
CVIX.Index,-0.249865204891598,-0.405753365229684,0,0.113317860418847,0.146142103518562,0.0889315920797743,0.100308690499359,0.120822435963411,0,0,0.00538386409858158,0.0642833518205865,0,0.144132877734038,-0.344823194778832,0.186650663959699,0,0,0,0.064364365460168
DXY.Curncy,0,0.00446571196321782,0,-0.0384392139514688,0.0297630595414336,0.0321864638257012,0,-0.00514343749220351,0.103317657945413,0,-0.0552543863731045,0.046383341819401,-0.00686294070144279,-0.00733891843506624,-0.117435396939349,0.0140305490730863,0.0321146627671222,0,0,-0.00990306208947942
SPX.Index,0,-0.145903155308052,-0.0293109359808721,0.0570634677457439,0.0784927776317709,0,-0.0262998260551301,0.0146312289132991,0.0588020770383167,-0.0173222701357833,0,0,-0.0176839049823229,-0.00146303231666657,0.0292926086980995,0.17691888018535,0,0,0,-0.14436383839314
VIX.Index,0,-0.597986076525301,0.23453967125303,0.18820819647276,0.770409944851848,-0.0766853294498597,-0.753430088358758,-0.136690142034457,0.207983121257876,-0.0549059622497455,0.192531249409858,0.146023735006847,0,-0.735172386803989,1.06329199472277,0,2.09619588410822,0,-6.03829811846498,0
