,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,MIOTA,XEM,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0361076702717406,0,0.115530003750314,0.0831489502431317,0.0958227896871696,0.114628489970418,-0.0552203249340348,0.150172806267456,0,0.116766060674491,0,0.0999587637611425,0,0,0,0,0,0,-0.017184017871028
ETH,0,0,0,0,0,0.0718086606618581,0,0.488759638225894,0,0.239820794996423,0,0,0,0,0.243844609480163,0,0,0,0,0.00483868819901039
XRP,0,0,0,0,0.338442533935315,0,0,0,0,0.0505134276328768,0.181129275479551,0,0,0,0.134053556590494,0,0,0,0,0.0474693632265561
BCH,0,0.0332366584148923,0,0,0,0.147354589541239,0.0626585661625824,-0.129591326204665,0,0.0634811126990271,0,0.648113237621963,0,0.0853971732132456,0.309652168412045,0,0,0,0,-0.127014356162353
ADA,0,0,0.306866203854713,-0.181213478265488,0,0.693167944972271,0.0543003449773217,0,0.17207411632449,0.115145021809699,0,-0.0994980337340739,0.121684464609921,-0.0385394631392607,-6.93889390390723e-18,0,0,0,0,-0.0167247939309116
LTC,0,0.378779717032915,0,0.128298638600024,0.40650500143281,0,-0.136241657064914,-0.268985336677453,0.0152674730055456,0.0607573622969368,-0.0147066939378244,0.147813656753028,0,0.127035680059599,0,0,0.4071829535339,0,0,0.0361391169056951
NEO,1.6773569616407,0.188266337340693,0,0.0564787417215178,0,-0.180367100604936,0,0,-0.265295236726295,0,-0.0320982621554738,0,-0.0352097619665875,0,0,0,0,0,0,0.0366985237519395
XLM,0,0.068638543114914,0,-0.0307195552072946,1.10600929768649,-0.338372286008078,0,0,0.0132440033796379,-0.582848170293283,-0.13340466035911,0,0,0.813429041047284,0,0,0.104203134216362,0,0,-0.0657913268254497
EOS,0,-0.431874457141424,0,-0.0996840393435435,0,-0.176018807794795,-0.00891062290370984,0.413485285970654,0,-0.147628221149467,0.14989516773614,0,0.212995973935671,0,0.897564346125652,0,0.156049811026996,0,0,0.0188843121953967
MIOTA,0,0,0,0.267319747207988,0,0.446431124115001,0,-0.0861564000212079,0,0,0.21169996963094,0.169011266558946,0.0102677206701365,0,0,0,0,0,0,-0.0191767520756663
XEM,0.421848199419093,-0.206014030392442,0.878129475581392,-0.487729718991418,0,0,0,-0.501944500880068,0.423615127916174,0,0,1.353435969377,0,0.553308632672545,-1.14925470977705,0,0,0,0,0.0481005264715028
DASH,0,0.326048514626646,0,0,0,0,0.0729977648591337,0.0148588905549098,0.182265662879466,0.0977177582933859,0,0,0.198463599155487,0,0,0,0,0,0,0.0611621643473363
XMR,0,-0.496740402267045,0,0,0.196771858284601,0,0.0513923350694603,-0.141103031971042,-0.0761389310723314,-0.0287540028125814,0.0875289647103937,0.808641286025106,0,-0.0324839095814551,0.473323832110806,0,0,0,0,-0.0228157008891918
TRX,0.550298151984021,0,-0.143316741328872,0.292044849827971,-0.222366429943432,0,0,0.426662261418107,0,0,0.195236396751337,0,-0.0170058385375452,0,0,0,0,0,0,0.131262230136475
ETC,0,0.11827735513595,0.0449900331312205,0.190429092682003,-0.067005828018012,0,0.104984708468819,0,0.109874914338474,-0.00736871928841561,0,0,0.282948060108664,0.24898220382682,0,0,-0.102109539760027,0,0,2.16840434497101e-19
BV010082.Index,0,0,0,0.0218066816365166,-0.0531577781393593,0,-0.0333035381893741,-0.0680899896972006,0,-0.0278225369744003,-0.0374832500761503,0.190033632913417,-0.0468728835926936,0.0519501839070537,0,0,0.172853734354635,0,0,-0.0504431349264081
CVIX.Index,0,-0.0965478722463084,0,-0.0417327379621959,0,0,0,0,0.0661323111507647,0,0.137194115081797,-0.100386754632583,0,0,0,0,0,0,0,0.0274020836198799
DXY.Curncy,0,0.015782365825311,0.0271007240827357,0,0,0.00949239178227072,-0.0443446741615045,-0.0529670029584478,0,0.025127685181014,-0.0352374876107541,-0.0631818785639814,0.0162650298407056,0.0735128872284707,0.032303218107829,0,-0.0342307642116648,0,0,0.013796614598591
SPX.Index,0,0.0311871670370461,0,0.0254419308155324,0.0302611473038583,-0.0268033936980929,0.0293288836577743,-0.0283871802151951,0.00168731185921699,-0.0350022025367285,0.0284100570162599,-0.0507047435194886,0,0,-0.0177553732488892,0,0.133121285263243,0,0,-0.0623482931178461
VIX.Index,-0.592503291881847,0,0.112612533329279,0,0.00951397068941297,0.142973222655937,0,0,-0.0731561393495025,0,0.396382612625361,0,0,0,0,-2.47204122181067,-0.0178676951795412,0,-6.81141220004102,0
