,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,TRX,MIOTA,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.100748490997672,-0.0314945601782978,-0.0717425255210743,0.0263902999114005,0.311845181832979,2.77555756156289e-17,-0.0742042161105358,0,0.0779963451552459,0.311991459026933,0,0.0719992894396906,0,0,0.458119774658372,-0.0972270932735037,0,0,-0.0654559605011465
ETH,0.721832682522837,0,0.481725514555819,0,0,0.105328161531818,0.575350240846126,-0.184419500008341,-0.256833314227642,0.0546297899382177,-0.286346255860613,0,0.0423793672471515,-6.93889390390723e-18,0.129103423623176,0,0,0,0,0
XRP,0,0.315419218733949,0,0,0.025339765668587,0.303658131979347,-1.73472347597681e-18,0.142420824851538,0.101782952002314,-0.0137359139977815,0,0,0,0.0650351151780605,-0.0141969969749855,0,0.318925568706376,0,0,0.127696653368175
BCH,0,0.173387997297428,0,0,0.154813407139506,0.296971965059082,0.178478669107859,0,0,0.0549204587368832,0,0,-0.205648726597928,0,0.257747397597482,0,0,0,0,-0.106853902579707
EOS,0,-0.0475741346325565,0.343947346225889,0.27931618825719,0,0,0.810894463281116,-0.650248052536267,-0.305856651866539,0.259049132652357,0.788759067147351,-0.446778945350429,0,0,-0.136041160344429,-0.774405751994257,1.21708991499639,0,0,-0.320322862211404
LTC,0,0,0.328538840887682,0.22048863633589,0.00226711202570747,0,0,0.203422481149787,0,-0.0260163800363533,0,0,0,0,-0.021195363934688,0,0,0,0,0
ADA,0,0.14912328331819,0,0.215767175557562,0.0924481811969758,-0.0469331675469495,0,0.245815750579903,0.299090870321441,0.0803519467478978,-0.151251745999935,0,0.146487365496006,0,-0.0257474502153756,0,0,0,0,0.0820197744089971
XLM,0,0,0.312036464812626,0,0.09856621726031,0,0.0765002330237543,0,0,0.12113603419281,0.0357148396899608,0.0738744771729391,0.15683874793762,0.12743912922025,0,0,-0.129415907847869,0,0,-0.0758467764033048
TRX,0,0,0.33466083506285,-0.0633817086743564,0,0.0966801643420207,0.753057499248725,0.0697238586813946,0,0.0171543170871298,0,-0.216612637205855,0,0,0.146977391763842,0,0,0,0,0.0896502541559376
MIOTA,1.7632442548991,-0.00694852538951868,0,-0.496363154718412,1.11573579347496,-1.21422982682694,-0.378225729483131,1.26656534322867,0.502541752865357,0,-2.564454221403,1.76637973866884,-0.861531551126156,-0.0820087833148298,0.807659142564006,0,-0.82625003015607,0,0,0.420230385989825
NEO,0,0,0,0,0.107514176357396,-0.140072432126265,0,0.0377127899471049,0.316524283567952,0.0169296742380484,0,0.335402365218144,0,0.0682309128357804,0.240791821740348,0,0,0,0,0
DASH,0,0.125043724542537,0,0,0,0,0,0.282682365472365,0,0,0.214565608917199,0,0,0.0925918387809484,0,0,0,0,0,0
XMR,-0.141393070747171,0,-1.02350063379702,-0.202423760421687,0.220467759397868,0,0.838870203329008,0,0.333535519483217,-0.147220001369928,-0.946608620132724,0.857946104445833,0,0.722325505323763,0.295302281249374,0,0.0663255457669095,0,0,0.157910609802278
XEM,0.265289530357684,-1.38777878078145e-17,0.440646680479441,-0.213432748220759,0,0.217631515135814,-0.153149181200719,0.310187699035174,0,-0.182034421550148,0.654912825812922,-0.0706480695151308,0.0126452289500634,0,0,0,0,0,0,-0.139306303211855
ETC,0,0,0,0,-0.00988588629977806,0.489679024607782,0,0.028566050820032,0.254740281003739,0,0,0.264583036313485,-0.0515708767830978,0,0,0,0,0,0,0
BV010082.Index,0.481496737491202,0,-0.100798326023433,0.0133796624744021,-0.111904837338771,0,0.0155596775581678,0,0,0,0,0,0.0559344757388773,-0.0844239908954518,-0.0929451368550889,0,0,0,0,0
CVIX.Index,0.0250561645745839,-0.356273362440181,0.311599013044888,-0.0249552247178859,0.17520389795706,6.93889390390723e-18,0,-0.123656231057758,-0.0911148867426931,0,0,0.0548775569961395,-0.0755275217510669,0.151199312753929,0.0274393539238854,0,0,1.36066497086245,0,0
DXY.Curncy,0,0,0,0,0,-2.16840434497101e-19,0.0123990466336591,0.0146730783198416,-0.0172913435188927,0.00608759475206934,0,0.004262252694897,0,-0.0115262050274071,0.00289025438433563,0,0.0742097476577091,0,0,0.0362220576252996
SPX.Index,-0.104223103336715,0.0821234444858351,0,0.0573852791717242,0,-0.0490283574227251,-0.0877633298443276,-0.0147224695396633,0.0242105093875164,0.0210084381991127,-0.0186680331976725,0.0635437071051291,0,0,-0.00977188604044313,0.0567338439625865,2.71050543121376e-20,0,0,-0.084705939206287
VIX.Index,-0.310100998190391,0,0.687050439330171,0.144688883989442,-0.433964991975521,0,-0.780891786647397,-0.470578961597883,0.190243195679812,0.422115704157367,0.729240512850505,0,0,-0.192417997927578,-0.0344309210880328,-0.473993618717643,-0.325685058525836,0,-3.78717251499208,0
