,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0489576963218933,0.144471482017848,0,0.32271464986066,0,0,0,0,0.0432604152069487,0,0,0,0,0,0
ETH,0,0,-0.122889858207307,0,0,0.0453501532808495,0,0.0472054427422888,-0.0122201070085247,0.107765558272822,0.17170429530554,0.0345138128285051,0,0,-0.764925757737745,0,0,0.290557533434001
XRP,0,-0.707768135273522,0,0.069351120835533,-0.323884779553544,0,0,0,0.191890348106277,0,0.0201762852009871,0.0346788335177755,0.612314496389158,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,-0.0623245875556179,0.255508853048946,0,-0.0347512064091591,0.132219350412242,0,0,0,0,0
LTC,0.649598031169097,0,0,0.128148241748239,0,0.0653258306394162,0,0.305783285294612,0.0974399132009659,0.0501226757005489,0,0,0,0,0,0,0,0
ETC,0,0.827636122086021,0.0215452291165667,0.118574451822187,0.107662825937869,0,-0.557692172034227,0.573195238515615,0.00897900025574247,-0.186405931300954,0.242054695432508,0.0591928430497444,-0.0867277054031002,0,0,3.10653197740553,0,0.152351550311838
DASH,0.299517516054929,0.263547162648889,0.0884931742397192,-0.181133435262449,0.222806225050281,0.154664742875039,0,0.0896041004758224,0.127593844199468,-0.150124958879674,0.357217561864152,-0.0494427153780416,-0.164734055302173,-1.37563760766873,1.01215894303424,0,-5.34633113793326,-0.245313925448142
XMR,-0.0623659144008122,-0.132645033257931,-0.0494316933020325,0.124918793187084,0.131512212838362,0.155232018951665,0.669569749757391,0,0.0758896440814667,-0.0699625342962645,-0.0564807724955428,0.0166598655677315,0,0,0,0,0,0
XLM,-2.2524579288208,0,0.498278745422776,0,0,0.097846161401106,0.702743926978791,0.187082784982893,0,0.232574189584074,-0.254214206675562,0.101897107838555,0.513344482243909,0,0,0,0,0
DOGE,0,0,0,0.293317371187082,0.139159691056698,0,0,0,0.171840085214946,0,0.421218048339537,0.0497545955541214,0,0,0,0,0,0
ZEC,0,0,0,0,-0.0764641079354677,0.192560807821526,0,0,0,0.16534699417843,0,0.00671846773272097,0.224701536569809,0,0,0,0,0
DGB,0,0,0,-0.485974162353203,-0.160199616591139,0,0,0,0,0.931101429662722,-0.450807337312938,0,0.346753170830073,0,0,0,0,0
NEO,0.0873105178639435,0.529502164177896,0,-0.325307190651958,0.173504976817277,-0.422561755430023,0,0.541610306210467,-0.0737572531829472,0.0740432781806935,0.0791438613138782,0.00776245421572153,0,0,1.69942458313484,0,0,0
BV010082.Index,0.139267097761932,0,0.018049100994315,-0.0327115494255675,-0.00297787042566734,0.0983836982954628,-0.242766216304454,0,0.0513825762188699,-0.0320756385380817,0.0864488741901343,-0.0148188856564801,0.0336017498644836,0,0.369078272977381,0,0,-0.0711253956678588
CVIX.Index,0,-0.0118246678746388,0,0.0640968561329289,-0.0794847805552922,0,0.0466537439637849,0.0778500225441102,-0.00127918516896024,0,0.0251265591342668,0.0394369959919368,-0.0176566657676556,0,0,0,0,0.168332413547024
DXY.Curncy,-0.00971743911401493,0.00789266054352421,0.00224157006889591,0.00159792326943235,0,0.0214616991286564,0,-0.00735832737383093,0.0033950322330459,-0.0120350088882495,0.00561736413283542,-0.00244546520239853,-0.0105524676989455,0.089312009548193,-0.0511565488598984,0,0,0.0036718186225801
SPX.Index,0,0.0159485697556647,0.00532429818010044,-0.0108435806422829,0.00554206827410447,-0.0124840070915004,-0.0200585887031393,0.0151202012121282,0.00319955182252223,0,0.0121681493997056,0.00318909666134693,-0.010219109605187,0.04260041822309,0,0,0,-0.0229864160733503
VIX.Index,-0.385992247429892,0,0.214367898014015,0,0.293211646411393,0.140110676783112,0,-0.245293882892206,-0.0907618170553771,-0.00399132323587836,0.0174307744215834,-0.202760091799109,0,0,2.12044773819864,0,0,0
