,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.103469934178436,-0.0754892843865988,0.126161449477074,0.0518654283639333,0.0283924381949359,0,0,0.0841817745938655,0.00710504693709053,0.158216345588945,0.0755412135979733,0.0889168251736396,0,0,0,0,0.00230741917100619
XRP,0,0,0,0.339262495282947,0,0.113240586021285,0,0,-0.0514811343600377,3.46944695195361e-18,0,0,0.0817309833860991,0,0.273172143878614,0.294593413203228,0.0575275787934159,0,0,0.102031929732765
ETH,0,0.0955768666579465,0,0.664361801188738,0.868150626654743,0,-0.24414345562334,0.136399872528793,-0.349563195426501,-0.324250723031751,0.0551492254133974,0.212737672186468,-0.147417092260797,0,0.0210889991827099,-0.728887373300168,0.127050435339873,0,0,-0.220552984946433
BCH,0,0.747497303194212,0.0779319303550708,0,0,-0.0748311330901846,0.186416018487075,0.0952869295897566,0.43531242694044,-0.149366518229955,0.0354303429695881,-0.14772351838825,0.116706627328178,0,0.0149120373582145,-0.165589544361958,0,0,0,0.00902383940860458
EOS,0,0,0.067099762219811,0,0,0,0,0,0.106514515538769,0.534731363613356,0.248975055235909,0.00443864279221139,0.100814834304039,0,0,0,-0.145411352641229,0,0,0.0307997545996874
XLM,0,0,0.00401225616679754,0.274692221807332,0.268034511829797,0,-4.33680868994202e-19,0.0835053688440217,0,0.0442255122750622,0,0,0,0,0,-0.0163831190443093,0.0367607873999781,0,0,0
LTC,1.22223002028691,-0.352324083639399,0,0.980223101344294,0.0365850103681849,0,0,0.00605957827729931,-0.470302070712176,0.233522793274562,0,0.196994729085756,0,-0.0783784254094294,-0.722849834915303,-0.102243167249392,0,0,0,-0.0757066423718367
TRX,0,0,0.410085421368188,1.02595487986693,-1.32230442443955,0,0,0,-0.336606498298036,1.34377640642654,0,0.550622453600685,0,-0.668409211372083,-0.469594560655342,0.137130151367389,-0.816615450388773,0,0.473812753121056,0
BSV,0,0,0,0.472210093012124,0.243965086151618,0,0,0,0,0.0540276782684546,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,-0.161404209324476,0.639896698660267,-0.0572657799958782,0.162879155338343,0.111822215876052,0,0,-0.0487422019963898,0,0,0.386614912469428,0.11174767573716,0,3.46944695195361e-18,0,0,-0.0885685867975383
MIOTA,0,0,0.204031731489309,0.17870911553954,0.348670838527734,0,-0.0972146309129357,-0.0539038076823833,0,0,0,0,0,0.333440317734111,0,0.0587098033873989,0,0,0,0
BNB,1.06463055255032,0,0.226232343613998,-1.09699197558929,0,0,0.191754822671989,0.196674825796202,0.341203440509911,0,-0.0129891828430467,0,0,-0.297628161003367,0.860229579862824,0,-0.0632482361700526,0,0,0.0862854176963542
XMR,0,0,0.161465597522659,0.0861711476316555,0.00239467673676456,0,0.212484406873997,0,0,0,0.289507188512936,0,0,0,0.136624359743519,0,0,0,0,0.0966653111582229
DASH,0,0,0,0,0,0,0,-0.0244924220866453,0.191392246147544,0.128426440801342,0.284838186163584,0,0.147525510682782,0,0.190408077196401,0,0.0125115162008783,0,0,0.0579940127867512
XEM,0,0,0,0.355274105636159,0,0,0,0.0558436866550834,0,0.330464943676589,0,-0.00876574612299863,0,0,0,0,0,0,0,-0.0518031922042988
BV010082.Index,-0.225465172174298,0.897700068475953,-0.650415288351196,-0.18912637085998,0.299829836938247,0,-0.0712697039653507,0.0833543277813231,3.46944695195361e-18,0,0,0.0941706387145592,0,0,0,0,0,0,0,-0.345759614135116
CVIX.Index,0,0,0.566640371165984,-0.13833107790467,-0.890531225591241,0.212562557797322,0,-0.448859036509052,0,0.595723941537971,0.107150173914844,-0.141282800437267,0,0.58810779583607,-0.494482398550896,-0.0155749265331491,0,0,0,-0.0627118033706985
DXY.Curncy,0,0,0,-0.0456142528881606,0.00626737892219006,0,-0.0162454428664191,-0.0455717239297024,0,0.0098877956308993,0,-0.0052635172374799,0,0.105328690672775,0,0,-0.0585733479229303,0,0,-0.0257936045442394
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288104047270084,0,0,0,-0.0370069076060773
VIX.Index,0,0,-0.546570190970044,0,0,0.695351930270033,-0.362048016830935,0,-0.194202847844008,0.249602009101938,0,0.744173740723369,0,0.00926966700531568,-0.178277560198556,-0.292259488592263,-0.327236322664509,0,-2.32462768150546,0
