,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.167898731089826,0.129490119479461,0.234433110440149,-0.120861505326068,0.0280832279926821,-0.0145575680100178,0.0607206035154274,0,0.186924293763917,0.00220999931797811,0.572350183063313,-0.620082512982933,-2.51762300028484,0,0
ETH,0,0,0.200773563074908,0,-0.0107663834376162,0,0.359208248273661,0.466769950291492,0.200921158506704,0.140308772711762,0,-0.149114902311007,0,0,0,0
XRP,0,-0.101757527599764,0,0,0,-0.0277006330130371,0.102091228904675,0.264819314848644,0,0.107962780662937,-0.0328825570084221,0,0,0,0,0.138552619905547
LTC,0,0.279286544385017,-0.164829172686341,0,-0.0269684892020451,0,-0.0219858160717354,0.00748132868765061,0.0264872628684636,0,-0.0307367458416428,0.0606226803064821,-0.420681971119691,0,0,0
ETC,-6.00369181521463,1.25367330381999,1.147789799806,2.50963277669849,0,0.613348068679776,-0.608960970158326,-0.108533378634241,-0.649632885460334,0.993057420595669,0,3.18978681225302,-2.49289335234537,-18.6369497352796,9.07586142996154,-0.309788367179609
DASH,0.406904995437905,0.0944198611240743,-0.377531841252096,0,-2.16840434497101e-19,0,0.37579691156785,-1.12953387243903,0.102870774525698,0.466519370538816,0.0536688775679924,0.54044496606234,0.91334916489142,0,0,-1.02901353541386
XEM,1.23651639763362,0,0.299330147856964,0,-0.0408506925255245,0.54669623982179,0,0.0213270433952817,-0.267282033422448,-0.0752156560578854,0.153959545490908,-0.46312840326444,0,0,0,0
XMR,0.442696754581641,0.18688598309814,-0.200866069858741,0,-0.0048772895610032,-0.527813752998403,0.0748420594056016,0,0.0339894765843726,0.309210202552076,0.130049825794586,0.588911384337919,1.1265378666964,0,0,-0.682054505014697
DOGE,0,-0.669076527570342,0.757577978231258,0,-0.166444111575897,0.617651798136857,0,0.280734638090508,0,0.32039201894124,0,0,0,0,0,0
XLM,0,0.0771394734238736,0.283088269024112,0,0.0492561596730776,0.0293808696689321,0,0.163795893874763,0,0,0.04528249479324,-0.309806501471665,0,0,0,0
DGB,0,0.510101604283081,0,0,0,0.529168159994218,0,0.332086973132159,-0.706299196778448,0.592053094715974,0,0,0,0,0,0.98724355674896
BV010082.Index,0,0.120062853037324,0,0,0.0257632940477019,1.73472347597681e-18,-0.15141809954727,0,0,-0.143784291130796,0,0,0.00441342282823005,0,0,0
CVIX.Index,-0.0797557820825372,0.107186856288961,-0.0662911576824715,-0.095359431343563,-0.0204651101431443,0,0,0,0,0.0418774981941554,0,0.164275983077564,0,0,0,0.270956145491701
DXY.Curncy,0,0.00504541738279625,0.0314626859816899,0,0,0.0301375276550867,-0.0573878959420111,0,0.0135920358849879,0.00708805011170783,0,0.0389618967568642,0,0,0,-0.0465133116415556
SPX.Index,0,-0.00479888407920286,0,0,0,0,0,0,0,0,-0.00672403007366428,0,0,0,0,-0.0463239080874482
VIX.Index,0,-0.237230264306767,-0.143417983607224,-0.0834318543533043,0,-0.253460141759949,0.165903706310813,-0.247753687591495,0.149509444775367,0.112467615272044,0.055779565084339,0.341350217385481,0.73670746255495,0,-7.12949959683888,0
