,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,ZEC,EOS,NEO,XLM,DOGE,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0319136595974115,0.266065703686923,0.185687584442204,-0.0319576129953824,0.0958312599191353,-0.0324746596994598,0,0.164609717080947,0,0.0185498486457922,0.0554313196501125,-0.203175628247166,0,0.0461691000467667,0,0,0,0,-0.0709440108397126
ETH,0,0,0.228061072993638,0,0.353611779179886,0.130229813069431,0.0177773841910371,0.0107611203841072,0,0.134203248877497,0,0.0236754009737195,0,0,0.065239338987248,0,0,0,0,0.073671016877426
XRP,0.269296345236529,0.0779524548525528,0,-0.343423630592957,0.164660649369591,0.0040541405537378,0.35132754709086,0.0522934119858304,0.0766191883847851,0,0,-0.107377796155602,-6.93889390390723e-18,0.414039447072833,-0.0399323210303649,0,0,0,0,0
LTC,1.07476451503317,0,-0.926295661585476,0,0.22601754833927,0,0.478180534985716,0.125621778167773,0,0,0.0418141562847413,-0.0305877961602154,0.153967833961633,0.38837580807096,-0.311642186091481,0,-1.42092442985527,0,0,-0.0219196958355603
ETC,0,0.607669992417628,0,0.167677157678183,0,0.155072249998081,0,0,0.215613437448259,-0.163959013391085,0,-0.181214620079434,-0.149370182286955,0.12168101031687,0,0,0,0,0,0
DASH,0.438391031305054,0,0,0.183561638957699,0.0959363937789942,0,0,-0.0474169105419098,0.376947324900883,0,0.00894591415881213,0.143557045346358,0,-0.196416939046869,0.0952378598985249,0,0,0,0,0
XEM,-1.43466976746852,0,1.80091787432421,1.00111340049407,-0.0716755829469541,0,0,-0.244290289801863,0.0328762668391984,0,0.0303144166725973,0.193807877299342,-0.395083305738985,-0.394936650101279,0.318354826663144,0,0.00127643381388634,0,0,0
MIOTA,0,-0.854885981723017,0,0.868879684805336,0.204564037375447,0,-0.264219104541581,0,-0.151921027730031,1.51905904713227,-0.0119876293977956,0,0.109734341148057,0.134445223939888,0.0792306821786964,0,0,0,0,0
XMR,0,0.0942848917661163,0,0,0,0.197762429973128,0,0,0,0,0.0604822725009754,0.0958730190933915,0.139874315155626,0.175188125649931,0,0,0,0,0,0
ZEC,0,0.606424539389961,0,-0.0817894027278211,0,0,0,0.22185964396336,0,0,0.0207607640332965,0.00709704517062712,0.0747245611774186,0,0.0184445721429778,0,0,0,0,0
EOS,0,0,0,-0.140075262554987,0,0,0,0,0,0,0,0.409570064043504,0,0,0.376168105994629,0,0,0,0,0
NEO,0,0,0,-0.255847385685806,0,0.573730674657213,0,0.467841945121049,0,0,0.0305078494088781,0,0.152156096492172,-0.0736220786888115,0.0577108376640666,0,0,0,0,-0.550730518670004
XLM,0,0,0,0.143924663175146,0,0,0,0,0.425833564755981,0.142971421674852,0.0758012500141465,0,0,0.223120061233025,0.166939404481178,0,0,0,0,-0.169542172754915
DOGE,0,0,0.648411195661012,0,0.112258160948626,0,0,0.0764608292242335,0,0,-0.047232128979627,-0.0467401606443541,0.0308736892773369,0,0.0899943272493891,0,0,0,0,0
DGB,2.65266995271791,0,-1.78024092664456,-1.27742049704281,0.116411380866242,-0.138110796347017,0.753209032130398,0.348019614880091,2.77555756156289e-17,0.557047729184809,-6.93889390390723e-18,-0.237079170397137,0.612230443806833,0.490453213710384,0,0,-1.45189965088283,0,0,0.187791197784712
BV010082.Index,0,0.0809317812603689,-0.152475424976496,0.0329913757736009,-0.0147499982965426,0,0.0218299524356165,-0.0119717730265627,0,4.33680868994202e-19,0.00548791079180555,0,0,0.0628011109260951,-0.0197261664399776,0,0,0,0,0.011447992949432
CVIX.Index,-0.0889818450412543,-0.0881978666270418,0,-0.0571939472936781,0.067509102123383,-0.0690209348453107,0.0399515565440046,0,0.054296446436875,0.0768003037167344,0.0151079732134141,0.0679172012815042,-0.062323834825241,0.0487489020336859,-0.0355993570025644,0,0,0,0,0
DXY.Curncy,0.0165875141911251,0,0,0.022342515743498,0.00331110981674911,0.00836888467180738,0,-0.00103309773818581,0,0.0160064689022968,6.83638836333816e-05,-0.0284517317442666,-0.0138056093664545,0,0,0,0,0,0,-0.0371877052946734
SPX.Index,0,-0.000472910556003237,0,-0.00769619823359853,-0.00979947990542876,0,-0.00474322204132164,0.00463193386478165,0,0,0.0012621474996096,0,0.00654081713009024,0,0,0,0,0,0,-0.0644078419342233
VIX.Index,0,-0.174493590135659,0.0470131882633755,-0.0889601084931719,0.186856844076581,0.16083571134434,0,-0.00482504311333638,0,0.0491634671354679,0.0383873687820092,-0.0390021741900088,-0.391053277778746,0,0.16095305637189,0,0,0,-10.114915771287,0
