,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.154478770304265,0,0,0.0699664231960562,0,0,0.0744897032755158,0.0671283423036752,0,0,0.0786139417818327,0.313594935183476,0,0.0501071484438499,0,0.193039489063482,0,0,-0.0385327898259649
ETH,0,0,0,0,0.176086065582438,0,0.468562586321383,0.0514655650081405,0,0,0.050506840156266,0,0,0,0.151860266033132,0,0,0,0,0
XRP,0,0,0,0,0.0931243257083613,0.400189715070489,0,0,0,0,0,0.166358996491542,0,0.0917567035936598,0,0,0,0,0,0
BCH,0,0.41046120359552,0,0,0,0,0,0.282096564665079,0,0,0.41478334512606,0,0,0.0358019584048516,-0.00378746153623772,0,0,0,0,-0.085664795777153
LTC,0,0.391182655930823,-0.241788106381899,0,0,0.624982084690594,-0.288536464615827,-0.205429499769679,-0.0972904626822934,0.220068403910746,0,0,0.106229555668094,0.326941994918575,0.0278768413182278,0,0,0,0,0.0555282429982679
ADA,0,0,0.643342297132987,0,0.0587467628670759,0,0,0,0,0.0942581614332162,0,0.101419172516879,0,0,0,0,0,0,0,0
XLM,0,0,0.0904871956129475,0,0.189465323374213,0.378957759711062,0,0,0,0,0,-0.0400011852510619,0,0.17065583486403,0.172932164644689,0,0,0,0,-0.0432238447038409
NEO,0.502046721461378,0.3527426656751,0,0.0311305753578905,0,-0.0305259099437759,-0.328568743470542,0,0.467776756895796,0,0,0.0242656777072319,0.319743475039571,0.158037805793979,-0.337191522000757,0,0.723576595638387,0,0,0.100551807936001
EOS,0,0,0.0200254113282993,0.014119322148475,-0.206415669012364,-1.73472347597681e-18,0.398412595564225,0.0489618738083146,0,0,-0.410081221327849,0.136727174472588,0.75381459841676,0.298082737298215,-0.0949742478103623,0,0,0,0,0.0355931688770442
MIOTA,0,0,-0.0754027186764584,0.136323645405815,0.13937765871589,0,0,0,0.491931000375902,0,0,0.0942790125849832,0.138809673799975,0,0.095580209332271,0,0.699151843404249,0,0,-0.0901788548794717
DASH,0,0.211766095267157,0.113965459729179,0,0,0,0,0.0742890548571969,0,0,0,0,0.539654765291682,0.0269133501120121,0,0,0,0,0,0
XEM,0.613219204709761,-0.791539085067475,0.580803306181986,-0.152090875814993,0.317923803719345,0,-0.0919224051949568,0.0293361915498875,0,3.46944695195361e-18,0,0,0,0.219835553818864,0.0745775224374533,0,0,0,0,0
XMR,0.474350734362968,-0.0264567025308332,0,0,0.165295507233669,0,0,0.14297506579767,0,0.0128632704103599,0.32958724728596,-0.0200488078799012,0,-0.00770279106108769,0.0245790208007257,0,0,0,0,2.71050543121376e-20
ETC,0,0.262524474664211,-0.00280927297662671,0.465009428399185,-0.258685161134677,0,0,0,0.433598189899922,0.34678402977224,0,0.0170416664251278,-0.210352748818228,0,0,0,0,0,0,0.0516364464136993
TRX,0,0,-0.103578725722061,0,0,0,0.343092280282699,0,0,0.50614563261657,0,0.309427430234603,0,0,0,0,0,0,0,0.0948070642893297
BV010082.Index,0,0.104801186731356,-0.0705330691055568,0,-0.00217395449049107,-0.0371819531758863,-0.117109073030143,-0.0732376151542402,0.106556465002038,0.0926350850448981,0.0774821172382647,0.0197875162076946,-6.93889390390723e-18,-0.0731274787358079,0,0,0,0,0,-0.0540268826129424
CVIX.Index,0,0,0.141834719563185,-0.0866052766945804,0.0563068756296108,0,-0.111783283727045,0,0,0.113029589085946,-0.160211538681003,0.0749854524594968,0,-0.011861615280811,-0.00782772340745419,0,0,0,0,0.0360807354417984
DXY.Curncy,-0.00587512030366135,-0.0114277572828085,0,0.0517492732189539,-0.0193315294081244,0.0255577049356708,0.0232219505537974,0,-0.0787981939264947,-0.00616098434803464,0,-0.00604379936974022,2.16840434497101e-19,0.01642539729244,0.0138498590936558,-0.022604643274023,0,0,0,0.0107961428117224
SPX.Index,0,0,0,0.0120602896984319,0,0,0.0292324752964311,0.0548372456383409,-0.0720975171790523,0,-0.00657106557976144,0.0599081410526993,0,0,-0.0825774182562362,0,0,0,0,-0.0701203948295949
VIX.Index,-1.49030367357374,-8.67361737988404e-19,-0.694794945219874,0.177307901157077,0.311050057628926,0,0,0.0753852129556172,0.0386077498015939,0,0.771798793973097,0.503627480793163,0,0.223777124827994,0,-4.78005936430169,0,0,-4.59641220719464,0
