,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.182406795157494,-0.0477738428149358,0,0.309092019941121,0.136819631592956,0,0.0567678482352468,0,0.0462890377217599,0,0.132858681064595,0,0,0,0,0,0
ETH,0.0824615462103412,0,0,0.287818524537553,0,0,0.136469808001837,0.00629204797742597,0,0,0.0833552034993227,0.261206086093717,0,0.136484766615262,0,0,0,0,0,0
XRP,0,0.131909418201488,0,0.076529680974204,0,0.222086177279303,0.0416272611820868,0.0338002135738167,0,0,0,0.111248299125203,0,0.093615506460883,0.0226950446111632,0,0.00680059027858818,0,0,0.00514269021627313
BCH,0.0606562727505523,0.217523150678303,0,0,0.215344123444366,0.0158346872860476,0,0,0.115444910744561,0.0986451769723932,0.255636532902595,0,0,0,0.0521150343447514,0,0,0,0,0
BSV,0,0,0.915853134382859,1.45164526046927,0,0.109773484194818,0.0906907238262159,0,0,-0.517864097928163,-0.027557929325823,0.270612719881765,-1.54288302356746,0,-0.0285467683092484,-0.216980540113847,0.217367600252969,0,0,-0.0126421743333708
LTC,0,0.104480431683006,0.0228491470478912,-0.00000000000000000346944695195361,0.00860298394622443,0,0.343431210670324,0,0.261250386306797,0.0419148758363463,0,0.184742976873026,0,0,0,0,0,0,0,-0.0101355231724175
EOS,0,0.0925647558566013,0.0281330698452832,0,0.096570073927339,0.292096254467279,0,0,0.268412956089978,0.0536408291056607,-0.00000000000000000346944695195361,0.265682003793704,0,-0.165437467526015,0.0488794633313538,-0.137423551340564,0,0,0,-0.083419823295691
BNB,0.141079684335301,0.151752433328686,0,0.186487855190583,-0.0423561917841108,0,0.00379467968145081,0,0,0.0281918699202737,0.137171636423991,0.149209483197958,0,0.109139033228224,0.118483560914202,-0.188027752406658,-0.00652247902456061,0,0,-0.0256573555159251
ADA,0,0.140489489325708,0,0.0092592825577456,0,0.283806572837623,0,0.163881670562136,0,0,0,0.199774417207398,0,0.117804079530829,0,0,0,0,0,0
ETC,0,0,0,0.370360181626735,0,0.185349001268955,0,0,0,0,0,0.0637950033816623,0,0,0.479015772826295,0,0.0773085440131934,0,0,0
XMR,0.0711637025246145,-0.0271714984458763,0,0.0925340800894195,-0.045077989763631,0,0.0763143160383542,0.134929627686192,0.371129258404491,0,0,0.08542325464836,0.112784360873938,0.0523068119818786,0,-0.042012114683705,-0.0424627410035347,0,0,0
TRX,0,0.119227266725289,0.2020060124747,0.0867767777817615,0,0.0889069987590907,0,0,0.403934971102618,0.0200933903051254,0,0,0,0.0186454445946571,0.0849290542618816,0,0,0,0,0
XLM,0.21555431163367,0,0,0.078911089925145,0,0,0,0.137110033911098,0.0560711021643232,0,0.114076359813398,0,0,0,0.16359578548104,0,0,0,0,0
XTZ,0.176253337586217,0.146051588982008,0,0.429601204088985,-0.0791021206513199,0,0,0.342240184499639,0,-0.431278610529052,0.34683002429685,0,-0.0000000000000000138777878078145,0,0.143851130713438,-0.0705715231237862,0,0,0,0
DASH,0,0,0,0,0.258816546169821,0,0.203125999713008,0.428659280826034,-0.284099241733947,0.0606630371275344,-0.00000000000000000346944695195361,0.369494315596299,-0.546869113865048,0.134681561326122,0,-0.0695336392486076,0.132675911887936,0,0,0.0188854564877763
BV010082.INDEX,0,0.667348473302715,0,0,0.0319053011354369,0,-0.513545905751153,-1.06211018255502,0,0.894789239210726,0,0,0,-0.180440841991032,0,0,0.0720539776969977,0,0,-0.0807664163677206
CVIX.INDEX,0,-0.25903642965677,0,0,0.0675888984501828,0,-0.216884487461047,0,0,0.489595770521922,0,-0.0339682991104292,0,0,-0.0751122153659757,0.242524522781784,0,0,-2.1178872399421,0
DXY.INDEX,0,0,-0.0471392478559996,0,0.00340953609998967,-0.0259411832678005,0,0,0,0,0,0.0306154305157261,0.0503592435892209,-0.0059283714387118,-0.00196940076280136,0.0511120224468348,-0.0233933418115719,0,0,0.00265435315179989
SPX.INDEX,0,0,-0.0298956334894346,0,0,0.0268069757573546,0.0117535936754109,0.0244816280922762,0,0.0410660553658133,0,0,0,-0.0373673677556211,-0.00713907849533571,0.0669481066478329,-0.156894447917593,0,0,-0.12482617105976
VIX.INDEX,0,0.321814184418412,-0.0535948134752274,-0.256938414703543,0.177831404260946,0,0,0.244533227114043,0,0,0,0,-0.488587593978016,0.152901252268776,-0.283076867002892,-0.127363605251154,0.0627024056424113,0,-3.47403563184763,0
