,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.088583465693587,0,0.404532837646985,0.0137099405638768,0,0.0569212223144188,0.143898086084732,0,0.0497442860088473,0,0,0,0.048589014238686,0,0,0,0,0,0
ETH,0,0,0.126967706608441,0,0.0474597592803837,0,0.235338443114344,0,0,0.0267020287329144,0.151218146686308,0.114840266767533,0,0.288114591738435,0.0409336198049848,0.0473105166759349,0.00197746095139195,0,0,0
XRP,0,0.144982805440801,0,0,0,0,0,0.239301502036584,0.29970264214781,-0.0849889171966654,0,0.155629806321379,0.0677927166019519,0,0,0,-0.0120889993557462,0,0,0.00692190009137241
BCH,0,0.479219149831643,0,0,0.17679157015873,0,0,0,0,0,0.150825863567901,0.171230260851656,0,0.0154410339751758,0,0,0,0,0,0
BSV,0,0,0,0.382504180576368,0,0,0.0826005000959148,0,0,0.357644287681901,0,0,0,0,0.188937857217165,0,-0.0782453221625447,0,0,0
LTC,0,0,0,0.035948595170221,0.0251387668089036,0,0.125986360825622,0,0.388667018627503,0.0492323348726189,0,0.29816809084983,0,0,0.0584379950742438,0,0,0,0,-0.00471940688911617
EOS,0,0.154175275137326,0,0.297294802975179,0,0,0,0.0317089625053469,0.0941799260994686,0.252744386531697,0,0.102634292330276,0,-0.108093459045955,0.113305861620435,0,0,0,0,0
BNB,0.00620661092237516,0.217626246403043,0,0.258559696517708,0,0,0,0,0.227626655719838,0,0.146860349823242,0,0,0.0552151827981064,0.0681282864656603,0,-0.0360769208661802,0,0,0
ADA,0,0,0,0.0661871475450645,0,0.494072512980802,0.143642506723345,0.0290879315760303,0,0,0.0356305952231533,-0.00000000000000000010842021724855,0,0.199328738806027,0,-0.00172924293503463,0,0,0,0
ETC,0,0,0.321469388870955,-0.0962620236437967,0.111869636648124,0.349922180744186,0.456172408631461,0,0,0,0,0,0,-0.0665071579011562,-0.0110153533658234,0.0419830231552741,0.0976525374005276,0,0.321973298636651,0.0539667562827274
XMR,0.197843019004198,0,0,0,-0.0330408962547807,0,0.0419088554250628,0,0.3389911435492,0,0,0.0482774166683561,0.416252875876399,-0.000000000000000000867361737988404,0,-0.0749116610669281,-0.058942330807956,0,0,-0.0234111793087515
TRX,0,0.151862976296624,0,0,0.0679533505540786,0.149044738148672,0,0.0650757148391379,0.0234751016324975,0.255965351385996,0.214232987792459,0,0,0.0295599504018647,0.0247261092836639,0,-0.00846356226862749,0,0,0
XLM,0,0,0,0.416384462454672,0,0,0,0,0,0.00000000000000000346944695195361,0.0330393854775559,0.29683268912713,0,0.117694195670114,-0.0058084491277757,-0.0548688755931122,0.00597071328442176,0,0,0
XTZ,0,0.450430078957984,0,0,0.0660226200945169,0,0,0.288314051462483,0,-0.209136282151539,0,0,0.61733358165616,0,0,-0.198594618165106,0,0,0,-0.0424563099227398
DASH,0,0,0,0,0,0,0.289019063635316,0.0393540665130749,0,0.161693369558071,0,0,0.310410782440445,0.0947767743443729,0,-0.0939288676131902,0,0,0,-0.0123108692407864
BV010082.INDEX,0.210447376172499,0.806393094053174,0,0,0.291731138773157,0,-2.11319032988816,-0.0561854731004081,0.27472242615032,0.574597250160443,0,0.999968743033359,0,-0.926924458085748,-0.22674467411761,0,0.0924719136761256,0,0,-0.162458875115515
CVIX.INDEX,0,0,-1.43224677176049,-0.737061138262122,0,1.09032596595361,0,0,0,0,0.0000000000000000277555756156289,0,0,0.541189349964831,0.23457052513499,0.536931654606341,0,0,-1.08420883961191,0.307350393707781
DXY.INDEX,0.0871405051940456,0.0282088134380133,-0.206346415562215,0,0,0,0,0.0107975116451035,0,0.024514381922782,0,0.0228957268651854,0.0112209611076262,0,0,0,-0.0243215740813176,0,-0.0212806314164666,-0.00485873637443901
SPX.INDEX,0,0,0,-0.352644800533445,0,0,0,0,0,-0.108899606358801,-0.254786295718253,0.166084347670418,0,0.309971182242191,0.210981915888512,0.20735539632659,-0.036221988948195,-0.331046683312089,0,-0.221531568034235
VIX.INDEX,0,0.425262102066651,0,0,0,0,-0.750180480070928,-1.00258921926461,0,-0.365588840362886,-0.889943252982113,0.272339760876234,1.19973782006702,0.601694225308952,0.41772116441286,0.292877889148718,-0.154606157274002,0,-1.83353739476064,0
