,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.224203686306053,0,0,0.0296990494900152,0,0,0.215205428633111,0,0,0.0322769163345656,0.0000000000000000138777878078145,0.18028233073607,0,0,0,0,0,0,0
ETH,0.073500141804782,0,0,0.281170085647001,0.0910931107788226,0,0,0.126463942205756,0,0,0.0504704848015443,0.239584395983666,0,0.0229302045071356,0,0,0,0,0,0.00780063085563582
XRP,0,0,0,0.0414240827771675,0.0136542366393741,0,0,0.156802081953865,0.0129624050117915,0,0.231216751104294,0.231349766670565,0.0591472555015134,0.0983271315771381,0.0530573115908584,0,0,0,0,0
BCH,-0.0902378524991607,0.385378047324711,0.0339485271185367,0,0.216926364754461,0.276420972974621,0,-0.0684014043821945,0,0.213602220435642,0,0.0291777915552062,0,0.0443048865756902,-0.114914697075644,0,0,0,0,0
BSV,0,0,0,0.531721948661841,0,0,0,0.00000000000000000173472347597681,0.00205090764015806,0.137907841184603,0.30466261980292,0,0,0.0600209830338051,0.158898423970972,0,0,0,0,-0.0616373833521302
LTC,0.104844899154287,0,0,0.0704300274724117,0.0875390638159779,0,0.278666116688019,0.0448685729468408,0,0.0642605664269116,0.114858711564779,0.0273211588467001,0.0804479408338144,0.0810132350226134,-0.0801906029703912,0,0,0,0,0
EOS,0,0.316754039633834,0,0,0.037741099251355,0.0994638952565809,0,0,0.0670824773960267,0.144022661361984,0.0877783527213008,0.094607122117866,0.0808863186794849,0.00000000000000000010842021724855,0,0,0,0,0,0
BNB,0.288856200639176,0.0971207933369939,0.165460080072353,0,0.0418165731200994,0,0,0,0.167282256172734,0.026232375115699,0,0,0,-0.0105880585785708,0.224640044170456,0.148467731183648,0,0,0,0.0627806668662197
ADA,0.147582690741012,0.106182254615513,0,0,-0.126299141399773,0,0,0.284804078559598,0,-0.00807414611734227,0,0.0000952657509644059,0.318737739722458,0.256583647609048,0.125675583288332,0,0,0,0,0
ETC,-0.171759948982724,0,0,0,0,0.401243405655739,0.482817236693031,0,0.0396475422619594,0,-0.00000000000000000173472347597681,0,0,0,0.248234089237855,0,0.0651846233225083,0,0,-0.0714168529771935
XMR,0,0.201303057140949,0.198169506846368,0,0,0,0.0990579459593865,0.274367309692902,0.0443775204088071,0,0,0.0348083564614812,0.0241471458425813,0,0,0,0,0,0,0.0380699423949312
TRX,0,0.00966954675105989,0.227047273095082,0.182544561436193,0,0.0896263887370396,0,0.146517923642723,0.0784020967234932,0.186185710636291,0,0,0.00952920657144245,0.0648750449868628,0,0,0,0,0,0
XLM,0,0,0.0810055037185855,0.103627248656728,0,0,0.134061969937614,0.0271798420627006,0.170255170558734,0.132639697318107,0,0,0,0,0.242321869600863,0,0,0,0,-0.0156953184330768
XTZ,0,0.436068745827753,0,0,0,0.0508125122727838,0.151297151650934,0.174070261814386,-0.213932221172106,-0.00000000000000000346944695195361,0,0,0.27038786535378,0,0.0852815118075621,0,0,0,0,0
DASH,0.000000000000000000867361737988404,0,0,0,0.24100768327036,0,0,0.317982929825034,0,0.0816541651889478,0,0.00321476642164332,0,0.212617867136864,0,0,0.118108250468577,0,0.132166727444598,0.0462035560864812
BV010082.INDEX,0.123192870923629,0,0,0,0.0332570412484678,0,-0.31479505678226,0.0424531907672303,-0.0652129168940054,0,-0.0093326557754656,0.084367498705688,0.0843176059039829,0.120027197780199,-0.223870073937455,0,0,0,0,0.0528913519554143
CVIX.INDEX,0,0,-0.036091107233003,-0.126709584789274,-0.392912446974944,0,-0.107558306087637,0.291871603123758,-0.102341471142845,0,0.127114474084559,0,0,0.489240096118618,0,-1.03195465993808,0,0,0,-0.120762435127912
DXY.INDEX,0,0,0,0,0.0231714486718025,-0.101156215960866,0.030459634317555,0.0111842824977518,-0.0548764870607523,-0.00885974066023221,0,0.0353104800903072,0.0531535599020115,-0.032055098441291,0.0290402163333228,-0.00000000000000000173472347597681,0.0692798542325722,0,-0.125059501542056,-0.0383088470267163
SPX.INDEX,0,0,-0.375687242962201,-0.810719606292293,0.310861091960339,0.541291649878061,0,-0.0268081096946133,0.25753160521705,0.100836478980739,-0.207589680805723,-0.0133687086792606,0.0595453172477052,0,0.0432627486198688,0,-0.00834624719377941,0,0,-0.176859979529039
VIX.INDEX,0,0,-0.507335678522903,-0.522794264565616,0,1.54871076746421,0,-1.26036543221205,0.748276985890824,-0.387072088295674,0,0.329923046508359,-0.1480638771299,-0.392895998839246,0.114106487166029,0,0,0,-1.8396109503481,0
