BTC,ETH,BNB,DOT,ADA,XRP,LTC,LINK,BCH,XLM,UNI,DOGE,WBTC,ATOM,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
0,0.0400183941441522,0,-2.16840434497101e-19,0,0,0,0,-3.46944695195361e-18,0.037923291561697,0.00516480405147747,0.0155732675452223,0.761185787139384,0,0,0,0,0,0,0
0,0,0.0163718315583142,6.93889390390723e-18,0.053633587016056,0.0165172901777042,0,0.0836079320512073,0.207826182437562,0,0.0857279973460535,0,0.507537325143743,0.0783323643665727,0,0,0,0,0,0
0,0.198546938694541,0,0,0,0.270104898709473,0,0.334798584850572,0,-0.0138000470656218,-0.434185709915578,0.0225629252119376,0,0.173701695610649,-0.0787528868099002,0,0,0,0,0.131733777381458
0.0644337068706992,0.0767882345255669,0,0,0,0,0,-0.0577858672800655,0.21846240451675,0.068357263655804,0,0.031157727618608,0,0,0,0,0,0,0,-0.0224852718060544
0,0.314848388650211,0,0,0,-0.0383573923240965,0,0.0445191054632194,0,0.234202834710568,0,0.0601223176097252,0,0.0548475777941998,0.0848371387990671,0,0,0,0,0.0453806493514462
0,0,0,0,0,0,0.284857262497975,0.201058951985753,-6.93889390390723e-18,0.059257415239198,-0.0705630072790725,0.0476402025610734,0,-0.165509839966251,0.180437272497559,0,0,0,0,0
0,0.401188940039803,0.0143849938572981,0.00556448072198494,0,0.0353327363404417,0,0,0.126657297809929,0,0.10452439891628,0,0.182299596973813,0.134422142645185,0.0321917298439163,0,0,0,0,-0.104310751703755
0,0.150282513320795,0.0698719717313773,0.0946025822451968,-0.078041923030967,0.00996991213687684,0,0,0,0.338161037607019,0.0960384170427068,0,0,0,0.146214105906228,0,0,0,0,0
0,0.194813672203735,0,-0.121632751553246,0,0,0.499174030114492,0,0,0.0623201942252224,0.0856204680770351,0.0207176421406678,0.179647483773805,0.057647335538738,0.0667858794775151,0,-0.425535052649582,0,0,-0.107777302660255
0,0.269959558331867,0.0759652474290473,0,0.199793353260212,0,0.119162494008352,0.0510315552055689,0.0479209581209185,0,0.014425477028182,0.0511949119799212,0,0.0574881957321164,0.152979968187776,0,0,0,0,0.0178226343536269
0,0,-0.0657749573407859,0.340197127941164,0.0609881029010463,0,0,0.339530860564356,0.0211817787615737,0.00247194123325884,0,-0.0183443455162123,0,0.115263490637432,-0.0458251333502715,0,0,0,0,0.177093259172693
0,0,-0.0665945846656888,0.619364034995618,-0.273261562085708,-0.62280758880223,0,0.717860261159084,0,0,-0.462696073319847,0,0,-0.0838459266947232,0,0,0,0,0,0.172663595039798
0.819547450885864,0.0442667883941828,0.0214056680178685,0,0,0,0.0176975604589511,0.00432202652390622,0.0278227535453743,0,0.0182669986206252,0.00691419179430433,0,0,0,0,0,0,0,0
0,0.0737439766439562,-0.0176522796417962,0.125579540079293,0.159307756545243,0,0,0.102827446350784,0.175527995494168,0,-0.0222299916729529,0.0796660910660614,0,0,0.240947159390974,0,0,0,0,0
0,0,0.0379718687864817,0.056251591618414,0.295797641564723,0.0748072541977783,0.297317352887435,0.112415742942917,0.171285892300975,0,0.0402898831923114,-0.00782737178031151,0,0,0,0,0,0,0,0
0,-0.0168011134905446,0.00920382126489393,0.00650146477811923,-0.0159992527588709,-0.0156404993190289,0.0312135348146546,0,0.0100766359514752,0,0.000742092465997921,-2.11758236813575e-22,0,0,-0.0228441466469272,0,-0.102930403984028,0,0,0.00453656417625336
0,0.0191866117627214,0,-0.0812007423098352,0.0787418001941829,-0.0908615022109752,0,0.0116091089773027,0,0,0,0.0103019662521815,0,0,-0.118792265038267,0,0,0,0,0.0140430940869129
0,0,-0.0114794282208396,0.00397775327974542,0,0.0091466530493002,0,0,0.0104517927135217,-0.00718801497117573,0,0.00173440436747605,0,0.00292485366626931,-0.0088574678597025,0,0,0,0,0.00909470069284967
0,0,0.00384066910038912,-0.0125926395734606,0.00952734808312266,-0.0159923609353593,0,0,0.00583380617186092,0,0,-0.0190921912446151,0.016851217753907,0,-0.0137294304260082,0,-0.0502754264108627,0,0,-0.0942249604504654
-0.114027442195834,-0.285486013000671,0.0980282077262813,-0.065716163796985,-0.0151170249977886,0,0,-0.0293225302540903,0,0,0.0793278048240837,-0.0596834496578986,0,0.132935950954624,0,0,0,0,-4.61035319765802,0
