,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0443886136608089,0,0.171972098573277,0.186480307764904,0,0.0674318173958095,0.111787160981475,0,0,0.139886274148312,0,0,0.0834283256734355,0,0,0,0,0,0
ETH,0.102536495520953,0,0,0.0311758041258446,0.00509001310968944,0,0,0,0.0585774688960032,0.0258200644073765,0,0.256424998401035,0.345837422845534,0.16569840404425,0.103589462272753,0,0.0168473518284588,0,0,0
XRP,0,0.169119803966281,0,0,0,0,0,0.0414657681961244,0.352926691203733,0,0,0.176951201982244,0.0657579257201381,0.0298338931330055,0,0,-0.0159444035095832,0,0,0
BCH,0.184092201643839,0.144998817221482,0.0143136572682443,0,0.16368447613507,0.126999581804152,0,0.0677389034420482,0.00130226438166318,0.19897695385987,0.0599479871220736,0.109938006162304,0,0,0,0,0,0,0,0
BSV,0,0,0,0.328557878316296,0,-0.0425252091251337,0.245270428207295,0.140286734211151,0,0.322138665333431,0,0,0,-0.0735406642895611,0.150438808053438,-0.0383171645403995,0,0,0,-0.0708449693398247
LTC,0,0,0.0772707689275809,0,0.188177492919204,0,0.184696597574614,0,0.342963762977697,0.0807934017192169,0,0,0,0,0.0280724797813395,0,0,0,0,0
EOS,0,0.0736231429928816,0,0.214282071067627,0,0.029355700269329,0,0.0171554523522138,0.010196612763067,0.301605813844041,0.109987174333718,0.12422794022292,0,-0.0340276017475835,0.0914937480712991,0,0,0,0,0
BNB,0.0646425325663362,0,0,0.197184752340126,0,0,0,0,0,0,0.323587668050216,0.228070930788802,0.0434159481673911,0.0830628030944805,0.0634651533016359,0,0,0,0,-0.013792858976051
ADA,0,0,0,0.0974711758713979,0,0.474409828956226,0.0272167469182655,0.0859688297610538,0,0,0.035546647742425,0.0819047354996263,0,0.159460833518051,0,0,0,0,0,0
ETC,0,0.0000000000000000277555756156289,0,0,0.0787475799691671,0.369009712457114,0.355304308586104,0,0,0,0,0.15211754105153,0,-0.0184782779701237,0.0546659996677195,0.0662204439314272,0.0705331795434647,0,0,0
XMR,0.0990136047226989,0,0,0,0,0,0.170816383004726,0.0495769274189077,0.321025952126659,0,0,0.124499021653327,0.0650928413844783,0.0912165678031162,0,0,-0.0405889192996919,0,0,-0.000000000000000000433680868994202
TRX,0,0.162693210819836,0,0.0658257212973877,0.0710459634587726,0,0,0,0.225546855348704,0.245536336314465,0.144694613916369,0,0,0.0293418659277518,0.0121947495843078,0,-0.00239249158705598,0,0,0
XLM,0,0,0.179184059741003,0.101446768922108,0.0747002841531341,0,0,0,0,0,0.153649504246291,0.322929815969738,0,0,-0.0167856350505166,-0.0112529935880287,0,0,0,0
XTZ,0,0.275368775207298,0,0,0,0,0,0.525255637797922,0,-0.131655555748419,0.197849489349558,0,0.222190084531305,0,0,-0.0813767264824228,0,0,0,0
DASH,0,0,0,0,0.0276820952443255,0,0.340326350909095,0,0,0.228736797221747,0,0.0164513316475891,0.0923378104309424,0.165411736376544,0,0,0,0,0,-0.00707963621525928
BV010082.INDEX,0,0.788122601041403,0.213944121233919,0,0.438090555897207,0,-1.90614723547071,-0.255495155240159,0,0.642873042565407,0.411135753990343,0.346465348381902,0,-0.567277376359494,-0.299206352911609,0,0.0585040336183748,0,0,-0.129021899345229
CVIX.INDEX,0,-0.231409444891796,0,0,0,0.349666927394301,-0.316872512302156,0,0,0,-0.482954469715804,0,0,0.704032170634043,0.142810296468287,0.545847500040066,0,0,-1.11954596634842,0.235809079651275
DXY.INDEX,0,0.0205140719621382,-0.174289488937451,0,0.046064303125253,0,0,-0.0057635191281221,-0.00591855138938577,0,0,0,0.072830334513711,0.034431761252112,0,0.00889207834589071,-0.0258369906767887,0,-0.0339923078307795,-0.0125658234840234
SPX.INDEX,0,0,0,-0.114960284390377,-0.136025335802927,0,0,0,0,-0.134195477759032,-0.29519168649053,0.15717865386207,0,0.267944563914832,0.219114967043217,0.189954281286546,-0.0461474129738375,0,0,-0.219236044818047
VIX.INDEX,-0.171838347917545,0.0946605383312401,0,0,0,-0.0950128899056197,0,0,0,-0.878057122051549,-0.492111734121867,0,0.459623733611677,0.69390564409798,0,0.205396289390428,-0.0198811867153829,0,-1.55388270085917,0
