,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0264978539457386,0,0,0,0.287070335037604,0,0.230919240621097,0,0,0.156764252955322,0.274701823279579,-0.191596477205013,0,0,0,0,0,0,0
ETH,0.0938037866058069,0,0,0,0.325340820872867,0.0202164304444377,0,0.0245843704175512,0,0.0340888694277412,0.188378762739421,0.0906067270934543,0,0.0343854119459345,0.208251652457057,0,0,0,0,0.0127443794216962
XRP,0,0,0,0,0,0,0.366431433248946,0,0.0556916464056694,0.0562445025118848,0,0.163748795528036,0.0842756321555543,0.0242294610110847,0,0,0.00766568275359253,0,0,0.021721078584262
BCH,-0.011016492533038,0,0,0,0.54180920349941,0.042203052269265,0.0824184068976524,0,0,0.150941719913219,0.110581000626923,0.0676399883099576,-0.118026739202015,-0.131364129320478,0.339851927817221,0,0,0,0,0.0238021698712196
BSV,0.185608752347534,0.169551287707722,0,0.425784208314947,0,0.0773754445451205,0.122730847539168,0,-0.0705047349734934,0.00000000000000000173472347597681,0.0346950820414812,0,0,0,0,0,0,0,0,-0.0557181079458733
LTC,0.0715248759149253,0.159531962648552,0.228046145299276,0,0.160835093625453,0,0.10467857025324,0,0,0.0416014336073552,0.0282328554775035,0.0941251854972989,0,0.00756527821231579,0,0,0,0,0,0
EOS,0,0,0,0.0539946202339963,0.0186720256429093,0.440152652036987,0,0,0.0337383813745817,0.0780280618839755,0.0868433094617716,0.152439908617533,0,0,0.107598990783548,0,0,0,0,0.0295074904964113
BNB,0.162770196692462,0.277659349542305,0,0.0480143077305743,0.174831117493507,0,0.0620599113611947,0,0,0,0,0.00224965658023329,0.0747436137488802,0,0,0,-0.00723185455368159,0,0,0.022035517126366
ADA,0,0.464714875960046,0,0,0,0,0,0,0,-0.0242007403090924,0,0.255355049582763,0.342329667860977,0.208311433922514,0,0,-0.0912334625429418,0,0,-0.023620575421852
ETC,0,0,0,0.325176461708568,-0.0298926913139535,0.0538275901295006,0.131819209327619,0.425952697890067,-0.0425954812590372,0,0.185300988432226,0,-0.0608431616184919,0.000210372859954636,0.181371320447938,0,0,0,0,0
XMR,0.0731860691636516,0.152101205208621,0,0,0,0.232764933622357,0.13480885588428,0.0702786455188355,0,0.0185937491198259,0,0,0.0600516035771637,0.160419064803819,0,0,0,0,0,0.0235572971846554
TRX,0,0,0,0.315598899775383,-0.0611367706977618,0.153160708553765,0.149027410916322,0.110643428956965,0.0895563565872999,0.181797360628926,0,0,0.129179640548091,0.0158094801547928,0,0.184874504538096,0,0,0,-0.0273888674055255
XLM,0,0.0903238084594966,0,0,0.147542958103774,0,0,0,0.283867388968187,0.0746760258712165,0,0.0932502651866693,0,0.0172135037172331,0.15651738910228,0,0,0,0,0
XTZ,0.0470914998773173,0,0,0,0,0,0.157109791764129,0,-0.1254502010861,0.0198294210627896,0.0451720538278336,0,0.270899860416928,0,0.508527373035295,0,-0.103487218621871,0,0,0.0244484723552364
DASH,-0.0681296241747971,0.0496683964534174,0,0.0670228596466272,-0.12746637355961,0,0,0.823308198611481,-0.0553215363061966,0,0.0404212800618029,0,0,0.134622549578384,0,0,0.0703119317774688,0,0,0.0208485604014235
BV010082.INDEX,-0.128828058376661,0,0,-0.116365281840313,0.0860152460526658,0,0,0,0,-0.0647549992247721,0.148536836544716,0.193347947976427,0,0.0964886705351878,-0.311840004867603,0,0,0,0,0.0153734353275915
CVIX.INDEX,0,0,-0.277683976551923,0,-0.17585284815752,0,0,-0.195152614243305,0,0.184709641079008,0.220242660600953,0,0,0.148349878153179,0,0,0,0,-1.61571493389343,-0.324915309337153
DXY.INDEX,0,0,0,0,-0.0113749141449889,0,0,-0.0693180529890762,0.0235780622134236,-0.0543444232373164,-0.0353608867146924,0.0671302468002841,0,0.0341978031770025,0,0,0.0273446030613765,0,-0.113579086953227,0
SPX.INDEX,-0.0577501101591735,0,-0.0116935233533684,0,0,0,0,0.182532700042509,0.0273832558030496,-0.00000000000000000693889390390723,0,0,0,-0.0152242618055131,-0.198807922084318,0,-0.182698904075581,0,0,-0.173630544199155
VIX.INDEX,0.10753759247966,0,-0.0362838191892189,-0.194091256945853,0,0,0.567612638312171,0,0.218461362935499,-0.14992253833951,0.203943746797987,0,0,-0.526806790607453,-0.419550027380586,0,-0.377460510081885,0,-4.29801233902793,0
