,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.150656850506545,0,0,0.0380205419950989,0,0,0.148165480269768,0,0.00000000000000000693889390390723,0.131134387482471,0.0924952384840703,0.131620863391082,0.0385285006838073,0,0,0,0,0,0.0431468970261386
ETH,0.0403966596998267,0,0,0.335324414908727,0.0889532887567353,0,0,0.15871154531429,0,0.00880697072543816,0.0597951554707494,0.0982247357270051,0,0.115605100865758,0,0,0,0,0,0.0226155843626085
XRP,0,0.000000000000000000867361737988404,0,0,0,0,0.262404192809595,0,0.0888438000952758,0.051389118676798,0.121086202910381,0.0996232355083823,0.0422988612789978,0.0593582557238547,0,0,0.113111576167572,0,0,0.0014622550768999
BCH,0.00000000000000000693889390390723,0.372995560696858,0.0833087173219953,0,0.248527384921685,0.201622586815125,0,-0.0633390483673578,0.0379833152721654,0.0143479036103025,0,0.0661675738596015,0,0.0697301224321763,-0.0431073002895048,0,0,0,0,0
BSV,0,0,0,0.528456970608508,0,0,0,0,0.00981033732548945,0.138051232722765,0.304443885008608,0,0,0.060598822887354,0.153128129316571,0,0,0,0,-0.0593275440203966
LTC,0,0.062564658191319,0,0.140172539796312,0.0715186328335884,0,0.286626116966829,0.071828772578604,0.0206826665231743,0.027267624469394,0.107565793268468,0.0357381993361825,0.0165265139727148,0.0130344301323717,0,0,0,0,0,0
EOS,0,0.316757551923099,0,0,0.0377373159801867,0.0994621787810936,0,0,0.0670805135663564,0.144011314818559,0.0877793470085974,0.0946092227447267,0.080893804731278,0,0,0,0,0,0,0
BNB,0.388139623049165,0,0,-0.00000000000000000173472347597681,0.0742469000333712,0.0486587011907013,0,0,0.144904588167098,0.0309103413546104,0,0,0.0226315747081213,0.0119653899191919,0.247075113971737,0.141565546352352,0,0,0,0.0758719402241814
ADA,0.119179988281054,0.0411371877179159,0,0,-0.0481267209107341,0,0,0.310882747219299,0,-0.0100633089173158,0,0.0432709975444682,0.297073740774933,0.270454522586959,0.136927342158622,0,0,0,0,0
ETC,0,0.182238786032392,0,0.222578616823259,0,0.0384638888006561,-0.000000000000000000867361737988404,0.348205066518931,-0.0366521340763582,0,0.0920081659597399,0,0,0.0808680966763178,0.122967785236759,0,0,0,0,0
XMR,0,0.106240023386543,0,0,0,0,0.270231379783051,0.274505663763,0,0.031460154067994,0,0.0988743228644307,0.0676831271671599,0.0159559833377715,0,0,0,0,0,0.0450159640503734
TRX,0.0398550731639215,0.0156524656353993,0,0.158528415808985,0,0.248240302149463,0.00000000000000000173472347597681,0,0.140036794914208,0.217858844360526,0.0563267782990897,0,0.100036033448446,0,0,0,0,0,0,0
XLM,0,0,0.153119164635416,0,0.0979459733615457,0,0.0821931418281403,0,0.187914075207442,0.1419524438527,0,0,0,0,0.260604575328176,0,0,0,0,-0.0128396259163143
XTZ,0.0575896122021082,0.269441212502775,0.142135777616774,0,0,0.202002415594692,0,0.199770018390197,-0.21068683762232,-0.00000000000000000346944695195361,0,0,0.245377759590043,0,0.0876945755076397,0,0,0,0,0
DASH,-0.0365829272965451,0,0.116578045913526,0,0.130117485898554,0,0,0.259337581332899,0.0502326858195277,0,0,0.200045260754875,-0.0862431231964919,0.230147326037584,0,0,0,0,0,0.050156718072839
BV010082.INDEX,0.152221627496566,0.092745745551181,0,-0.0842398656260226,0.0412845256772865,0,-0.37274280305699,0.0723363736535049,-0.143717615085226,0,0,0.07150333686081,0.1324572434522,0.0836636904853088,-0.151733613221853,0,0,0,0,0.0446656103532846
CVIX.INDEX,0,0,-0.0868560885597627,0,-0.382055268104597,0.000000000000000000433680868994202,0,0.207276831799437,-0.118727465906131,0,0.136171061567183,0,0,0.394110307579992,0,-0.826026088013996,0,0,0,-0.117577616258113
DXY.INDEX,-0.0170998595813126,0,0,0,0,-0.0544677541697723,0,0,-0.00594212439036969,-0.00337628918855024,0,0.0414357072184798,0.0514995795602655,-0.0148667676284765,0,0,0.0308044139649508,0,-0.213979520978511,-0.0523149937947814
SPX.INDEX,0,0,0,-0.164371006201802,0,0.241476616336858,0,0,0.140679863248032,0,-0.479359692668564,0.0302698881386831,0.0355840305896897,0.0356846716597489,-0.0936676517942153,0,-0.00578698379185857,0,0,-0.14898776806908
VIX.INDEX,0.26207219799555,0,-0.543551817930223,-0.570548666203652,0,0.507220017494546,0,-0.817415599320332,0.229586748120293,-0.0183672804397299,0,0.911566531950376,0,-0.224698761677486,-0.262340653610153,0,-0.0870324392498221,0,-1.72812753852325,0
