date,BTC,XRP,LTC,XLM,DOGE,DASH,XMR,DGB,XEM,ETH,ETC,NEO,ZEC,BAT,MIOTA,EOS,BCH,BNB,ADA,BTG,TRX,XTZ,BSV,MKR,ATOM,LEO,LINK,HT,MIN,INNBCL,STO,TAGZ5,CRO,OKB,VET,DOT,WBTC,CEL,THETA,SNX,AAVE,UNI,AVAX,LUNA,FIL,SOL,MATIC,ICP
2015-02-01,0.011652,-0.011183,-0.038152,-0.060044,0.03534,0.00362,0.053378,-0.248694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02,0.005523,-0.063718,-0.066461,-0.028288,-0.019133,0.026248,-0.075945,0.038446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-03,-0.051361,-0.223357,-0.10286,-0.108555,-0.073742,-0.075304,-0.174376,-0.197331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-04,-0.002541,-0.125429,-0.043103,-0.073338,-0.026059,-0.041481,-0.103171,-0.165973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05,-0.043885,-0.110326,-0.056127,-0.050764,-0.053544,-0.047083,-0.061302,-0.15157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-06,0.011841,-0.199269,0.011429,-0.044986,-0.027672,0.011236,-0.005528,-0.077902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-07,-0.019052,-0.040863,-0.111475,-0.044856,-0.013917,-0.015523,-0.075403,-0.121117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08,-0.045783,-0.076596,-0.101976,-0.072715,-0.042757,-0.054063,-0.107833,-0.150403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09,-0.014881,-0.030403,-0.05286,-0.051672,-0.007118,-0.048271,-0.097826,-0.337152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-10,-0.015691,-0.059238,0.016101,-0.051799,0.002886,-0.019632,-0.104407,-0.209733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-11,-0.003007,0.009262,-0.017192,-0.023691,-0.021505,-0.035513,-0.055544,-0.484757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-12,-0.013395,-0.158005,-0.061443,-0.101784,-0.04669,-0.035872,-0.11842,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-13,0.027034,0.02317,-0.072386,-0.025242,-0.017501,0.013115,-0.017692,-0.088372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-14,0.031979,0.01502,-0.061794,-0.031118,-0.014135,-0.013793,-0.04636,-0.010867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,-0.105217,-0.110709,-0.165535,-0.129743,-0.107664,-0.178715,-0.217584,-0.327109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-16,-0.011768,-0.12254,-0.057684,-0.077808,-0.0309,-0.040149,-0.08524,-0.149864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-17,-0.019153,-0.0196,-0.066368,-0.036008,-0.031616,-0.051442,-0.080404,-0.155347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-18,-0.032871,-0.069216,-0.01087,-0.064057,-0.046125,-0.098605,-0.140418,-0.276566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-19,0.005032,-0.040741,-0.082274,-0.077002,-0.018947,-0.098098,-0.06293,-0.051878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-20,-0.028025,-0.038601,-0.106739,-0.08401,-0.029168,-0.066708,-0.042834,-0.109836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-21,-0.010126,-0.05766,-0.068191,-0.070339,-0.031618,-0.043861,-0.065499,-0.22327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
