"","x"
"LTC",0.37815758636596
"BCH",0.345327384764112
"BTC",0.322966029259478
"XMR",0.287029842884336
"XRP",0.237966016698483
"ETH",0.179965936849061
"XTZ",0.164442373174583
"BSV",0.13766756875865
"ADA",0.111649646685552
"BNB",0.104909906560953
