"","x"
"BCH",0.21531305522458
"ETH",0.157794509373422
"BNB",0.107828546451651
"XRP",0.0969274250879511
"CRO",0.0717138130731559
"BSV",0.0662387124189199
"EOS",0.0594520937542939
"TRX",0.0543833607628047
"XLM",0.0508216392382943
"LTC",0.0497249519230963
